census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14
117,2,1,2,1,2,2,3222,12804,23008,25504,52898,57537,74532,79840,75251,69313,50743,29333,10245,6425,4839,15412,21499,24065,31334,46524,43257,55696,56435,61896,69033,78937,54689,7039,3376,11969,19071,22393,26424,33834,34805,41106,44072,56277,69201,95022,102379,10726,14526,14985,13299,12775,15208,18213,22233,27644,36626,49554,71370,99407,114341,60474,7932,8065,7330,7128,9223,10921,16270,23580,36480,55996,79493,108005,122830,77402,26,2796,4831,7374,9043,9193,18231,25239,41754,67422,73708,115366,106034,89638,32,2737,4265,7540,9061,11365,15298,26257,36744,71837,84138,108856,100520,92005,5660,6180,7424,9477,11970,15800,21665,29473,36892,53903,75512,113147,127791,55761,15607,13242,11476,12532,14152,15259,18175,26622,33530,48900,71077,126017,146752,17314,4232,14148,49164,64588,59853,57460,55596,55386,54730,52733,47861,36023,16372,2509,108772,156158,111201,66290,39419,23920,15727,11541,9014,7313,6034,5050,4794,5422,2337,4102,9923,17083,25336,33671,41568,49498,56414,62883,65092,63813,74959,63976
118,1,1,3,1,2,2,1005,12617,22852,21006,30792,35083,52833,75217,120861,176969,248886,279765,243358,55860,3273,15104,17164,16501,18361,26848,30512,43472,65453,87185,152191,344954,500228,55858,2026,10862,14329,14900,14988,20178,24754,31082,43816,66131,108985,265178,675131,84744,13045,14958,14781,15160,17137,20168,26540,37710,56415,93445,174711,357011,415971,120052,7477,6424,6141,6476,7267,8937,11979,17336,27970,50675,91660,178290,409107,547365,0,457,2083,4895,5506,6972,13742,17823,30547,56744,92180,265238,461983,418934,0,440,1801,4965,5738,8392,11423,18551,26600,61025,106938,256583,452760,421888,6069,5392,7206,8968,9508,11939,15618,20820,30462,49158,92712,217140,477178,424934,13585,11799,11437,11026,12757,14010,16341,23803,29460,49299,94799,255924,712202,120662,9166,130602,339750,286878,181748,120968,86538,65976,52925,41726,32489,20795,7026,517,194462,478944,352345,168704,73736,37030,21038,13547,9718,7418,5582,4462,3760,6358,3157,2370,5173,10318,16756,25548,37271,53399,74986,106941,146917,196031,324839,373398
119,3,1,3,1,2,2,136,4426,7449,9061,14408,27236,49515,102902,129619,153124,188614,156268,91391,19806,778,5316,6369,5838,8774,18074,37957,52601,81168,97587,140090,258220,227434,13749,368,4399,5298,5779,7607,12372,21325,33718,58041,86199,120883,231661,349000,17305,15198,16554,20854,25078,27753,32188,38038,48881,60648,85662,125823,208595,201635,47048,9258,3967,3464,3716,4356,6188,9379,16092,28390,58063,117556,192385,291988,209153,0,330,2359,5285,6129,6930,12997,18402,37841,77176,127986,293562,290522,74436,0,331,2051,5112,6472,8372,10826,18994,32635,82842,145143,284302,279448,77427,7562,2865,3660,4600,5507,7812,11307,16674,26839,46064,92167,221115,378298,129485,11525,7280,7753,10169,14519,22190,26755,37086,42183,63919,106029,200328,371023,33196,9691,33647,197288,236289,163400,108389,73157,50161,34339,23503,15345,7481,1234,31,100594,280810,242484,137744,72109,38788,22497,14703,10560,8171,6304,4530,3733,10928,6054,1718,2531,5178,10376,18168,28885,43754,65131,93342,124476,149907,200465,203970
120,2,1,2,1,2,2,0,159,3636,2948,4974,4490,8941,34807,63106,114830,177492,210504,161563,23575,71,7347,5473,1770,2398,4019,11465,29387,59966,91474,146934,231891,207178,11652,408,11452,2251,2474,3598,6558,12963,23454,53795,95367,158845,216673,209135,14052,27557,7886,8180,12568,15868,23052,28867,37957,48135,69690,102853,166963,199183,62266,24122,2852,1942,2003,2451,3718,5943,10913,22769,60470,155076,212550,187105,119111,0,63,2601,15407,7830,6678,8096,9807,20186,44307,85925,224090,277061,108974,0,59,1746,13922,9893,7737,6731,10205,17383,49228,94900,212348,279065,107808,22071,2261,2453,2719,3331,4820,7388,11576,19216,36951,87823,228762,274646,107008,21576,4465,3751,4954,6479,12881,16970,25190,37483,60690,104525,188585,295101,28375,24904,25129,108477,140028,129060,115223,98053,75744,50328,27642,12039,3863,525,10,35348,137302,169961,142139,108806,74192,46296,27713,16774,9754,6245,4554,4577,27364,20309,2026,2849,5687,11592,23751,44921,70041,90189,103166,108288,107964,126437,93803
121,2,1,2,1,2,2,0,477,2551,6528,10680,15558,29465,52514,84822,107595,128582,113128,63033,5983,208,3179,8691,8019,11288,18408,32864,52481,73746,83452,100452,132488,93489,2151,160,3014,7239,11070,16126,25439,31673,39189,54198,72426,98180,133234,124603,4365,13953,15310,15651,15148,17136,22047,27334,37001,49077,71463,97704,121544,95445,22103,10252,2876,4210,6283,10357,17527,27899,42528,58908,79180,100476,109158,91493,59769,0,640,2256,5671,8352,11518,23257,31415,51015,71905,104320,161163,124339,25065,0,627,1934,5335,9094,13047,19269,32041,45873,83558,109045,150993,124709,25391,8820,3074,5348,7077,9319,14966,25299,39932,53095,70351,103870,142307,110260,27198,10449,6191,6873,8367,9559,15134,17742,27399,40148,64996,106957,150682,148594,7825,10054,30762,74524,81453,80764,76066,68348,61307,53431,42805,27490,11596,2241,75,53130,81705,72351,70030,65979,59969,54925,49168,39908,28984,18456,9878,4443,11990,7470,3032,7095,15134,27106,43218,58827,72359,79222,78152,66268,50327,46269,66437
122,2,1,3,1,2,2,3,401,3995,17853,39869,72435,106326,167346,184183,188521,178844,126793,62763,14660,97,1422,6094,13341,33902,59271,86164,99136,140823,152522,185664,232540,142815,10201,63,1709,5561,14617,25558,40285,57201,72245,96698,128976,175100,281295,252762,11922,17505,17250,21626,24796,29687,35991,47527,68970,99894,151237,212071,254641,157445,25352,11509,2959,2721,3692,6209,11355,21198,38940,62960,100881,153828,232110,309638,205992,3,3899,7495,10250,12768,14584,33754,50079,90108,158162,202311,342605,201560,36414,8,3880,6574,10573,12331,18296,28147,52945,78581,169197,228141,321512,195618,38189,9489,2252,3029,5063,8831,15113,25155,39884,63153,101294,173050,301846,323534,92299,11631,7178,10172,15018,20955,31670,40298,62216,82138,131013,192863,271559,270136,17145,12925,32383,133598,212145,200227,160284,121143,91093,71870,56277,40961,23643,7204,239,224726,356329,224914,131257,79322,47812,30021,19461,13149,8856,6011,4635,3999,13500,7207,3278,7008,14054,23667,35305,48660,64555,84524,110070,139165,163789,220138,242572
123,2,1,3,1,2,2,4423,20444,41172,42921,64242,58356,69663,59313,60416,43769,31274,19978,9926,7178,7520,16805,23367,35125,38267,63253,46893,49413,66102,51085,53911,49118,26279,5937,4346,10632,13899,21713,26725,38320,46523,45004,53557,65030,71588,84215,46269,5254,15551,16653,19754,22165,29900,30873,42550,46971,59782,71419,76646,60662,30752,9397,9005,7338,6247,6903,9643,12871,21204,28827,41524,59718,80090,106823,97947,44935,2,3022,8116,9753,12693,14466,31719,47464,78132,127461,103260,84588,11702,697,2,3037,7239,10108,12261,18591,26856,51503,67501,130106,120509,73413,11219,730,7142,6041,6562,8530,11138,15816,23158,31067,43732,61577,87198,114809,94620,21685,17224,13539,16449,20525,26672,32903,33903,55918,46602,65258,67899,77025,52360,6798,4825,10039,33751,57058,71508,74773,68673,59098,50000,41766,32908,21046,7223,407,113685,138630,95112,60953,37922,24467,16184,11644,8688,6622,4915,3994,4052,6207,2908,3197,7056,11333,15952,20978,27285,36037,47732,61907,71873,73713,82394,70710
124,2,1,2,1,1,1,0,46,3524,10122,16510,23642,46589,77413,90536,82180,42878,18166,3357,543,27,3370,9158,12880,15418,28392,47490,52636,79416,57958,59005,40741,8656,359,284,5229,9075,10213,13323,20973,34375,39350,50590,61076,67610,73020,29865,523,12656,6388,9108,13214,19857,24278,32834,41145,56876,62616,68941,48107,17503,1983,9777,2938,3955,5915,8926,12468,18884,23281,31668,43919,60187,80812,77492,35284,0,212,1977,4653,7756,9709,24806,40796,67873,106209,80166,61004,9387,958,0,200,1583,4738,7717,12495,21357,44211,59164,108418,94251,51817,8582,973,8113,2183,3386,5820,9360,13177,19729,25745,35504,45777,64766,90703,76582,14661,11243,4247,6641,9988,17069,21855,34758,41056,46796,62013,64496,65871,28793,680,7594,6263,25923,50685,60387,60518,55000,47589,39753,31047,20038,9069,1629,11,88915,87712,60966,41451,29378,21776,17361,14701,12825,10869,8416,6029,4552,10555,6166,2179,4349,8452,13508,19328,26316,33319,40389,46580,48849,48107,55217,62745
125,2,1,1,1,1,1,0,57,3409,11914,40413,61710,84962,97280,89211,66720,27551,8356,1651,289,22,2178,11250,31851,41368,52729,64967,63315,78531,64869,51332,27082,3872,157,327,5049,12548,27273,31782,35756,41654,42467,49103,61446,81357,82907,21692,162,28317,57867,39486,32792,30851,31890,35256,40059,47652,49739,49295,34497,13928,1894,11072,7299,17150,23562,27520,32831,41160,46457,50572,51951,55463,60556,49362,18568,0,2658,8821,10158,13247,16698,34610,43863,62087,85112,83249,94992,31313,6715,0,2649,8009,10220,13258,20754,29562,46222,54936,92650,92980,85269,30160,6854,8907,2639,7439,16039,23904,29677,35266,44447,57646,69930,71767,70182,47188,8492,13468,12370,17723,27569,38092,44730,49998,50479,57567,58964,58149,50033,14195,186,22652,73644,45088,44710,44226,42572,40297,39858,40184,39652,34088,20806,5474,272,56905,61253,48167,40720,36566,35026,34682,36016,35999,34861,28982,20786,10946,12614,7508,8499,16494,21641,25513,29152,32303,35409,41399,50203,57914,56245,56455,54787
126,2,1,3,1,2,2,0,12616,16537,35593,66466,97714,122613,117152,123752,107400,71602,53093,18506,3051,12912,11347,21036,41386,79289,95769,98837,88263,96575,83734,86884,86725,41211,2127,16548,7322,24685,52896,64596,70210,74704,72474,79703,85506,96723,117343,80601,2784,32480,14732,20758,25504,33533,40200,55038,74676,97876,122552,133196,111208,65137,19205,27416,3833,6368,12665,22326,33490,51282,67391,80213,94162,105091,128653,134360,78845,2,30949,60178,48239,48938,52029,89471,95575,112894,114015,91442,73306,22977,6080,2,30260,54582,51473,48867,62231,74624,99309,103888,130143,97068,66251,21175,6222,25596,3425,8252,17845,29675,41355,53425,65535,77672,95253,117450,147606,126204,36802,29827,8324,13175,19811,29371,46720,55351,78682,88797,126258,134770,138936,73291,2782,26145,23673,67075,83733,91657,88394,78705,71399,69019,71378,73472,66429,32066,2950,152911,176046,121674,92379,73376,57077,44447,33995,25494,18203,11638,6678,4061,28116,24979,14616,26308,37145,44934,50567,54586,58637,62457,68657,75377,79804,102171,145857
127,3,3,3,3,3,3,0,176,2186,5389,7553,15249,25784,48174,90042,120670,124748,114560,50801,5937,4,898,5148,7724,13092,23283,48151,76993,98235,90724,84979,103517,56445,2076,4,795,6407,17526,37029,57635,70505,74443,64384,61241,62032,83237,74726,1305,11081,20961,27942,29390,33655,36380,41374,52555,61655,75463,84120,77280,45021,14392,7953,3734,14305,28069,39602,53456,68457,75140,69747,58029,46549,48484,62166,35578,0,22360,38539,41389,41124,36017,61800,62996,65605,67960,54050,67290,43216,8923,0,22489,34718,43657,40019,45251,51484,67224,58664,74317,60786,63017,40768,8875,6248,4548,10464,18646,27563,42303,60303,74067,74626,67502,66257,73123,70431,15188,7015,3533,8576,16825,22463,31207,39475,50579,60679,82243,94392,115583,76981,1718,8726,21065,71126,66687,59361,59158,59908,61697,61939,58738,46535,27608,8364,357,33935,57601,38371,27407,26199,29962,39195,53252,67707,75292,68175,56078,27391,10704,7800,18032,31404,45859,58753,64829,62755,57154,49247,40807,32617,28136,39792,74084
128,2,1,2,1,2,2,0,0,4,188,1655,8745,30369,76633,149924,169045,168395,112340,36458,2022,0,29,1352,5946,16831,42069,84525,118220,128178,121801,98931,99474,38021,401,0,255,3870,16407,40101,70754,93670,106838,84573,83764,82452,109699,63111,284,12501,22017,32078,39343,48544,56004,63818,76774,85545,101752,96406,70116,35787,15093,7440,6623,19223,32072,48663,69579,84135,85981,78031,68842,60627,59841,73662,61059,0,31755,65842,93662,86721,80248,111090,99635,79937,52172,23168,21490,9385,673,0,32244,55913,96751,93826,92046,92881,103770,74833,58438,26254,19679,8441,702,5997,3728,11985,23452,38143,53738,72498,94848,99489,86080,76159,81610,89064,18987,6399,5193,9137,19564,32302,44699,66344,79183,94349,111681,111465,122883,52147,432,7246,15172,78134,101962,85303,76381,73366,76571,79317,72986,52923,27160,8712,545,70833,74218,47016,41743,41240,44980,52713,63954,77568,80927,68681,51812,29653,10440,9716,18348,36065,54920,68798,72467,67160,59338,56054,59846,52118,40449,50597,109901
129,2,1,3,1,1,2,0,44,1579,7836,22406,61182,104794,139261,143689,106406,66973,28058,6458,972,1,249,7131,28722,68230,98241,113883,106217,97800,74918,52931,33484,7561,290,1,1374,12104,37472,73233,91001,90049,84421,67168,72456,75613,66819,17785,162,48203,79086,72071,68451,67915,63743,60871,60361,53888,46350,35435,20450,9017,3817,11818,43492,67770,63331,61043,62524,64344,67695,71170,67989,50764,31252,19218,7248,0,19834,47987,58451,55822,53607,84363,84734,97295,84380,48039,38820,15111,1215,0,20072,42316,61116,57956,64342,70396,89256,87620,94396,51866,35217,13897,1208,7967,6043,30644,61374,71820,73305,73673,81620,89018,84848,60283,29918,17435,1710,15920,35809,43183,56098,64210,72368,81811,78138,73866,70982,51567,35726,9828,152,9902,32722,88258,96543,83130,72109,65108,62370,59497,53017,39587,20577,6262,576,10895,23098,27826,37803,45103,50041,53661,56904,60823,65194,71222,82904,84801,19383,10115,28291,45925,50818,54803,58200,62147,66354,79674,93096,66706,33138,21780,18611
130,2,1,2,1,2,1,4936,65982,126662,105056,153000,131592,186089,141795,152586,119154,73519,41325,9975,2911,17376,72606,92770,101853,108250,152968,120825,125732,158336,118666,123475,91631,27994,2100,16701,60959,66830,72802,75939,97624,116610,112464,129128,150530,162584,176230,74176,2005,41309,54017,59007,59621,76998,74814,100287,111251,143255,171702,182480,144192,76661,18988,27022,29054,27786,28564,35614,42751,63365,78545,104130,139747,177175,229437,220428,110964,4,13595,47866,55893,60996,68588,133862,167192,218972,260553,156742,110175,18316,1828,6,13557,43448,58103,61812,84745,113514,179644,193268,271283,183779,93606,15856,1961,22793,27567,30993,39275,44632,56130,73691,89089,115033,144036,189163,239462,200680,42038,51535,49383,52479,58061,69425,81342,84604,138468,117602,169943,173799,178171,86818,2952,10733,20134,68532,120231,146292,149869,145374,136539,129752,122772,107355,85274,59615,12110,387358,274629,177703,118205,81326,59698,45457,36419,31160,26613,21944,18804,16598,18668,9858,13359,31223,44773,55442,69547,85121,102671,120775,135114,141770,140166,163627,201136
132,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,5,16,8,2,1,1,2,2,2,3,1,4,5,14,15,11,0,59,15,3,5,3,2,1,1,1,1,0,0,0,0,0,4,20,19,19,16,9,9,0,6,3,0,0,0,0,0,0,0,0,0,0,3,5,3,13,10,0,0,0,0,0,0,1,1,2,10,8,16,7,8,3,0,0,0,1,1,1,2,4,9,13,43,62,63,50,3,8,10,11,8,9,12,13,9,22,24,15,42,51,18,59,9,4,3,1,0,0,0,2,0,0,0,0,40,101,0,0,0,0,1,0,1,0,0,3,0,13,26,0,1,1,0,3,2,2,7,41,21,11,7,6,35
133,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,1,1,0,0,3,1,3,10,72,0,0,0,0,0,0,0,0,4,11,9,5,86,39,44,40,37,16,14,10,7,7,5,3,8,3,2,0,12,43,20,8,27,35,29,20,21,8,11,4,0,0,0,0,0,0,0,0,14,11,11,10,4,9,17,4,0,0,0,0,0,3,7,9,13,15,11,12,14,4,0,1,2,5,3,8,16,28,24,52,52,92,53,7,20,29,25,19,20,15,15,17,15,27,34,45,61,22,198,0,0,0,0,0,0,0,0,0,0,0,0,60,210,0,0,0,0,0,0,0,0,0,0,0,5,112,2,1,0,1,1,5,18,52,135,23,7,1,0,61
134,2,3,2,1,2,2,0,659,5811,6899,7607,22520,48213,78553,90599,97650,74237,44254,16370,3971,25,4682,8468,10591,15034,34619,74268,90545,99089,66396,45277,34880,11465,2004,383,9024,17179,41222,77583,76599,68937,62678,51292,41480,28078,15324,6809,755,3166,6337,12627,21761,41790,63002,82991,98572,82742,52790,23655,6879,972,59,2441,15278,21905,40148,60826,75257,73232,68535,56683,39555,23789,13869,5367,458,422,27703,15515,15624,46348,98465,141277,70705,44424,23000,8542,4552,714,52,692,27404,12833,16406,52060,120833,114139,70681,41877,27090,8780,3870,617,61,2383,13938,33238,50316,57816,62040,59638,55809,49630,42386,33368,23011,11176,2594,1181,3813,11861,19115,23462,40683,61497,89584,98387,85368,41621,14521,5706,544,3263,6698,11166,17630,25693,36541,49824,64583,78139,88008,74371,32121,8676,630,222,1706,5901,12354,20017,28678,38799,51509,65685,77557,81985,72069,35682,5179,1837,11399,33782,61675,76735,76745,68772,55128,41321,29779,19042,11165,7567,2396
135,2,3,1,2,1,2,0,0,10,337,1458,9279,19739,38705,44681,67546,78227,87357,59023,8759,0,0,144,1422,6312,16582,39438,49756,69422,75624,70131,66149,17357,2784,0,15,2392,15923,40891,51506,62213,58322,59208,52704,41034,24857,5689,367,1751,3362,3976,6156,11034,19597,29190,46379,55907,66494,70135,61457,32293,7390,697,2164,7764,21804,39234,58755,66024,71041,60252,44940,27830,11645,2736,235,1,1262,8081,12498,28407,56717,125050,81819,53244,30979,11861,4638,541,23,1,1199,5534,13549,26949,73831,106291,87259,48845,34844,12538,3771,483,27,223,1152,11288,31486,50922,56464,57983,53948,48635,40977,33394,21237,6385,1027,248,912,2350,5836,11826,19478,30411,45239,55099,74434,84814,68072,15755,647,1790,5519,8372,12705,19274,27996,39278,53332,69240,79925,65734,27155,4593,208,5,167,1396,4816,10832,19653,31858,47871,64349,77014,75499,54820,22289,4552,226,6552,35382,66466,77727,69803,54879,39579,27965,19075,10884,4636,1732,215
136,2,3,1,2,1,2,0,213,458,4176,5950,13348,12192,23373,32553,51210,58998,38062,33795,20302,0,1662,3524,6531,13656,18850,37691,44891,45105,42445,31658,24280,14232,10105,119,3915,9399,21112,36455,45363,45918,36879,28898,23167,16339,14761,10405,1900,2685,5694,9218,15155,21174,29654,34335,41046,39973,33691,24241,16204,16267,5293,1733,6985,18988,33083,46948,53823,46309,37431,23662,14694,6704,2690,1139,441,0,27479,56844,79352,39080,26178,31604,18221,8540,4601,1671,720,242,98,0,27487,37795,88705,45064,33711,26919,19871,7350,4769,2081,556,216,106,672,5881,17000,31640,47118,47524,42113,33835,26248,18628,12757,7120,2747,1347,904,5117,13749,25675,37198,37847,34349,33494,28397,26265,22282,16075,10624,2654,3933,7112,8739,11436,14426,19693,27750,36917,45039,48261,40364,22272,7894,794,3,50,335,1071,2728,5413,10219,19060,33363,52517,64465,55504,34179,15723,784,10442,35853,53548,56791,49001,36129,23192,14054,8367,4028,1592,674,175
137,2,1,1,2,1,2,0,0,1,33,230,1164,4393,10134,16796,39377,58578,72347,50114,7129,0,0,54,567,2055,4854,15887,26204,46855,49218,51765,49451,12001,1385,0,3,836,5268,24857,37455,43306,39617,39706,31360,22868,11523,3141,356,3323,2376,4421,6574,11655,18262,27285,42237,48346,44659,31447,14866,4537,308,2325,2804,5751,15075,26433,39266,42889,43020,34258,24412,15133,7117,1755,58,0,18,1417,2418,7535,30108,69106,55982,43733,28699,13668,6552,984,76,0,20,1062,2487,8274,39896,57679,56635,40893,32737,14170,5474,889,80,1272,2051,10206,20880,28244,34974,36692,35090,29613,23622,19151,12929,4677,895,340,1569,2921,3663,4716,8131,16730,29314,48855,62195,54579,24155,2881,247,4291,3646,5163,8600,13579,20709,30597,42048,49207,46044,27652,8361,399,0,11,135,873,2722,5423,9087,14366,22295,32337,44526,51492,46182,25840,5007,913,3356,16511,33998,44234,45841,37364,27326,19528,14284,9096,4647,2463,735
138,2,3,3,3,2,3,0,0,0,0,1,2,1,1,0,1,1,0,1,6,1,0,0,1,0,2,2,1,3,1,7,13,9,23,0,1,0,0,0,3,2,6,6,11,14,9,20,19,65,7,19,4,1,2,5,1,7,5,2,1,0,0,3,25,27,14,3,11,11,4,9,15,4,0,0,0,0,0,0,0,0,0,3,10,8,11,2,2,2,0,0,0,0,0,0,0,3,11,8,11,5,2,0,0,0,0,0,0,3,7,11,7,21,22,19,26,29,2,27,23,16,8,12,6,4,0,4,2,12,20,23,11,102,6,2,1,0,0,0,0,0,0,0,0,0,40,90,0,0,0,0,0,0,0,0,1,1,1,6,70,0,0,0,3,0,1,14,16,79,22,8,4,3,11
139,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,1,2,15,26,19,25,25,6,5,5,2,5,3,4,4,2,2,3,0,2,12,11,5,8,16,16,7,7,15,4,9,0,0,0,0,0,2,2,0,0,3,1,10,8,8,10,0,0,0,0,4,0,1,1,8,8,10,18,14,8,2,1,3,1,0,2,6,9,17,44,62,45,63,68,8,32,25,28,36,21,24,15,15,19,17,26,33,55,32,76,3,0,0,0,0,0,0,0,0,0,0,0,40,120,0,0,0,0,0,0,0,0,0,0,2,16,18,0,0,0,0,1,2,5,12,52,20,10,4,3,38
140,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,1,4,3,3,10,8,8,20,23,14,3,4,2,3,0,3,1,7,4,13,22,25,26,20,72,33,11,9,6,4,2,5,3,4,0,5,0,0,3,16,26,25,19,19,13,13,14,6,7,0,0,0,0,0,0,0,0,0,0,2,7,3,29,5,2,0,0,0,0,0,0,0,0,1,9,15,13,11,1,0,0,0,0,0,0,1,2,16,43,29,35,17,39,0,12,29,25,22,8,3,4,2,9,9,11,9,34,5,131,12,4,4,7,3,2,3,0,0,3,1,0,30,87,1,2,1,1,1,2,1,4,4,5,5,28,72,2,0,1,4,7,11,12,19,77,17,10,9,6,29
141,3,3,3,3,3,3,28,5,5,6,4,1,1,5,13,7,3,5,11,25,19,6,15,7,5,5,11,7,7,9,15,16,21,18,12,7,7,15,12,7,17,16,5,28,11,20,10,15,159,15,3,0,2,2,6,1,3,2,0,2,1,0,73,60,27,15,13,9,5,2,5,4,3,1,0,0,0,0,0,1,10,14,19,3,5,11,5,0,0,0,0,0,0,0,9,19,12,6,9,15,2,0,0,0,22,8,8,14,31,24,17,25,38,31,28,15,11,1,131,31,27,12,9,7,9,10,6,6,8,14,16,1,189,9,3,3,2,1,1,0,2,1,1,0,0,20,80,0,0,3,0,1,2,1,2,1,0,4,24,165,6,3,3,5,6,10,9,26,118,21,14,6,6,39
142,2,1,1,2,1,2,0,0,0,0,36,421,1812,5350,14788,35584,77752,179650,83064,7644,0,0,1,56,489,2163,6230,13519,36459,78064,118311,121248,26980,2581,0,0,236,3345,7549,15297,33363,55274,79100,86960,78050,40076,5828,1023,3268,2092,2562,3494,6424,11486,18044,37112,65244,105095,93609,43737,12797,1137,2700,3007,9632,17925,28000,45123,56712,71977,70495,55417,31771,10608,2498,236,0,64,799,1240,8014,19625,69107,89524,92822,81758,28548,12810,1532,258,0,58,726,1205,6516,29783,61704,96087,80628,84650,33164,10012,1301,267,1759,2179,12110,25247,32068,43201,52223,57579,56412,50248,42021,23850,5605,1599,1093,1045,927,1593,2920,5099,6410,12496,21966,53314,128488,155566,14449,735,5269,4339,9042,19550,33629,50243,66340,76369,71182,49689,18074,2282,92,1,2,19,218,1182,4141,10272,21095,37302,57496,74289,78614,68008,46305,7158,1310,6562,28511,52896,66526,70543,60799,47649,34723,20859,9803,3480,1894,546
143,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,2,1,0,0,2,4,2,4,0,0,8,8,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,11,5,3,1,0,1,5,1,0,0,0,0,0,0,0,0,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,9,5,0,4,0,0,0,0,0,0,0,1,3,1,4,8,7,9,13,13,7,11,0,7,8,13,5,8,2,3,4,1,4,9,6,12,9,45,0,0,0,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,1,20,7,1,3,1,30
144,2,1,2,2,1,2,0,0,1,12,146,495,1199,1788,3992,9547,20343,49057,94353,19386,0,0,4,47,179,355,909,1412,2728,6550,20243,64012,100882,2998,0,0,89,318,812,1723,2640,4945,10133,19007,41265,63438,55356,593,60,293,435,516,851,1749,2852,5790,11502,27422,53793,62771,29064,3221,105,402,1278,2436,3735,6018,10322,17479,25361,34738,39305,41847,16709,584,0,78,264,996,2856,6461,12485,13264,18071,29743,29819,43171,32692,10419,0,79,178,901,2837,8007,10501,14124,15815,31175,34506,40688,30759,10749,51,285,1196,2462,3561,5771,8857,13521,18734,26225,34098,42001,39683,3874,22,25,32,63,204,492,925,2029,4732,11174,31806,81152,66844,819,359,6988,24150,34223,35626,33094,26197,18451,11410,6200,2778,763,80,0,0,44,421,2165,7246,15814,25135,31216,31448,29127,24588,19317,12382,1416,118,1371,4253,9341,16348,23282,28448,31028,31501,27254,17514,7537,2241,83
145,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,7,7,6,15,5,3,2,1,3,2,0,2,1,3,2,2,1,0,3,6,14,4,5,5,6,2,5,8,4,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,0,1,11,25,7,19,19,16,0,3,7,9,10,9,5,3,0,2,4,9,11,26,25,1,0,0,0,0,0,0,0,0,0,0,0,30,80,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,3,6,29,6,0,3,1,30
