census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15
7,3,1,3,1,3,2,26437,59172,58603,40864,27258,13057,8925,8011,5060,4070,3950,3564,2951,3168,15371,25589,43043,46465,40781,27292,23478,15099,10596,7775,7108,6024,4763,4266,5232,12950,18021,36475,52008,50628,27452,19101,14159,10682,8657,8393,7179,6430,5313,4999,10964,40370,27731,18986,15620,14878,14372,14003,14649,15755,17881,19104,19127,17245,12638,18102,38671,27156,29730,32656,31347,30145,25334,20462,15064,11132,8700,5825,3160,1007,72,33164,61035,50670,40555,34046,20890,10945,12431,7209,4896,2509,1465,538,103,5,32506,64256,59167,36590,27324,19798,13245,10403,7400,4997,2728,1478,456,111,2,27714,16771,25969,38007,37503,30633,25359,20494,18236,13177,10804,8466,5952,1347,29,49297,27053,21207,20301,18180,15568,21803,18414,19237,17001,16318,11047,9068,4456,11511,15794,10066,6792,6501,7153,8605,9627,11944,15192,20860,29254,41027,49837,39451,8358,1028,6235,12221,16686,18655,19304,19327,20832,22510,24334,25407,22958,19355,17868,33741,26904,28538,37162,35315,31581,29130,25049,20941,16507,11883,8385,4721,2610,1427,308
8,3,1,3,1,2,2,18239,8158,5070,2794,2732,2768,3012,3282,3762,4643,5917,7667,24290,73667,41473,20678,7218,4985,3041,5590,4226,5258,6731,10014,14699,20106,43529,32482,10257,18431,17610,7813,4918,3532,4028,5930,11182,9429,27702,36263,28639,20921,9516,3013,16536,67949,73971,20534,8000,4917,3511,2717,1430,1761,1505,1455,1296,1390,1535,14787,44106,13917,14610,14221,24061,19839,18096,18266,12620,8779,6607,4950,3891,1748,385,195727,7635,933,410,340,265,94,124,77,52,7,8,0,0,0,195865,7620,945,348,286,232,138,100,72,49,10,7,0,0,0,33612,8681,7936,10100,11466,20835,19219,19902,23267,18001,12711,10558,6871,2627,550,34785,16884,22913,19199,23746,23175,17515,11346,6807,4360,3203,3354,2689,2602,16866,40185,50426,39402,23854,13015,7086,4973,4160,3981,4310,4308,4347,4069,2301,188,2938,2091,2453,3012,3562,3774,3998,4840,4978,7636,10163,16297,26385,47093,65675,39389,6654,4597,3993,4290,5761,9136,12856,21983,22421,23411,19601,14173,10401,6077
10,3,3,3,3,3,3,19932,8145,5876,2897,3040,2997,3200,3094,3114,2821,2662,2415,4353,19594,36711,22730,7568,5472,3047,6347,3093,3237,3498,3201,3248,4296,13381,15252,14009,12650,19125,6858,5379,3704,4042,4505,5190,3441,9824,11744,10184,10120,12207,4090,10800,48645,25566,9940,5718,4782,4189,3397,1343,2351,1703,1789,1234,797,905,9067,40272,8911,8683,6077,8063,5662,5087,6385,5610,4585,4923,4921,6006,4757,2195,109624,10391,1387,477,344,187,47,69,38,20,2,2,0,0,0,110347,9998,1298,342,264,150,75,58,33,19,2,2,0,0,0,32308,6081,5244,6747,6041,8828,6579,6246,7615,6539,5831,7093,8053,6737,1921,36871,8346,8688,5934,6482,6650,6600,6104,5239,4047,3282,4730,4334,2906,12223,34677,26355,17459,9968,6916,5215,4137,3223,2421,2584,2368,2319,1999,1230,200,10306,4426,3371,2951,2632,2417,2191,2272,2150,2544,3020,4157,7038,18550,52177,29983,5408,3352,3184,3648,4370,5495,6071,9196,8160,7226,6373,5615,6938,15469
12,3,3,3,1,2,2,3165,5828,5605,5588,5103,3809,4965,4176,3991,3822,3789,4241,3194,3080,11454,4723,5467,5741,4596,4955,3893,5212,4762,6370,4772,3764,3401,3162,6113,4690,3159,4888,5797,4764,4675,5159,5358,5134,6191,6135,4287,4223,5701,1939,4014,18179,20414,9988,5614,4086,3127,2011,1064,909,594,431,387,351,384,3693,12514,4861,4639,4683,5097,5888,6206,7304,6687,4536,2979,2206,1862,994,207,45464,20465,2434,631,371,315,158,264,150,71,20,12,1,0,0,44986,21235,2346,432,300,260,245,211,133,81,23,11,0,0,0,9690,3382,3874,4176,3963,4610,4500,5081,6425,7379,6636,5755,3434,1705,263,12189,10435,9094,6700,5882,4278,3483,3086,2816,2322,1890,2346,2638,936,4176,8248,12903,10578,7702,5637,4587,3699,3355,3021,2750,2570,2469,2269,1096,287,892,1590,2291,2480,2860,3154,3657,4127,4696,5109,5213,5202,6132,8264,14633,9140,2401,2177,2571,3092,3535,4040,4455,5847,6167,6133,5188,4680,4792,6065
14,3,1,3,1,2,2,66657,29141,24090,18973,16446,11401,10184,7616,5779,5107,4230,3608,3820,5020,162945,62348,26486,21709,17273,16886,13329,13307,10804,9395,6420,5647,4512,5444,9919,151550,47168,24154,21981,17652,16622,18217,16173,13715,12368,11223,8096,6804,7865,12046,140985,90888,45291,26353,17073,12613,9775,6896,6627,5246,5048,4487,4670,4940,6325,128865,184183,39853,19666,17232,15421,16715,15617,16451,13500,10974,8739,7196,6023,2878,701,283734,73201,8573,2942,2143,1455,789,921,566,318,127,54,6,0,0,284233,73877,8533,2456,1747,1378,1001,766,567,350,110,36,5,0,0,126487,41833,31235,24670,20123,18852,16738,17364,18404,17900,14865,11602,9080,5070,903,82978,36712,22822,16394,12635,10246,8774,6670,5536,5282,4065,3992,5564,9908,143917,116715,40509,25202,21680,18118,17684,17393,16932,16557,16471,17102,17990,17547,12669,2472,8258,10075,10054,10491,10924,10633,10532,10423,10397,10250,10517,9606,9966,16039,226478,211387,17678,11372,9874,9890,10985,11962,13236,14541,14233,13215,10738,8354,8238,8993
16,3,1,3,1,2,1,74281,34122,22440,12843,9934,7913,6564,5064,4379,3898,3251,3144,3585,5338,52155,69245,27301,19412,12711,10550,8550,8274,7103,7062,6865,6264,5579,6269,9489,44237,50855,27649,21777,15887,12112,11115,9975,8925,8510,8985,8844,8365,8714,9910,37288,97630,28221,15189,10469,8550,7764,6731,6664,6198,5874,5683,5762,5409,5508,33259,132466,25851,11610,9064,7336,7369,6950,6855,6921,7049,7387,7469,6988,4309,1287,163152,51684,11334,6083,5102,3438,2145,2388,1413,1019,603,344,158,46,2,162568,52611,12337,5643,4156,3429,2425,2041,1501,1080,596,353,124,45,2,107872,24555,15651,13081,11063,9880,8878,8297,8091,7746,8437,8626,9068,6407,1259,98115,21723,12243,8753,7673,6134,6314,6206,6093,6161,6251,6362,7954,9039,39890,34903,20891,15666,16913,17294,16576,15926,15440,16026,16542,17251,17722,16344,9498,1919,7449,10841,10211,9046,8176,7364,6958,6538,6444,6509,6987,7513,8932,18324,127619,109853,19247,11983,10512,10190,10091,10313,10126,9983,9132,8308,7242,6423,7479,8029
19,1,1,3,1,2,2,70054,75221,51493,21281,12718,6009,4778,2618,1792,1572,1353,1246,1531,2309,32567,59265,56784,48752,28086,17951,10631,8866,6412,5025,3904,3285,2176,2361,3981,29063,39653,45866,50601,33722,20546,15972,11295,9135,7707,7066,6036,4777,3888,4441,25837,57415,33843,21981,16749,15142,13957,12007,14226,13555,14796,14111,14895,11262,6545,26058,83550,35932,23919,24952,22606,22061,17570,15066,11541,9442,8207,6283,4151,1113,149,81343,81562,42197,29042,24806,12896,5893,4899,2233,1107,375,154,32,3,0,81555,83617,46581,27521,20000,12470,6931,3960,2165,1199,374,141,24,4,0,63438,29903,26529,30048,28612,24667,20042,16177,13349,11161,9454,7096,4922,1023,121,74907,39434,25487,20383,17724,15059,13511,11293,9331,8761,7348,5911,5608,4313,27472,21080,8557,5521,5800,7287,8947,10951,13754,16720,22058,30089,40228,50713,38127,6710,7542,11715,14777,16868,17951,18557,18826,18591,17732,16433,15401,13739,13181,19046,66183,57031,23959,32107,35608,32691,27696,23048,18194,13714,9731,6439,3467,1720,893,244
21,3,3,3,3,3,3,336,12690,32843,27339,32260,31486,28125,20797,16089,10023,8600,7179,6145,3757,1753,3505,21720,27292,22719,29914,29798,33494,19344,14970,11568,8461,7171,4942,3720,804,4118,27050,51505,42372,29705,21247,15462,11512,10044,8179,6440,4884,3753,2889,262,9066,11643,9880,9010,8452,9918,9369,14018,14271,19576,21585,27895,29317,26937,18485,7114,16818,22670,39179,34730,31839,25177,21848,15039,11051,7147,4121,2230,407,52,148,11530,23578,38066,62431,38627,18682,20736,11686,7369,3697,2043,677,149,3,145,12062,29620,44977,50773,35559,24062,16653,11243,7686,3892,1984,611,153,2,5764,20590,38713,35824,32146,23680,20779,17241,14882,11541,7624,5594,3448,1483,113,11169,14851,12503,13354,14275,18820,17873,21054,21797,29037,26516,20051,13810,4014,298,4103,5161,4317,4236,4390,4685,5694,7231,9474,13611,20622,30591,45424,55756,24127,355,1396,3754,7038,10858,14024,16715,19114,22234,26227,31990,36947,28200,15045,5525,11037,47115,41899,32026,26038,21130,17536,14036,11354,7941,5183,2624,1002,286,215
23,3,3,3,1,3,2,122896,75921,48397,27410,20913,15138,14165,11885,9736,10061,8507,8103,9251,14362,371049,116429,57129,43670,28377,22425,17799,17254,15116,15965,14538,15834,13066,16599,27351,347841,79304,56952,48147,34211,24825,22831,19938,19644,18537,19976,20323,21042,24134,35615,324949,188817,54733,31719,22493,19425,18134,16569,17092,15994,17634,17467,18249,18781,19600,294336,392979,101008,43988,30889,25027,23718,21858,20878,21163,20296,20801,19265,16885,9024,3578,562342,108976,30897,17745,15397,10439,6721,7439,4449,3506,1753,1093,436,111,53,562733,110372,33476,15791,12610,10467,7496,6355,4946,3620,1881,1083,361,124,42,261102,90311,67380,61205,47409,40450,32171,29308,27113,24492,26321,24625,24022,12677,2766,180900,45220,27169,20364,17457,15257,15395,13751,16236,15355,17541,17365,22846,28279,312926,270021,91904,63176,43617,30546,28812,28848,29378,30786,32436,34620,35025,29987,17284,3987,13509,21515,22230,20608,18373,16645,15237,15091,15151,15921,17418,18825,21656,40134,497080,438765,42311,33309,30134,28668,28246,27052,25541,24128,21208,17931,15078,12319,13087,13266
24,3,3,3,1,3,3,51313,182706,150370,70514,29991,11587,7772,7528,4721,3539,3323,2926,3011,3151,23802,79155,166051,111641,79084,26894,25262,12070,8558,5861,4277,4266,4211,4494,6043,21913,59575,134384,148542,83970,40884,19906,14405,9393,6574,5117,4435,4728,5001,5811,20866,80889,75928,58160,48774,48817,41633,34958,28703,26741,25975,24026,18484,15323,11468,27650,88558,74462,90587,83341,68619,53134,38367,29597,20218,12974,8675,5373,2993,1345,1119,76480,188690,129152,71271,51825,29934,11512,13045,6934,3625,1343,728,200,28,3,76877,201130,141628,58596,40989,26840,16043,10320,6108,4001,1414,647,147,30,0,65196,47856,87382,88427,88646,62176,43753,29857,23097,13500,9744,7275,4755,2277,1115,126452,105388,65251,58311,43625,25705,30898,21021,17312,12931,11427,7782,5618,3930,17772,44721,11201,7065,6442,5723,6736,8474,12323,18622,30846,54464,94688,140774,102549,18957,4786,12588,21835,31721,37498,42064,44163,47994,48737,51682,51704,43448,29330,24462,67768,66970,49212,73191,85815,79072,64326,48307,34490,24793,17226,11466,6853,3475,1609,723
25,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,4,3,2,1,2,2,2,2,3,1,1,100,2,7,6,3,8,4,5,2,3,2,5,1,0,2,125,52,0,0,0,2,0,0,0,0,0,0,0,0,1,134,33,12,5,2,0,0,1,1,0,0,0,1,0,0,134,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,9,9,7,6,7,1,1,3,1,0,2,138,56,4,0,1,0,0,1,0,0,0,0,0,0,1,154,180,9,1,1,0,0,0,0,0,0,0,0,0,0,20,72,2,1,2,1,0,2,1,2,1,1,1,6,28,120,0,0,1,3,0,1,5,15,69,45,22,10,10,7,11
26,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,3,1,3,3,1038,1550,557,218,65,45,29,29,23,14,9,15,24,16,5,1509,1833,1014,440,172,142,104,54,44,23,35,22,40,37,1,1250,2245,1907,928,416,258,218,121,91,55,59,48,52,31,0,2774,2031,1123,827,672,464,431,391,332,314,271,198,190,127,107,2799,3253,2804,2370,1683,1481,1117,989,787,580,401,273,84,10,2,803,11626,3826,2074,1701,1181,516,613,381,249,107,73,12,0,0,837,11830,4216,1822,1406,1062,719,464,348,267,113,73,5,0,0,1582,2023,2514,2236,1929,1409,1135,847,696,449,337,209,61,21,0,893,510,261,206,107,77,86,50,43,25,34,13,10,2,0,44,105,73,55,101,134,243,345,482,686,892,1250,1667,1285,315,150,246,280,362,404,392,385,423,379,471,505,444,384,464,181,422,835,1125,1406,1326,1129,1004,803,744,554,394,251,135,89,34
28,3,3,3,1,3,3,5183,42318,31294,10148,3531,1321,821,822,473,453,370,383,463,467,445,12392,32447,26453,16352,4294,3607,1428,1092,519,544,494,515,669,806,203,7465,26939,33551,18085,7881,3671,2402,1159,790,613,500,593,701,579,89,15005,22784,14675,10814,9960,8276,7365,5277,5001,3741,2666,1375,790,291,199,9890,18943,18832,18927,14784,11582,8247,6432,4217,2690,1581,669,198,54,77,126,43456,25216,12024,11411,10475,5063,6534,3489,1694,831,488,135,20,0,119,44171,27347,11320,9770,9369,7504,5056,2978,1896,849,470,92,21,0,5725,11222,18159,19194,19638,13370,9613,6530,4619,2657,1640,948,438,125,62,26683,23824,12734,10959,7769,4013,3924,1693,1344,713,593,414,427,233,92,866,929,855,760,900,1321,2310,3573,5228,8122,13778,22201,28491,14841,841,933,2173,3565,4804,6110,7280,8226,9783,10622,11544,11022,8640,7238,7299,2576,2217,6911,12725,18187,17706,14315,10584,7801,6063,4507,3291,2125,1098,520,169
29,3,3,3,1,3,3,1375,41506,50214,36323,20130,8849,6144,5611,2853,2377,1765,1402,1265,1104,460,10080,42698,34966,34030,13840,14913,8127,6894,3932,3268,2494,2208,1906,1855,167,6927,32375,47998,34951,19777,11148,9092,5462,4044,2894,2040,1901,1690,1030,49,11241,20008,17894,15186,15453,14818,14467,11897,13231,13116,13499,9865,6680,2918,1105,8713,17330,26145,27207,24930,22020,17274,13904,9774,6604,4460,2258,592,137,30,15,25420,35053,27904,26442,20840,11017,14113,9157,5642,2955,1872,745,179,24,12,27414,39986,25485,22349,19543,14784,11721,8275,6111,3123,1792,572,190,21,6587,10160,24397,28095,31677,23289,17733,12877,10376,6356,4118,3153,1914,565,81,23102,31278,20131,19507,16925,11459,16110,10925,11006,7605,6483,3748,2164,868,67,4107,1587,1599,1678,1798,2351,3154,4941,7907,13531,23324,38374,47846,26777,2404,155,1767,5586,10118,13554,16152,17335,18946,19778,20315,19743,16550,10809,5334,5236,4665,12135,23582,29649,29228,24961,19296,13865,9745,6371,4213,2373,873,295,127
30,3,3,3,1,3,3,508,5532,5380,2675,1391,730,460,441,201,121,86,38,12,7,4,3608,5205,3360,2699,1073,1112,687,629,286,250,186,119,34,9,1,4415,4254,4291,2997,1701,1007,945,527,427,210,131,64,13,5,0,5257,2188,1956,1842,2041,2023,1919,1352,1438,1094,758,371,240,114,73,6053,3301,3315,3301,2950,2524,2091,1687,1165,660,298,72,16,1,1,19,11677,4398,2737,2736,2336,1269,1532,1193,1006,664,560,105,3,0,18,11861,4864,2597,2337,2176,1665,1268,1059,1074,727,518,67,4,0,5158,2214,3521,3240,3367,2439,1987,1377,1182,646,339,132,41,5,2,4806,2507,1941,1889,1545,855,1019,534,434,207,215,92,23,3,1,3529,173,108,116,147,210,344,604,936,1442,2346,3410,4017,2881,724,10,106,359,715,1127,1490,1785,1952,2012,1766,1581,1189,885,672,3609,2692,1994,2854,3220,3285,2852,2305,1518,988,531,231,108,25,14,49
31,3,3,3,3,3,3,46842,56102,23690,9944,5787,4669,4610,5623,5058,3052,1598,1014,584,328,169,25722,54907,33669,14412,8189,6512,5258,5171,4739,4321,2947,1854,953,361,58,15675,43645,38966,19901,11712,7809,6094,5262,5186,5116,4643,3276,1471,300,21,9324,21493,16164,14043,13043,12329,13790,13663,14439,13812,11431,8023,4580,2125,822,12217,25261,19858,18829,17796,18281,16291,13848,10997,7753,4919,2194,693,89,17,1420,36835,35519,24500,19607,12673,11785,11235,7343,4812,1902,725,220,59,2,1230,35900,37655,25588,16201,14457,10975,10501,8401,4905,1832,718,218,54,2,8423,19489,22824,24358,20805,17335,14232,11868,9544,7783,6292,4158,1646,241,43,25468,29743,20939,18330,14681,12722,12346,9357,9290,7772,4936,2434,1017,227,29,86,927,1285,1839,2613,3683,4502,5432,6569,9240,14823,25849,44234,41041,6953,4379,8322,10920,12965,14106,14560,14609,14818,14835,14552,13497,11621,9629,8450,1780,2948,12927,23605,30416,28651,23177,18132,13195,8491,4533,2042,653,187,53,33
32,3,3,3,1,3,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,2,0,1,1,0,0,0,0,0,0,2,2,2,0,2,1,2,4,3,2,2,0,0,4,2,2,4,0,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,13,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1,4,8,12,4,12,1,2,6,1,4,3,2,3,0,51,2,3,1,2,2,0,4,0,0,2,0,0,2,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,1,5,12,0,0,0,1,1,2,4,6,20,4,3,2,1,0,10
33,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,3,3,3,3,2,248220,63539,44352,37079,20195,19207,20206,17492,17943,15288,24018,20720,20494,34476,132663,191001,45963,42046,18927,27688,16074,18952,16203,29001,21178,28216,28716,40772,78434,131869,138327,45901,31022,28200,20045,27299,18448,22857,23544,22373,34458,38150,72856,90288,120430,342782,70744,37612,24821,16928,23256,11529,14712,19231,12404,16449,20289,18305,18417,85875,259653,54584,33842,26032,19240,26947,24214,20335,25731,31146,31418,35315,37951,39958,64426,505860,107123,30319,18387,16256,13097,5853,9472,7276,5425,3793,3408,2142,734,249,510947,106813,33110,14808,13226,11089,9206,7695,6206,6065,3995,3473,1762,772,227,172500,44584,33326,31321,21726,30388,28462,22397,30279,30675,34677,48075,57390,69785,76112,282767,45313,26399,27240,14471,18055,14818,17623,14679,25694,16459,35287,33866,62508,107212,429489,115661,35722,22834,16254,13730,11742,12510,11465,11401,12095,12023,11968,9999,6272,75313,23421,21511,21427,22084,21728,21692,22911,24732,26899,29827,33446,38804,76668,268202,130656,24583,19255,17364,18284,21824,23260,22443,42153,39520,44817,46913,47667,65783,163010
35,2,3,3,3,2,3,147,10486,36278,117090,80789,36439,33777,38000,22557,17272,14383,11261,7329,2158,178,1420,13841,23887,128271,52306,62093,39371,32463,22707,16697,15659,11475,5950,1962,42,1901,17075,98714,116934,52805,33899,30113,21771,17099,15067,11047,7557,3248,898,16,8990,11093,15807,19733,25870,29328,32018,28918,36748,41675,49943,42865,38442,26158,20556,6918,78697,113863,67790,49140,38096,27077,20891,12598,6543,3553,1925,838,196,19,286,23134,60925,93960,134106,64517,19856,17868,7794,3438,1417,590,198,39,16,291,25226,83351,100908,109078,56419,25767,14039,7083,3747,1443,576,163,40,13,4532,27674,119872,67750,58412,40767,31439,23528,21047,14130,9599,6001,2540,765,88,8573,9423,14512,29202,42847,37700,71628,48718,51998,37678,37263,23756,12592,2203,51,5015,3710,4698,6662,8667,10970,13456,16769,21197,27705,40116,65306,99219,85938,18716,89,645,1911,3787,5517,7309,9089,13089,18215,28573,45283,68932,106445,108292,10968,46860,114601,83836,56924,39705,28096,19954,14568,10679,6368,3795,1808,704,216,30
36,3,3,3,3,2,3,0,1,1252,22461,64033,20773,16207,20573,12851,11968,11002,7688,4799,1360,191,0,135,3786,44872,31975,35178,17016,14957,10528,9110,10181,10018,5579,1725,99,1,2301,35940,63388,22931,12927,12796,9613,8266,8142,7362,7119,3272,1055,46,3810,8434,9003,8993,11221,13180,14964,11232,18100,19582,25088,19072,14797,10000,7683,2638,59657,40230,21364,15002,12782,10709,10106,8316,6319,4417,2420,1004,184,11,0,1560,11638,21263,55044,48671,15874,16896,8840,5838,4196,3372,1609,338,20,0,1641,15837,24604,52008,41703,22675,12864,7921,6351,4504,3404,1249,385,13,2037,20577,59243,21101,17658,11995,10677,9197,10013,7975,7533,7699,7159,2177,118,1182,3307,5806,14117,25394,19317,36486,19335,21783,13957,15452,10866,6696,1395,66,1533,4588,7170,6434,5921,5982,6417,7380,8445,10448,15866,27972,46853,34301,5849,6,17,103,300,824,1839,3310,5543,8154,11699,16564,23581,36064,83080,4075,33544,57106,26626,15469,11123,9471,7874,7247,6754,5744,4654,3955,3041,2018,533
37,3,3,3,3,2,3,0,18,2282,26538,59128,43188,34862,41355,26940,23365,20059,14594,10347,2632,314,0,82,4112,48908,47154,53158,35178,28818,22264,18131,19622,16895,8745,2448,107,10,1783,55086,77346,40374,25184,23445,19255,16565,16085,13833,10792,4509,1314,41,4034,12589,13284,14650,18491,21412,24554,21562,30760,33036,36926,29616,22594,14707,7407,1074,66874,66297,37896,28022,24569,21180,19979,15837,10886,7198,4090,1449,254,17,0,16,5890,28842,89153,79364,29211,29786,16668,10536,6779,5545,3081,718,33,0,18,10218,36741,82838,71871,37422,24002,14861,11478,7292,5567,2528,762,24,684,28849,76033,35624,29222,20693,18343,17287,19996,16476,14660,13514,11030,3050,161,745,2894,7306,19721,35008,30390,47788,37443,40232,30140,26542,17272,8454,1610,77,1808,6511,10727,11261,11006,11129,11999,13658,15582,19006,27043,43003,69459,48534,4896,1,38,209,658,1552,3373,6046,10097,14941,20971,30048,42885,65349,106155,3299,30388,87284,46324,26884,19422,16732,15176,14487,14986,12147,8598,5881,3790,2547,976
38,3,3,3,3,2,3,9,18266,37878,87774,84261,37777,32589,39053,20233,15312,10791,6550,4197,1410,495,2310,36097,31419,91992,45058,56997,35263,29155,20313,16082,14145,10375,5224,1896,269,1357,29904,72981,102819,55856,33115,30187,21459,16703,13316,9016,6030,2721,1097,34,6694,21439,22348,23564,31607,35719,37625,32069,36746,36577,38092,28643,22382,14009,9081,3429,49736,80798,60893,48258,42005,34901,30029,20424,12103,7672,4408,1686,247,6,4,6298,37504,67644,95690,83589,31899,34797,18769,10655,5205,3221,1045,233,42,15,8043,53790,68402,81798,74019,44639,27363,17100,11728,5508,3123,791,243,33,1952,15315,75033,62091,60063,41999,34405,28206,27562,19625,14339,9640,4885,1366,114,12873,28391,23587,36788,45118,33869,56379,37881,38481,28174,27387,17227,8577,1810,53,1552,1535,2815,4744,6838,8972,12316,16752,23853,34366,54609,80522,93516,47723,6482,48,918,3605,7853,11982,16496,19543,25050,31943,41767,54091,64045,64913,51591,2750,19916,60075,64122,59361,51105,43022,33415,24841,18399,11062,6370,3254,1295,320,38
39,2,3,3,3,2,3,0,96,3305,6386,14255,16556,18405,28725,22030,17708,11630,7300,4111,1654,273,9,809,3851,10346,11034,20493,21697,24530,19906,18049,10054,6347,4013,1168,128,8,1629,10146,15670,20070,24698,24201,20331,14104,8831,6365,4109,1679,541,52,1895,5580,6558,8609,10161,11601,13898,14609,17820,18907,18020,13378,7662,2917,819,1198,9658,16768,20606,21073,20626,19166,16522,11645,7102,4512,2417,917,198,26,1,408,3231,11949,33580,41396,22234,18997,10205,5845,2611,1574,366,35,2,1,442,4150,14779,31369,39875,25515,15854,9769,6111,2768,1488,277,34,2,780,3368,14271,14838,17298,20062,20499,19059,15302,11337,8031,4787,2130,581,91,950,2010,4307,8595,12000,12759,18766,16798,19866,20409,19262,12325,3697,623,67,1296,873,2077,3532,5296,7151,9936,13231,17083,20914,23805,22980,17415,6332,513,2,74,603,1825,3205,4695,6508,9057,12509,17215,22522,25787,24721,20777,2934,2703,12053,19256,24113,24003,21097,17124,12908,8985,5448,2835,1364,419,100,23
