census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9
57,3,2,3,1,3,2,503211,89572,38248,23099,17379,19322,16216,24809,180700,448556,81552,40436,25700,28773,25342,26000,44691,191506,370638,85569,46610,36429,33023,34634,40287,69749,195617,466750,57721,33804,29841,30879,33851,42394,56497,160819,433775,57853,39019,36923,36245,41829,50642,69211,147059,856539,36401,9341,4885,2731,1939,604,111,5,856813,36560,8797,4979,3000,1683,607,112,5,370007,78980,49701,41632,38152,41069,52863,81618,158534,464634,55494,33873,26585,29714,24194,38687,57108,182267,425690,60760,55486,40896,36456,43549,57597,86251,105871,238139,55279,41525,35042,32911,37196,41915,53904,376645,263485,89949,58944,50051,48751,44188,49646,55913,251629
58,3,2,3,1,3,2,148731,27594,9861,4554,1811,1802,1339,1947,15546,132455,26839,13494,7749,5974,4166,3303,4026,15282,109541,30009,15289,11183,8693,7269,7352,8787,15271,100496,18317,10554,10397,10213,11483,13508,15641,22883,97394,21900,13875,11610,11920,12330,13473,14874,16348,188426,16078,3940,2137,1062,970,522,507,171,188916,15926,3668,2090,1253,773,562,459,166,86398,28155,18224,14220,13296,11945,12830,15601,12989,119717,19420,12293,10265,7595,8049,9580,10881,15979,31923,10156,11105,11076,11842,15662,24506,43106,54012,68862,19716,12948,9866,8396,9057,10073,12958,61231,55775,38574,23593,18319,15634,13106,11136,8614,28529
59,3,3,3,1,3,2,233912,89714,48732,33048,13498,9177,3400,2492,16282,242545,79172,41686,29700,20078,10484,5681,4401,16523,196621,94904,46045,37337,23319,16570,10663,8343,16479,193943,49504,26982,27167,24129,26959,31944,33724,35947,189242,49291,36483,33886,37447,34293,30074,24801,14817,331815,76258,19447,10963,4866,4626,1811,530,36,335936,74744,17301,10374,6059,3565,1886,452,35,169496,61623,48328,42557,41269,31881,26024,19988,9159,236674,51214,31848,29007,22276,21416,22099,18843,16949,31574,10774,13597,20476,31363,48128,80332,125809,88228,97055,57172,40012,29385,23478,22936,25998,32523,121697,111398,78335,64695,54754,43849,34109,24058,16080,22999
60,3,3,3,3,3,3,90248,98031,47842,37283,23258,25213,16016,14758,4766,138542,74286,36270,33029,28778,20543,14444,8918,2605,133937,71423,36997,34969,28289,24432,16625,9662,1081,102243,77763,60119,39334,22190,16502,15273,13954,10037,137996,46155,34585,32867,33287,28416,23247,14669,6193,175323,101037,35077,19187,10097,10097,4430,1789,378,178381,101775,31605,18657,12156,8103,4730,1632,376,129879,45836,34596,32276,36271,31707,26435,17972,2443,151260,63546,35708,32454,25616,18863,15400,12352,2216,9583,12541,18056,26957,35487,44322,57442,81518,71509,32249,26807,25656,24219,25912,29978,38763,57402,96429,91398,55371,42069,40496,40040,36821,26409,15670,9141
61,3,3,3,1,3,2,275019,193838,77417,37995,18732,14087,8122,5033,1737,319339,162042,69025,33716,22574,12374,7434,4142,1342,288590,167637,66635,40125,26552,20253,13765,7384,1050,244786,95572,55398,46980,39404,37450,40120,42122,30159,270426,98253,57176,46494,41855,37963,34961,29739,15124,445109,114131,38842,16821,7516,5999,2217,1191,165,448429,114134,35969,16461,8657,4784,2380,1013,164,255410,115913,70102,50107,42539,35716,31031,24618,6555,313685,105014,63072,44871,29450,25404,25635,21342,3518,16155,10210,16161,27405,44706,70795,115578,185821,145160,104059,57377,44807,39383,38028,44306,56089,80883,167056,169441,136215,90548,68347,53146,42721,32205,21715,17652
62,3,2,3,1,3,2,469558,111478,42982,26934,19131,19911,19097,25913,105226,399377,106023,48505,30779,29971,27013,27122,47721,123719,317867,105722,53896,41229,36468,36016,44888,76608,127536,419967,64705,38323,33811,34258,36905,45055,56532,110674,358800,61524,44728,42663,42934,49312,56990,71486,111793,752191,58287,15454,7631,3530,2299,665,150,23,753656,58111,14284,7530,3984,1816,682,145,22,300404,77112,57929,48659,45503,47596,60213,88560,114254,410985,61947,42066,36015,34118,32588,44244,63075,115192,343126,64167,47602,39986,37449,46414,67373,100471,93642,236083,59199,41572,33708,31546,34938,40691,54180,308313,193694,84320,62895,56452,55409,54543,58509,60281,214127
63,3,2,3,1,3,2,182183,40879,10671,4513,2670,2296,1679,2436,17118,160968,44728,14391,7064,6312,4292,3736,5768,17186,130767,46890,21542,13686,9540,7510,6777,9881,17852,122658,22507,14174,12810,13520,14807,17982,20930,25057,117193,26585,18066,16787,15144,16376,16953,17281,20060,252495,9636,1440,514,268,81,11,0,0,252518,9646,1396,548,262,63,12,0,0,101213,36063,24794,20736,16439,15899,16196,16204,16901,141153,28471,17567,12753,14004,8831,11873,11756,18037,34074,12487,13318,11130,14760,23998,39775,62770,52133,79934,22168,15713,12436,10541,12180,12578,16610,82285,72749,39999,28956,24170,21164,18396,15391,12367,31253
64,3,3,3,1,3,2,241264,80294,22449,7990,3198,1708,694,482,466,207144,83389,31059,15533,10740,5731,2908,1553,488,164072,85713,38559,25433,18070,13108,8988,4200,402,145987,40349,24571,22982,23147,23424,26831,29022,22232,135621,43441,30102,27130,25844,27579,28827,27439,12562,277928,56140,13769,6139,2851,1473,225,17,3,278942,56084,12768,6306,3050,1135,242,16,2,119267,55782,42337,33512,28560,25868,26116,22345,4758,183361,46116,29452,23056,22952,17218,19881,14735,1774,2134,4177,6947,14710,27212,43295,68549,111129,80392,95314,42942,30026,23294,20317,21141,22367,28449,74694,83421,60072,46046,39954,36363,31584,25069,18219,17816
65,3,1,3,1,2,2,145987,31179,6108,2097,1226,776,621,647,1241,129771,35756,10657,5569,3046,1814,1184,1001,1084,111749,41179,14079,8835,5581,3780,2507,1538,634,63976,23881,15911,15384,14127,14866,16150,15612,9975,78812,32309,18875,14768,12183,11362,10791,8697,2085,98348,59651,16991,7385,3531,2894,850,201,31,99434,60089,15414,7345,4128,2359,894,188,31,79586,37003,21251,14217,11422,9555,8721,7004,1123,94997,31680,18413,13396,11014,8186,7122,4571,503,2134,1254,1574,2885,5635,11566,24194,56309,84331,34118,21408,17296,14693,14304,15710,18297,21345,32711,57349,47627,24922,18151,14433,11266,8165,5085,2884
66,3,3,3,3,3,3,274003,113357,39795,17610,9998,5631,4836,4316,6953,280846,101824,39131,20805,10810,6547,5278,5520,5738,253501,119747,45617,22820,12340,8051,5703,5661,3059,84314,61232,59864,65726,57992,51730,45476,33338,16827,174490,122261,52043,42775,34206,23763,15813,9376,1772,165671,178643,60303,41706,15831,9687,3358,1151,149,165905,180754,56873,42169,18123,7841,3645,1045,144,212365,103821,50143,38198,29357,19166,12451,8339,2659,173122,117637,57162,41535,36129,23677,15426,9010,2801,6632,4248,3920,5612,9696,19416,48945,143861,234169,33479,35371,37448,41443,53780,75444,79894,72924,46714,156663,140465,69112,43733,29218,17992,10915,6038,2363
67,2,3,3,1,2,3,1607,44428,47975,56021,68361,47096,29329,14394,6783,18678,56547,39607,65179,60852,39132,20684,11001,4314,33568,56260,60759,69204,47697,26544,13770,6033,2159,24947,59632,73510,67021,47494,28060,11782,3077,471,41727,55083,68092,66472,44878,25076,10238,3820,608,6008,57519,95620,88482,40842,21579,4753,1055,136,7541,57701,88826,92683,46711,16504,4927,959,142,48678,47278,61240,55800,46050,31243,16835,6677,2193,37364,54215,65557,64942,51305,25819,11172,4017,1603,13991,9776,18282,32432,48245,59381,58784,53304,21799,920,4339,9941,18767,33070,56499,77858,74117,40483,32426,50680,61146,63569,51175,31772,15025,6923,3278
68,2,3,3,3,2,3,295,9710,7886,8423,9829,16389,69025,131570,23246,6787,14819,15022,15863,41537,67622,64204,41949,8570,10079,24287,31598,68884,53224,41222,27184,15851,4044,28699,89916,81054,48213,17788,6755,3033,813,102,20835,48961,61209,53029,41272,24459,15597,10002,1009,84731,122451,29371,22225,10819,5279,1119,370,8,90374,119807,25440,23601,11592,3974,1221,354,10,17372,42631,52130,47987,42328,30365,22074,15787,5699,16527,32791,52768,66106,53929,29546,14955,7312,2439,14147,23895,36769,49192,59549,46111,27908,16141,2661,189,1561,4813,8989,16358,28164,54764,101530,60005,8024,26211,51727,59469,48738,35379,21970,13898,10957
69,3,3,3,3,3,3,7186,24315,12928,10547,15484,15355,8287,4088,820,6600,24345,11542,10267,12478,15227,11765,6223,563,4381,23451,13271,10347,11962,14430,14047,6683,438,7840,14751,14227,16429,17999,15144,9222,2747,651,5300,14964,17134,18236,17423,14412,8834,2669,38,562,8436,16318,23277,24315,20610,5140,347,5,549,8477,15162,24881,25415,19087,5093,341,5,2736,15897,17638,13330,13572,15852,13234,6187,564,10065,15042,12956,12828,14141,16415,12708,4575,280,1268,4793,9966,13599,14741,15792,17943,16943,3965,182,2690,8174,14026,19174,22312,19323,11088,2041,1107,9703,23760,22130,20146,14554,6367,1187,56
70,3,3,3,3,2,3,0,103,5155,24527,54103,52966,27357,9543,2046,0,799,5155,17987,41570,55456,39047,14444,1342,0,2031,9472,21259,34351,48058,45077,14686,866,1626,13774,29336,37153,40184,31099,16964,5038,626,1158,7245,21847,42583,52973,34361,12938,2613,82,0,67,15528,58554,58353,34757,7675,855,11,0,69,15312,63241,57525,31104,7729,807,13,332,3848,11942,24678,42278,47048,33743,11066,865,454,3940,12421,26053,41196,47049,34208,9903,576,1910,15028,33648,39984,36433,28775,16088,3765,169,12,550,3504,11292,25963,46339,53728,30959,3453,586,8441,29083,46827,45639,30303,12184,2572,165
71,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,6,0,0,0,0,0,8,8,4,8,34,4,4,3,2,2,0,0,0,16,25,8,7,10,8,3,0,0,0,0,9,20,12,5,2,0,0,0,0,6,36,9,3,2,0,0,0,2,2,20,53,36,31,45,21,92,27,11,8,16,9,17,26,39,35,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,17,0,1,0,2,12,35,9,3,41
72,3,3,3,3,2,3,0,1181,4182,17688,50464,64098,32824,9171,2326,0,1159,1855,8136,34185,63911,55957,15755,976,31,1742,5464,17020,33068,54653,56793,12822,341,3275,20140,29225,32852,35208,30110,20144,9192,1788,1082,5416,20453,45152,59648,38112,10556,1439,76,0,125,13682,64142,68766,29169,5745,302,3,0,139,13699,68894,67571,25689,5678,261,3,563,3051,9007,21728,43496,56031,39216,8523,319,503,3053,10709,25075,42305,51663,37518,10731,377,1160,16707,44769,44420,31904,23398,14584,4662,330,18,347,1577,6541,20259,47611,66012,36280,3289,775,8461,28835,48276,48844,31578,12035,2742,388
73,3,2,3,2,2,3,0,2125,4764,16692,32842,66797,86766,48931,7073,0,2065,2032,3822,15410,50574,111544,77599,2944,68,3263,2678,8369,24058,58181,116216,52486,671,3162,13711,22762,31799,48510,62413,58476,23074,2083,1798,7012,18482,36969,66375,83511,45494,5978,371,0,2,16673,85582,87053,56892,16724,3003,61,0,2,16749,85315,95923,48233,16923,2762,83,1186,4267,8484,22459,42397,68653,82991,34519,1034,644,1919,3403,9368,28106,80514,105450,35623,963,2079,28138,73721,71314,44538,26590,14528,4359,723,14,654,4154,16530,39457,66799,79096,51068,8218,1820,12570,33894,61164,71111,53758,24531,6006,1136
74,3,3,3,3,2,3,0,427,4226,21664,45791,81768,87421,51499,12069,0,299,1337,5937,26299,73062,125433,68531,3967,0,908,6659,22093,44255,78697,112287,38785,1181,7394,25070,38667,46840,57862,63762,48308,15520,1442,2602,15556,42458,65404,80556,67787,26859,3438,205,0,228,20424,95077,93033,73988,18747,3134,234,0,288,21161,95514,105973,60027,18977,2683,242,1130,6690,20355,42923,65215,79307,68635,19662,948,1500,2979,11214,29760,60601,97152,81084,19854,721,6610,32545,67390,78934,60161,37332,18234,3476,183,26,361,2551,9989,26001,54286,88346,96959,26346,1868,22190,55089,76536,74181,49481,19784,4984,752
75,3,3,3,3,2,3,0,60,1093,9176,18029,22943,37273,40229,12394,0,126,747,3530,14397,32789,46109,39393,4106,0,388,3994,19271,32914,33289,30726,19269,1346,3593,5700,10828,17997,27611,36410,29475,8931,652,1906,24761,30923,25242,25889,19787,9527,2999,163,0,0,2245,19405,27544,53028,27788,10564,623,0,0,2472,18696,35629,45305,29293,9183,619,558,7051,28834,28371,23071,23244,18936,10037,1095,1102,1677,3108,7839,19116,38963,49638,18950,804,5419,10728,17438,25243,30875,31860,17482,2088,64,19,208,1026,2678,6536,15084,26473,50309,38864,3309,34124,33220,26531,20917,13779,7006,2072,239
76,3,3,3,3,2,3,0,357,5369,14212,25666,34844,72615,77742,16949,0,53,1381,7448,25585,55290,80707,70020,7270,0,285,7119,29795,49789,57140,56811,43831,2984,3067,8493,23041,39829,58475,67595,39374,7580,300,2298,25571,43999,42915,50769,42922,27643,11146,491,0,7,1333,16509,34883,92448,70332,31336,906,0,8,1533,16249,45237,81908,73268,28628,923,725,7917,34936,43295,42287,45401,41564,27585,4044,1106,1764,4132,12532,32423,69006,89490,35774,1527,6816,25220,40983,49780,54191,48645,20278,1809,32,47,693,3636,10346,20936,37418,56261,81180,37237,2193,32718,53294,52090,45082,33142,20161,7557,1517
77,3,2,3,2,2,3,0,3555,20293,35448,60311,58237,80254,49221,4783,0,609,5348,18422,47809,85443,101810,49309,3352,0,2256,12061,41010,72775,82523,63394,36382,1701,1817,3490,12363,24838,46490,80444,90848,45173,6639,1869,18274,48864,61450,82745,57872,31037,9481,510,3,262,11566,60608,54667,121553,44323,18165,955,6,273,12839,59051,72494,103615,46432,16431,961,748,5852,40696,65222,54570,57816,52739,31792,2667,993,1197,2304,7187,25976,68219,122314,81856,2056,1678,15215,30655,50915,69981,75495,50222,16336,1605,40,1104,5996,20433,42704,64649,76081,78945,22150,3697,46584,85961,75380,52194,28672,14969,4220,425
78,3,2,3,2,2,3,0,1762,15090,37053,69253,68993,54421,26089,4728,0,1695,12149,40804,71884,65625,49769,30120,5343,9,17829,42879,57420,62350,46521,28036,20017,2328,356,1139,2830,5326,11366,24203,54638,112531,65000,5805,44539,50155,58044,55063,33833,19080,9662,1208,0,1794,54762,126125,48196,33874,9896,2531,211,1,2285,59311,122633,53951,26563,10262,2153,230,2962,43184,71047,60227,39554,24371,17279,15199,3566,139,429,872,2422,7474,25871,87459,147332,5391,627,6048,9878,14835,26845,47195,73310,77547,21104,27,411,3809,16580,34182,52105,61005,73458,35812,47337,89812,68072,36514,16767,9934,6893,1946,114
79,3,2,3,2,2,3,0,856,7399,37101,94387,100273,118425,91225,39677,0,1184,20111,71690,87787,86423,99174,84138,38836,0,19678,71405,88432,97290,72989,58016,57510,24023,898,753,1014,1546,2676,7009,27927,169415,278105,3423,42100,40097,73845,119415,91779,60380,43342,14962,1,4044,58235,165728,114634,98641,36049,11510,501,1,5352,58178,165509,134905,77205,37760,9911,522,1745,45645,97754,108907,77322,50575,38434,41301,27660,432,541,697,1412,3459,15195,90782,335398,41427,3058,22334,22079,22915,33254,59000,114790,167509,44404,62,986,13558,60166,114042,122195,88246,68270,21818,72171,137332,114874,67358,38330,25458,21901,11113,806
80,3,2,3,2,2,3,0,2065,16974,30247,52909,69365,118921,134832,57676,0,248,4740,21991,59468,89219,119535,123222,64566,1,2500,17796,46633,75385,93196,98513,107090,41875,1321,4017,12539,19924,32197,62169,130947,176611,43264,1232,11336,30010,66845,123683,105059,73167,55876,15781,13,3044,30076,84024,85558,149605,81463,38244,10962,33,3437,31248,84001,100311,132095,84769,35730,11365,502,8163,42580,67247,79764,89560,81373,75773,38027,600,661,1733,6441,23709,49985,112960,238720,48180,6359,61848,62189,69374,83227,88605,73162,35453,2772,23,797,9122,41892,85763,138952,131577,63627,11236,5962,47214,105521,117780,87658,56030,41729,19547,1548
81,3,2,3,2,2,2,0,535,5526,12315,31332,73763,162928,199182,43637,1,114,1091,5185,17232,41236,100067,242399,121893,6,302,2669,9166,22499,46452,80436,242158,125530,1151,2221,5605,11491,21828,48032,128618,246642,63630,762,1801,6794,14626,40334,70653,150778,198973,44497,0,46,1248,7020,21536,107702,131034,178720,81912,0,51,1245,6707,29536,99495,140647,167622,83915,316,784,4818,12895,24151,48306,106876,218147,112925,622,769,1269,3207,9849,19567,52200,310853,130882,10345,151973,137942,96268,68576,42418,17948,3554,194,145,9524,74000,143662,143026,93421,46868,16199,2373,714,6376,24894,62209,117976,140592,118049,53435,4973
82,3,3,3,3,2,3,0,866,7218,15813,28169,27775,52791,56035,8576,0,163,1640,6841,21439,40716,62474,57042,6928,0,520,6201,20769,33907,44868,43135,43279,4564,1876,4473,16947,32703,45384,51054,36109,8388,309,1554,12056,25174,26671,42099,41080,31518,16291,800,1,3,239,8010,19783,72354,62819,31346,2688,0,2,275,7376,28381,63957,66395,28158,2699,602,3352,18500,25628,28542,38236,41873,34505,6005,1065,1202,3152,10763,27318,46159,57340,47294,2950,4458,25012,35073,40807,41712,34554,14385,1213,29,33,895,5464,14005,28417,41822,47853,44080,14674,699,13849,31761,41310,43200,34461,22207,8433,1323
83,3,3,3,3,2,3,0,547,5391,9705,20709,37834,64590,63499,19246,0,177,1945,7252,19292,31237,51753,86886,22979,0,752,5410,12758,21592,30310,43325,85974,21400,2174,5212,13825,26414,42162,57825,53659,19339,911,1579,6921,13888,16524,27920,40360,53394,56535,4400,0,45,847,4443,11047,54416,67890,70025,12808,0,53,913,3999,15173,50454,72355,65522,13052,787,2284,9714,14847,18774,29622,47642,72586,25265,1177,1148,2608,6529,16056,31707,59991,91764,10541,14975,57923,48615,38051,30077,21371,8998,1422,89,344,5673,21901,37297,46954,43621,34157,24411,7163,851,7790,17070,24784,36924,47762,47942,32382,6016
84,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,1,2,5,6,14,19,6,0,2,0,2,0,6,0,4,43,11,12,25,7,11,27,0,0,0,0,0,0,0,18,31,13,0,0,0,0,0,0,18,35,23,0,0,0,0,14,74,40,82,91,19,68,26,8,9,12,21,56,110,36,0,0,0,0,0,0,0,10,190,0,0,0,0,0,0,0,9,0,0,0,0,5,32,4,2,150
85,3,3,3,2,2,3,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,2,10,30,0,0,0,0,0,0,11,13,32,25,12,8,6,1,1,2,16,6,0,24,7,9,15,7,11,15,3,0,0,0,0,0,0,2,21,9,0,0,0,0,0,3,15,13,9,0,0,0,4,15,30,30,42,54,15,21,14,12,5,10,9,30,59,66,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,51,0,0,0,8,22,58,5,2,21
86,3,3,3,3,2,3,0,0,106,1090,5315,14013,34410,66103,20092,0,4,425,1911,6309,12682,28976,74131,16691,0,134,1567,4341,9110,14254,25980,70755,14988,1388,6987,10369,11235,14225,26710,47484,21655,1076,346,1075,3908,7605,14841,24849,33882,47341,7282,3,32,182,1533,3384,17856,37698,52521,27920,3,44,196,1577,4661,16399,40109,49943,28197,135,717,2398,4970,8514,16132,32219,51083,24961,227,984,2296,3968,6836,12337,28872,77552,8057,9950,42214,38543,24478,14446,7861,2915,694,28,127,5775,25795,30758,25440,20782,16025,13295,3132,247,2074,4768,9890,20741,33246,35703,27294,7166
88,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,16,14,19,34,70,0,0,1,3,31,52,57,62,95,324,41,25,25,43,23,13,9,1,88,169,45,68,44,71,35,12,0,0,0,0,2,17,74,40,14,11,0,0,0,3,28,55,49,13,14,0,0,0,36,111,132,95,144,56,150,111,24,22,20,23,69,50,112,356,0,0,0,0,0,0,0,290,540,0,0,0,0,0,0,0,191,0,0,2,13,80,417,73,16,50
90,3,3,3,3,3,3,0,0,44,240,948,3183,10083,21394,14845,0,1,59,432,2045,4835,12685,26963,3717,0,48,835,2243,5208,8980,14898,17993,532,3680,8189,8347,10422,10013,6967,2667,406,46,378,2931,6824,10647,12168,9881,6443,1429,36,0,0,79,1385,3522,13123,21601,10510,517,0,0,104,1452,4303,12413,22372,9560,533,83,979,3430,5835,8778,12366,11912,6894,460,215,595,1834,3658,7363,13825,16927,6135,185,9415,12286,10364,8385,5665,3107,1259,251,5,0,9,79,489,2401,6964,11250,18484,11061,172,2398,5339,8002,10879,13486,8100,2181,180
91,3,3,3,3,2,3,0,0,0,6,89,448,1675,3618,2073,0,0,28,149,497,937,2426,3731,141,0,9,386,720,1237,1749,2258,1529,21,2247,1902,1323,1050,719,439,170,54,5,589,1062,2260,2110,1271,480,119,17,1,0,1,153,438,932,2985,2631,708,61,0,1,167,450,1219,2689,2682,639,62,337,411,816,1508,2028,1959,672,169,9,413,383,1173,1374,1564,1572,1141,284,5,2341,1582,1210,1043,921,576,218,18,0,0,0,2,5,17,107,776,2890,4112,210,518,1195,1811,1935,1652,541,44,3
92,3,3,3,3,3,3,0,0,0,0,2,37,566,2041,4498,0,0,0,1,44,349,1143,5246,361,0,0,38,216,531,867,1989,3460,43,3479,1511,641,608,497,278,108,18,4,238,497,2046,2510,1175,455,169,50,4,0,4,66,199,429,1795,3661,955,35,0,4,76,187,554,1629,3784,880,30,144,77,321,717,1440,2928,1219,266,32,165,127,551,1317,2049,1761,902,251,21,4244,1107,642,515,349,216,62,9,0,0,0,0,3,13,101,594,1882,4551,93,162,409,862,1350,3021,1161,82,4
93,3,3,3,3,3,3,0,0,0,3,85,168,722,2150,4333,0,7,69,71,138,386,1222,5042,526,0,47,139,270,594,1104,2213,3000,94,2984,2097,808,589,521,306,121,29,6,249,664,2505,2397,890,445,238,69,4,0,0,62,132,214,2460,3554,1001,38,0,0,67,140,302,2409,3609,898,36,130,173,421,985,1977,2421,948,372,34,159,166,560,1445,1934,1800,951,408,38,3851,1677,572,514,476,249,104,17,1,0,1,0,7,25,95,363,2070,4900,109,221,631,1058,1822,2568,925,105,22
94,3,3,3,3,3,3,0,0,1,85,441,804,1445,1325,300,0,5,81,323,591,1045,1417,836,103,0,65,475,825,1180,1013,566,246,31,485,1309,1050,648,425,242,156,70,16,103,1354,1418,797,399,204,101,23,2,0,0,10,111,352,2331,1315,264,18,0,0,12,120,544,2106,1363,241,15,51,395,1049,1302,841,454,196,100,13,76,376,1079,990,803,538,332,183,24,266,616,739,880,877,613,312,98,0,0,0,7,22,47,116,360,1867,1982,34,426,1408,1399,732,301,86,11,4
95,3,3,3,3,2,3,0,0,0,6,76,142,271,689,547,0,4,19,64,148,184,398,869,45,0,15,119,161,202,304,627,292,11,860,462,177,96,60,32,26,10,8,64,408,696,354,116,63,21,7,2,0,0,16,39,101,530,817,215,13,0,0,18,36,131,514,812,208,12,42,84,223,298,536,411,99,32,6,56,180,491,470,267,121,106,33,7,762,344,190,140,122,102,69,2,0,0,0,0,3,9,27,61,464,1167,22,60,227,354,406,524,124,11,3
96,3,3,3,3,3,3,0,0,7,36,221,719,1703,4323,6948,0,0,18,122,396,900,2073,8753,1695,0,2,186,534,1057,1606,3830,6618,124,3232,4383,1926,1436,1097,882,661,299,41,271,553,2282,4261,3669,1831,924,160,6,0,0,4,102,387,2913,7902,2545,104,0,0,4,111,490,2789,8182,2273,108,103,209,391,1075,2390,4999,3724,996,70,163,329,753,1692,2768,3414,3339,1442,57,6137,3321,1539,1088,853,612,350,57,0,0,0,8,57,322,972,1797,4388,6413,60,303,910,1614,3194,5293,2335,239,9
97,3,3,3,3,3,3,0,0,22,606,2357,4187,8783,18221,15498,0,9,426,1303,2709,4622,9664,22796,8145,0,310,1572,2926,4871,6983,10113,19400,3499,2027,5607,5673,6919,10270,11871,5927,1241,139,348,2131,5025,6678,8722,9417,8462,8634,257,0,0,52,850,1798,9260,18499,13258,5957,0,0,53,900,2252,8773,19258,12415,6023,188,1006,2402,4141,6003,8421,11704,10727,5082,228,840,2198,3490,4830,7047,12969,17172,900,8041,13440,9045,6877,5796,4154,1824,494,3,0,23,456,3184,8211,8854,9770,13460,5716,179,1659,4431,7083,8724,10676,9160,6065,1697
