census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10
613,3,1,3,1,3,1,5061,41492,65066,62936,59115,37228,18244,5099,2189,102,1854,15409,25969,36559,52249,65853,66055,27871,4634,79,2449,21814,21376,27029,35602,44586,62186,65973,15416,101,1568,1286,3027,6953,17386,38249,68768,91510,62624,5161,2945,13096,11743,12473,15948,28042,54820,82410,57062,17993,0,0,355,11734,24813,36407,96220,95753,31182,68,0,0,291,10228,27007,37498,94977,94894,31617,20,5338,17305,15654,15672,21190,32576,47582,73343,59973,7899,1589,2696,4608,9180,20764,48088,95451,92790,21246,120,939,1641,5321,33230,57159,48285,47217,46838,38208,17694,72475,55581,65677,40829,18560,11999,9683,10346,9525,1857,7105,23077,23239,32872,39137,41911,41628,33059,33834,20670
614,3,1,3,1,3,2,47166,98805,94219,76295,66232,42703,23584,9108,3872,199,30683,46514,74197,77179,76670,65575,53089,28897,9100,279,28756,53155,63486,68179,68366,66587,58703,39355,14931,665,7966,14115,25200,34172,46367,65110,86922,108229,67296,6806,11926,34579,43772,52770,64115,70414,71539,57608,39802,15658,0,39,8297,51044,73033,106009,145899,74441,3421,0,0,40,7710,47374,78250,107618,142708,75827,2656,0,19475,50666,52465,59921,61999,62327,60132,50222,37329,7647,11659,20242,32493,50328,77872,92077,91033,65143,20606,730,3909,3312,10526,35650,51557,62140,75041,80665,80496,58887,55607,60072,64155,68457,65170,52152,40477,30625,18498,6970,14395,67260,66059,70379,71015,57653,42199,27451,26532,19240
615,3,1,3,1,3,1,7120,23421,57055,43008,24167,12052,6478,3859,2692,90,4956,16960,40978,40681,33345,20891,11649,5978,4366,138,4142,11797,35576,43350,34611,24784,15127,6955,3468,132,5447,21343,26861,28164,29652,29099,22658,12861,3644,213,1077,9517,26154,39278,39248,30031,20917,10400,2913,407,0,0,121,2900,10206,29491,55532,58670,22984,38,0,0,82,2642,10508,30276,54072,61732,20603,27,1590,10468,26342,46171,38593,27260,18194,9097,2189,38,7331,20571,26324,29899,34908,30040,19101,8682,2961,125,96,2149,3604,10460,29093,42088,38884,28663,19775,5130,670,5945,15798,27601,36807,37717,32624,18478,3968,334,227,10798,24942,38380,45695,34376,16706,5569,2166,1083
616,3,1,2,1,3,1,476,12491,21493,26512,24152,30848,42467,27635,12039,2068,41,1978,13226,22559,32723,41511,46378,27842,12255,1668,40,3882,15533,30763,37915,40318,35310,24882,9711,1827,4437,6678,10655,18800,24732,41608,40229,36862,13800,2380,3075,4341,8668,14101,22137,35858,42427,38760,25392,5422,22,235,1310,10620,33926,73243,55827,24029,966,3,22,238,1405,10399,39989,74131,50798,21819,1380,0,2345,6182,15462,26056,34196,34013,30358,28696,18542,4331,2880,4858,8955,13689,24880,43476,47860,40908,10850,1825,2008,5721,8623,20425,32822,40874,42560,31707,13506,1935,6940,27490,40618,40290,27350,19403,15218,11428,7235,4209,972,7313,16968,33522,36435,30587,24054,17817,16892,15621
617,3,1,3,1,3,1,998,20368,38111,66410,74662,63906,62282,29675,18316,5362,418,18388,48960,79324,88219,57235,42637,24080,17144,3685,1528,45380,80381,85219,56899,41015,30057,21765,14525,3321,17064,23779,26552,39614,44248,70151,70239,53623,27505,7315,14661,20272,34343,49315,67371,68435,51066,38869,25621,10137,13,269,2745,19411,101108,135332,75982,37870,7311,49,13,281,2987,19546,117218,127951,68817,36317,6922,38,17638,33747,66789,68177,56911,42293,34759,30227,22489,7060,14532,24302,29481,50791,77961,77696,49655,36191,16028,3453,7695,10098,13235,23979,38670,52649,64258,77710,71401,20395,12641,28032,44437,60537,64953,58460,43474,30198,22537,14821,12661,38214,55794,67680,63249,46169,30858,21086,19789,24590
618,2,1,2,1,3,1,0,0,139,6864,20762,26879,25497,17023,27246,22972,0,922,4968,18959,34772,23718,19536,15197,12560,16750,38,9132,27756,36563,21845,15126,10023,6640,6453,13805,12440,5941,5360,9464,11900,21475,22193,20441,17408,20758,13119,6546,5963,10070,19885,31197,23287,15349,8340,13639,132,13329,14222,46862,57167,12548,2369,667,1,0,287,13270,15110,46839,59690,9463,2028,608,2,0,11700,11643,25506,29108,22693,13815,9488,6777,5533,11132,9143,6339,6354,13222,22539,23362,18220,20532,11956,15793,3353,7471,8875,9525,12666,17870,26447,31837,24514,4822,808,4435,11388,21834,26047,19493,13365,11090,20344,18578,3529,16263,24594,31011,29009,20270,10319,5450,3716,3219
619,2,1,2,1,3,1,0,0,0,25,960,6924,28373,16868,8189,7246,0,97,1170,3429,10466,21130,17981,5406,3921,4982,0,2067,8152,20736,16506,9243,3831,1951,2404,3689,4309,2022,1625,2682,3763,9203,13018,13656,10859,7437,4843,2064,2126,3463,8204,20758,14554,6661,2446,3507,140,4370,12333,39517,11648,309,10,0,0,0,200,4378,13411,38978,11178,174,8,0,0,0,4363,3538,11603,18120,13734,7485,3847,1899,1483,2554,3640,1936,1521,2569,6605,14207,15618,13114,4707,4865,31,1209,2521,3396,5508,9144,14673,19282,11997,813,66,619,2992,8966,16608,14199,7492,5167,6170,6303,683,6160,12870,18123,15730,9377,3664,1381,507,79
620,3,1,2,1,3,1,3053,26746,27626,15998,14817,22062,31741,12852,4505,1740,1240,13097,24075,24562,35407,32247,20948,6496,3984,1101,2693,19306,37008,38245,26609,18767,11848,6293,3624,866,4187,4910,6965,11718,16149,27852,34462,36008,21114,4151,8037,13944,19910,23650,27258,32152,23482,15360,8375,2267,92,817,12625,62080,62921,25407,11971,2367,224,0,93,829,13582,58994,67242,23678,11495,2359,232,0,8788,21858,37849,31059,23905,17690,13647,9800,5291,1857,3366,5729,10520,19423,31616,35622,28457,18230,5259,1185,1017,2484,3036,5686,11004,18205,28646,40870,41379,12930,8757,10555,14002,20866,26571,24595,21184,17025,12861,6741,5133,24898,39113,32071,24248,16371,10493,6797,5448,2944
621,3,1,2,1,3,1,21437,120732,93033,54239,33499,19833,11841,7561,4657,428,6481,42525,68785,68133,61561,50146,36995,23954,13634,636,5427,34367,58889,63500,63414,59611,48287,30780,13579,677,4437,5333,11839,18725,28902,53300,90313,110730,55350,5380,5360,12059,22150,36147,51232,61838,73826,78616,48418,11133,67,27,748,7835,51962,142742,152477,50980,1420,0,69,26,875,6922,55505,142273,148331,53278,979,0,4941,18527,38436,52603,58765,60345,60550,57698,35245,7747,2737,10135,16015,29596,60663,78565,76307,59548,27219,1263,2169,2348,7137,16246,30734,56393,81993,88849,69201,23461,61428,102868,71824,46901,31604,21913,15358,10028,6853,4073,2548,27069,51445,61869,65159,60650,48553,33175,23913,9928
622,3,1,2,1,3,1,16046,151788,124896,66443,33576,18086,10333,6883,4644,1184,4132,66088,98987,89496,67384,46506,30484,18122,11835,1221,6810,65909,92645,85573,67367,46471,34215,23126,11428,928,8302,12032,16890,25327,39975,65686,99637,112643,50034,4008,6988,17024,40916,70008,73685,70581,62573,53031,32604,7126,0,0,403,7544,88564,207150,113331,16688,856,0,0,0,374,5856,94338,205549,109941,17820,658,0,6644,34150,69601,81740,76451,58200,43305,36232,21963,6250,7336,13974,28221,52653,90411,93828,79791,48300,17724,1244,4027,3409,7598,15943,28747,47134,73351,106792,109579,37892,42240,75526,67514,66351,60703,44195,33039,21109,14884,8694,5113,42730,95476,95097,67246,43740,31355,22608,19360,11807
623,3,1,3,2,3,2,32983,68716,90636,73888,46218,23969,13642,8528,8442,10572,21027,47907,66237,71660,61169,45704,28942,15945,11456,7547,28936,65827,79534,64380,48632,35847,24699,15380,9711,4648,8259,13401,16768,22372,30197,42257,61226,84956,74999,23159,9862,37510,57864,63385,56028,49488,45089,34532,17967,5869,0,662,15372,31433,85619,115092,87827,37969,3604,16,0,673,14692,28551,92197,113746,84984,39423,3314,14,13181,54755,75357,68632,51315,40887,32241,24357,13183,3686,13378,18817,25650,39995,59231,68537,68928,52943,22015,8100,367,1411,3720,9244,21031,39615,60670,83152,95121,63263,13171,30000,42483,48217,49106,48264,51889,52033,38095,4336,11533,70792,95791,87933,54889,28261,15010,7519,4287,1578
624,3,1,3,1,3,1,0,0,0,0,0,0,2,0,5,14,0,0,0,0,1,1,0,27,21,69,0,0,0,0,2,5,26,10,36,68,50,13,7,8,7,9,7,9,18,26,3,42,7,16,15,14,14,25,12,20,0,0,2,0,13,35,6,0,0,0,0,0,0,2,22,34,6,0,0,0,0,0,0,2,44,25,18,37,58,61,13,45,15,6,6,7,10,22,53,75,172,9,3,1,0,0,0,0,0,10,70,0,0,0,0,1,0,2,20,126,0,0,2,12,72,77,12,3,3,22
625,3,1,3,1,3,1,6,1,0,0,0,0,0,0,0,0,21,1,1,6,1,0,1,2,5,4,17,9,2,8,2,3,4,3,2,6,61,1,0,0,0,0,2,3,3,0,53,13,8,0,0,0,3,7,0,0,0,0,11,15,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,18,18,13,17,11,10,4,1,8,5,72,9,6,8,2,0,0,0,5,10,59,1,0,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,3,44,0,0,0,4,28,28,10,2,0,20
626,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,0,2,4,2,0,1,1,1,2,1,0,16,5,0,0,0,0,0,0,0,0,22,7,1,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,32,14,3,13,7,8,11,0,0,160,3,4,12,10,4,8,22,1,0,13,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,7,0,0,0,3,13,7,0,0,0,20
627,3,1,3,1,3,1,0,0,0,1,0,1,2,2,2,6,4,7,7,6,8,8,10,9,23,23,1,6,11,16,20,12,8,20,19,6,93,9,5,7,3,4,2,2,1,0,55,22,23,5,1,6,11,3,0,0,0,0,17,21,0,0,0,0,0,0,0,0,20,9,9,0,0,0,0,0,2,7,28,26,17,5,27,4,15,2,78,4,3,10,11,7,6,0,19,2,141,5,1,1,1,0,0,0,0,10,30,0,0,0,0,0,1,0,10,124,0,4,11,9,60,51,10,8,6,2
628,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,45,28,0,0,0,0,0,0,0,0,70,36,0,0,0,0,0,0,0,0,87,46,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,44,8,8,5,6,4,3,3,2,165,79,5,2,2,2,1,0,3,3,239,48,0,2,0,0,0,0,0,0,50,150,0,0,0,0,0,0,0,0,18,3,2,7,18,29,20,1,0,1,45
629,1,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,3,1,2,1,3,1,78059,97849,87398,80428,58473,35071,18652,7515,1360,41,65548,76635,53754,55102,60712,60667,51090,32556,8759,23,51688,79424,60152,49118,49189,52846,55085,49627,17676,41,14154,23361,30220,37947,51046,69764,89101,92108,51840,5305,15972,35504,40429,58292,66284,62638,67470,66498,40431,11328,0,1796,35046,47817,80848,107770,113506,64625,13328,110,0,1695,34558,46377,86697,108037,109110,67058,11262,52,21054,49326,63864,63230,54538,52653,57381,61676,37971,3153,38019,54500,48521,46312,52824,64957,70487,60834,28229,163,4011,740,5686,22651,53477,72787,75075,80189,89988,60242,38832,78344,97719,87898,61123,40021,29019,19384,7317,5189,7990,54724,65341,78658,78430,66647,53719,34713,20376,4248
632,3,1,3,3,3,2,165306,91469,88070,65173,37410,18210,7208,3148,770,147,141774,79908,72082,81120,48417,33395,14735,4541,854,85,137539,94764,73851,64847,47138,33976,18158,5548,1032,58,20051,30903,44253,60619,80629,75080,74396,58179,24721,8080,77354,67379,46774,45821,52141,56224,63787,49711,16331,1389,1228,37123,72897,79525,90766,96276,75517,23212,365,2,1496,36649,74721,77368,101969,92203,70881,21139,483,2,100900,72340,45475,42755,44187,50240,58174,47364,14491,985,60411,57613,66579,73960,74224,69228,48117,23531,3158,90,1119,905,1929,6673,22808,46672,65655,77543,100431,153176,48965,70650,71495,59262,47980,39630,37963,39029,51961,9976,71778,90757,56541,50472,49888,47024,42756,33481,24318,9896
634,3,3,3,3,3,2,0,167,1253,1157,665,336,250,108,32,3,22,1864,1120,432,269,139,72,36,17,0,840,1538,871,389,202,77,33,15,6,0,1931,631,435,368,224,135,89,73,71,14,2370,876,299,226,120,52,25,3,0,0,0,0,1188,1818,841,113,11,0,0,0,0,0,1233,1759,877,93,9,0,0,0,2157,848,425,255,144,89,36,15,2,0,1864,1020,542,312,136,61,25,5,6,0,863,258,186,195,263,367,423,509,636,271,1,0,11,27,59,88,157,335,1123,2170,1459,946,610,380,246,180,74,52,22,2
635,3,3,3,3,3,2,0,0,487,4077,5288,5699,7644,4186,2571,895,13,1439,4290,6108,6052,4515,4090,2233,1616,491,245,6920,6005,5126,3657,3172,2572,1675,1174,301,2743,3436,3611,5185,4462,4977,2981,1767,1099,586,4868,4311,2915,2868,3181,3809,3091,2904,2128,772,0,52,422,5543,10530,9615,3478,1195,12,0,0,58,457,5652,11881,8707,3008,1058,26,0,5326,4834,3822,3076,3178,2913,2846,2560,1694,598,2407,3954,4531,5746,4773,3476,2162,2074,1285,439,499,1134,1687,2416,3672,4594,5209,5529,4946,1161,879,1749,2444,2561,2746,2859,3260,3880,5629,4840,3121,5454,3877,3516,3367,3164,2569,1783,1838,2158
636,1,3,3,3,2,2,16,728,152,45,56,14,4,2,4,0,33,776,112,63,23,5,3,5,1,0,69,750,133,44,12,8,2,2,1,0,38,26,31,74,202,257,250,107,34,2,51,601,246,72,33,8,6,1,3,0,0,0,72,745,197,7,0,0,0,0,0,0,87,725,203,6,0,0,0,0,144,652,152,37,26,7,0,3,0,0,38,98,428,313,84,38,11,6,5,0,17,3,2,7,17,10,36,70,480,379,2,6,8,16,32,87,214,424,197,35,108,655,169,43,22,11,6,3,4,0
637,3,1,3,1,1,2,0,0,0,0,0,0,313,2519,6993,5874,0,0,41,353,825,1127,2674,3380,3048,4251,0,231,1115,1707,1800,2207,2032,1556,1517,3534,2472,755,484,564,585,1140,1625,2048,1885,4141,2367,709,518,539,756,1469,1985,2255,1749,3352,0,3206,2208,4846,4370,936,110,23,0,0,2,3214,2295,4826,4556,697,91,18,0,0,2038,1073,1301,1537,1695,1584,1352,1326,1046,2747,1664,771,406,462,543,900,1547,3136,2359,3911,816,2361,2215,1950,2389,2231,1867,1292,550,28,21,175,631,1187,1402,1368,1312,1579,4220,3804,284,1759,2237,2710,2999,2587,1529,808,528,258
638,1,1,3,1,1,1,0,0,0,1,1,1,1,1,1,8,0,0,0,0,0,4,8,5,16,16,0,0,0,0,2,18,2,10,22,16,33,8,15,0,2,2,8,1,5,3,2,30,12,10,7,5,9,6,3,0,0,0,0,5,4,3,4,8,0,0,0,0,0,0,6,5,5,8,0,0,0,0,0,2,28,11,13,17,15,12,15,15,4,2,6,2,4,16,14,20,89,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,1,62,0,2,4,8,40,39,4,1,0,10
639,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,1,1,1,78712,31345,20250,12019,10344,11547,5668,8239,9858,45306,77118,21686,17448,16999,13869,16278,9680,10898,8384,41251,65233,22572,15319,17563,18069,20021,15009,11538,11282,37441,110209,31965,15565,10927,7910,8211,6555,6291,4898,31891,129354,14844,12176,13995,15063,14644,12077,11334,7874,4302,200792,20777,5893,3702,1856,1516,871,471,245,20,200544,22294,5266,2910,1948,1505,936,510,205,25,110065,18098,13546,13033,15448,16586,15872,15092,13020,4405,104372,27269,14971,15499,8280,8960,6796,6037,7639,35115,54197,29543,28627,23127,18078,15982,15843,18674,23059,6653,12413,11444,11912,11283,10639,10462,11180,11742,13952,127119,116804,13150,8778,8160,9407,12404,16247,16777,14742,16641
2,3,1,3,1,2,2,36318,23764,14452,7765,5428,4175,2626,2207,7379,49794,28394,22199,16571,11104,7417,5339,4164,9875,26346,22600,21777,16153,16738,13929,11006,10290,13896,19064,12614,18643,64420,37964,10979,6896,4094,3357,3113,3112,3322,16939,32876,16370,19257,22688,21377,17114,11857,8068,4016,778,145195,7578,1111,397,151,70,13,5,0,0,144452,8535,956,324,157,78,13,5,0,0,21424,11156,14165,17852,21453,23660,22245,13787,7229,1355,38117,25508,17286,17043,10009,11384,6509,4738,5201,18438,45129,17155,10970,11709,12120,12385,12842,15611,13468,2721,7774,8709,10102,10240,9882,10131,10395,11495,19301,55915,25222,11539,11068,12775,15923,20997,22946,19108,10483,4002
3,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,2,1,1,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,2,0,0,10
4,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,1,1,1,6,1,0,0,10
5,1,1,3,1,1,1,222947,48518,8605,2439,1465,1185,990,745,600,1433,152264,84252,26613,11505,5407,2794,2096,1409,1213,1374,110871,76158,44743,27032,13030,8336,4176,2298,1194,1089,100476,36577,20656,21116,18006,19300,22563,23822,19016,7395,91057,39963,31899,30576,24893,24333,20884,15585,8623,1114,121031,78892,40670,24368,11939,7286,3519,1096,124,2,121167,87124,36339,20145,11876,7454,3624,1087,109,2,72971,40410,38484,37154,33588,27343,21578,12430,4355,614,133715,39768,31720,24203,16391,17232,13996,7613,3304,985,5879,4497,4399,5226,7629,13721,30085,68430,103453,45608,58392,32914,28243,24930,22849,21724,19912,18431,19548,41984,37540,40966,54197,55641,44983,29907,15463,6136,2334,1760
6,1,1,3,1,2,1,154538,62637,9832,1747,1130,689,415,254,129,99,113371,83544,19753,7239,3347,1727,1273,624,486,106,87252,77622,32695,18204,7313,4572,2180,1106,483,43,51702,36181,16321,23808,17588,18797,22810,22280,16383,5600,59136,40923,30810,28072,20610,21703,15356,9275,4836,749,28394,64534,71386,49161,11757,4892,1162,176,8,0,29036,81114,68061,34115,12927,4799,1234,180,4,0,47323,45300,36873,30100,27684,18862,14431,7495,3018,384,95891,41161,32186,21312,11577,13534,9874,4446,1423,66,559,1106,1528,1983,2971,5263,15037,45986,99606,57431,36093,28546,28449,25913,23620,21402,18730,16788,17708,14221,26453,44954,51377,44907,30486,17553,9146,4121,1687,786
7,3,1,3,1,3,2,55106,89106,57062,24117,13588,8408,6376,5208,4399,17091,48775,66322,51911,39640,20390,13080,10195,7700,6634,15814,31553,74951,64278,32903,19834,13664,12213,9789,8184,13092,56637,30450,23398,21472,22320,22087,28726,27386,23785,24200,53428,42129,48751,45397,36660,24200,15825,9832,3916,323,63158,81711,59026,36465,17852,12733,6363,2507,611,35,62207,93722,53906,29806,17981,13067,6602,2601,518,51,35546,34908,58209,47934,36219,27870,18807,13640,7068,260,65734,31823,28996,25053,28877,30577,25643,18723,11891,13144,21615,11037,9915,12344,15396,21367,34323,56818,73114,24532,3347,16137,26117,28528,29522,33147,37117,35582,28349,42615,39325,53279,51741,44285,36037,26460,16578,8411,3502,843
8,3,1,3,1,2,2,23405,8062,5096,3198,3209,6847,4863,13364,63802,75628,25129,7752,5616,7241,5592,16411,15029,63305,39832,21338,21798,8543,5410,8080,11845,36468,52051,33772,11063,18002,110941,51513,10741,5687,3047,2861,2167,2089,2119,15593,51904,20729,25557,32564,27855,21127,11942,8394,4966,1058,201572,2723,577,438,169,126,55,12,0,0,201579,2851,545,321,180,130,54,12,0,0,38628,11601,17038,25363,32185,30203,24932,16338,8619,1429,44147,30435,19563,46557,17761,17907,7188,3729,4012,18145,66513,63500,31881,12074,6812,6302,6484,6481,5601,957,3944,3538,4714,5634,6519,7297,12323,21773,45729,93424,43280,7360,6125,7919,15787,28188,34010,31423,19636,11015
10,3,3,3,3,3,3,25270,8683,5936,2998,3202,6206,2823,5075,11554,49104,27695,8075,6250,6237,3238,6698,3250,17675,24358,17553,22455,8907,5690,6561,5194,13261,17206,14842,14907,12190,63116,21035,8219,6470,3402,3689,2391,2335,1330,9439,45227,12639,10162,9640,8258,8824,6680,7749,8611,4347,117629,3773,663,345,80,74,21,3,0,0,117814,3829,526,230,94,72,20,3,0,0,36056,7577,10707,10909,10773,9667,9545,9918,11835,4876,42051,11854,5942,13124,6614,11329,7309,4750,5994,13469,48742,29749,13986,8113,5519,4262,3766,3505,2737,692,12644,5459,4304,3696,3219,3394,3988,5733,13512,64253,33210,5533,4965,6237,8727,12035,11913,9846,8620,19402
12,3,3,3,1,2,2,5994,8604,8400,6100,6512,6620,5938,5914,4836,12892,7572,8359,6933,6511,7396,8948,6728,5209,6287,7678,5525,8319,7143,7455,7465,9218,8520,6125,7181,4473,29088,19493,7651,5176,2437,1547,822,590,530,3898,15014,7000,7048,8620,9697,10500,6117,3604,2436,627,62097,6266,832,485,295,277,84,19,1,0,61853,6714,643,349,318,271,94,21,0,0,11623,5323,6246,6503,7144,8862,10770,9000,4524,878,17737,13981,9485,7375,4342,5043,3672,2886,3244,4506,14529,17200,10778,7148,5455,4620,4072,3717,3028,624,1541,3232,3830,4664,5652,6828,7676,7848,10117,18912,10445,3273,4075,5123,6241,8101,9305,8183,6972,8565
14,3,1,3,1,2,2,82391,37497,26317,20503,13283,10296,7527,5418,5991,165794,76205,34338,25157,22331,18635,14871,9324,7255,9472,157441,59939,33364,25999,26492,22777,19479,15578,10545,13125,147771,116665,45867,23401,16060,10346,8423,7308,6897,7900,132230,209505,34197,24647,24721,23680,21888,15644,11265,7857,1745,336161,29347,4076,2464,1317,959,399,100,6,0,335605,31038,3560,2021,1344,990,429,67,5,0,150999,48556,35340,28305,25545,26961,25379,18988,12336,2717,104966,37546,22252,17023,11609,9371,7126,6213,9944,149445,141298,41128,30803,26679,25997,24885,24842,26721,24998,7690,13260,15127,15905,16143,15728,15624,15710,14663,16043,236440,221881,18556,14759,15990,18444,21295,21144,17042,12276,13309
16,3,1,3,1,2,1,93339,37504,18410,12280,9137,6870,5536,4757,5840,55238,84132,31826,17369,14442,11611,10828,9797,8911,10421,49574,64801,35480,22104,17010,14530,12880,13470,12724,13619,42293,115347,25693,14962,11821,9989,9604,8877,8442,8021,36155,149214,20713,12823,10946,10384,10342,10853,11052,9638,2946,200395,25775,8814,5809,3470,2476,1402,564,191,15,199378,28138,8100,5128,3396,2571,1435,594,151,20,122387,25691,18924,15100,12930,12336,11728,13081,12912,3822,111601,20480,12323,10237,9454,9159,9130,9644,12357,44526,46635,24825,25659,25124,23689,23703,24963,26552,22361,5400,12895,15606,13265,11321,10166,9774,10020,10989,15480,139395,121323,19760,15582,15211,15562,14860,13415,11267,9915,12016
19,1,1,3,1,2,2,110286,86482,28099,11909,6002,3186,2266,1905,2484,33923,86605,78196,37092,19576,12023,8280,5550,3815,3919,31486,60942,75178,44968,25272,16031,12106,10292,7587,5965,28201,76749,36490,24035,21813,19315,20473,22019,21783,14973,28892,104445,38956,36297,33322,25459,18718,13986,9946,4991,422,128077,77025,42474,24270,8922,4103,1356,280,35,0,127160,84593,40010,19981,8819,4237,1441,273,27,1,80812,39058,44623,38704,28156,21412,15849,11862,5832,234,98521,41307,28883,24283,18819,15316,12353,9667,7685,29708,25993,9165,9285,12749,17439,23986,36066,56309,73698,21852,13070,20964,25782,27594,28072,27077,24514,21059,21218,77192,68391,44706,52410,43585,32790,22166,13283,6354,2232,625
21,3,3,3,3,3,3,3445,42424,41248,49837,40180,24831,15106,10696,8356,3299,10137,42380,34599,47832,42655,25153,16410,10790,6856,2610,15400,67273,58504,34820,21153,15865,11665,7838,5469,1435,15000,15589,12487,14893,16471,21187,30322,38734,43408,31331,15038,31564,54498,51250,35525,26539,15266,7053,2552,137,3421,31835,71888,67236,30802,20302,9641,3468,786,43,3303,38524,78395,52914,31624,20334,10051,3511,713,53,15491,49576,52941,38709,30425,22477,15555,9204,4485,559,19027,19496,21434,25015,24185,36539,42917,32687,16622,1500,6792,6789,6356,6955,9155,13244,22868,41956,74173,51134,830,4675,11845,20075,25873,32190,41549,53615,37324,11446,33989,66062,45734,33460,25073,17853,10914,4834,1199,304
23,3,3,3,1,3,2,165002,82212,37820,25641,20426,15360,14080,12591,15122,379540,148161,69067,38265,30336,24531,23804,21663,21775,27774,364017,107599,76804,46590,35277,30543,27576,30281,31060,40395,344303,222708,52561,33097,26955,25578,24077,26975,26375,27686,305031,458837,79138,44309,35325,32830,31069,30983,29379,22732,6755,637890,64325,25813,17768,10788,7821,4551,1801,505,95,636427,70154,23243,15625,10555,8242,4752,1832,423,104,310614,108179,87029,62035,46943,41649,37492,37946,32310,7155,209169,44120,27842,25236,22811,22571,23166,27095,35967,328084,321893,103208,59430,43545,43703,45309,49594,52487,40550,10708,23909,33345,30140,25486,22726,22753,24645,27519,36923,521947,462273,52112,44628,42420,40269,36452,30534,23683,18550,20122
