census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12
64,3,3,3,1,3,2,201267,92831,36383,13526,6390,3688,1771,1047,589,362,325,366,175890,85013,39230,21459,13015,8760,5970,4259,2447,1398,836,268,132161,82506,47087,26590,19904,15155,12214,9338,7115,4576,1763,136,128436,40942,24034,17495,18933,15550,17111,17959,20272,21251,20997,15565,118272,42307,25918,22667,20507,19821,19909,20316,21276,22259,17532,7761,218633,101233,19816,8155,5100,2967,1522,874,207,28,9,1,215952,103755,18755,9332,5049,2962,1698,782,224,25,10,1,102459,46501,37651,30775,25518,22534,20623,19265,19788,18800,12629,2002,166197,43623,27504,21605,16700,18470,13370,14686,14678,13615,7637,460,1195,3006,3452,5605,10043,16485,24563,34126,48243,70279,93780,47768,81199,37664,27781,21638,17842,15816,15606,15488,16533,18629,26933,63415,63919,52043,39855,33722,30266,28293,26139,23203,19527,15200,12873,13504
65,3,1,3,1,2,2,120075,49056,10642,3501,1688,1149,708,554,474,436,593,1006,104268,50085,14680,7151,4183,3157,1814,1275,950,681,926,712,90053,48943,18408,9603,6902,4809,3837,2648,2048,1332,1067,232,52164,26350,13886,11368,11776,10705,10887,11009,12298,11480,11271,6688,63906,34379,18259,13452,11238,9699,8822,8554,8214,7463,4922,974,56234,85292,23713,9751,5903,3703,2367,1837,745,255,73,9,55453,86252,22098,11134,5971,3488,2652,1721,764,266,74,9,64352,36769,21828,14891,11147,9130,7877,7040,6790,6002,3636,420,83705,30606,18282,12497,10306,8560,6848,6882,5487,4441,2096,172,1718,1085,916,1243,1979,3175,5516,9416,16502,29031,59554,59747,27735,17697,14698,12692,11185,10660,10846,12016,13507,14771,18765,25310,37978,48019,26297,17604,13927,11829,9922,8172,6466,4550,3237,1881
66,3,3,3,3,3,3,211956,137322,52928,24949,13604,9606,5935,4094,3624,3274,3469,5738,211817,137874,44649,27461,16322,10674,6437,4729,4055,3894,5212,3375,186930,143736,56938,31261,18455,11246,7714,5796,4553,3640,4561,1669,65417,50827,44355,44811,49327,45945,42676,37500,35579,27913,21067,11082,120115,134494,56098,38087,32049,28966,22705,17024,12457,8899,4836,769,82708,206141,75812,39956,35097,17563,8411,6153,2845,1361,388,64,78263,204918,75282,45069,35135,17564,9694,5740,2988,1400,395,51,146474,132635,51865,35355,29402,25108,18794,13417,9806,7484,4736,1423,131776,114001,61601,40543,32328,27472,23232,18309,12477,8089,5277,1394,5126,3838,2838,2998,3924,5850,9051,15899,31675,70182,161766,163352,24778,26101,27113,28306,30307,35794,46078,58488,60824,55529,53224,29955,93765,147403,77197,47875,34244,25861,18340,12498,8612,5920,3446,1338
67,2,3,3,1,2,3,337,19475,40982,33216,40435,48982,47492,34569,22969,13803,9125,4609,3447,50922,27449,33014,45268,52528,39107,28260,17227,10242,6001,2529,13408,50815,39931,46433,53119,42713,29444,18169,11565,5711,3519,1167,16704,34183,53561,53641,51723,41017,30385,19450,10095,3753,1269,213,26636,42932,42102,53232,50688,40408,28207,17123,8467,4206,1710,283,40,35062,50198,73847,72559,43830,21893,12621,4149,1399,327,69,47,33088,43256,77677,74373,45035,24876,11614,4293,1342,327,66,32699,37932,40669,45896,42449,38209,30486,21949,14061,6976,3450,1218,21625,42939,42702,49870,52595,38642,31281,19548,9537,3945,2525,785,11914,6362,8965,14808,22752,31960,40104,45242,44899,40746,37570,10672,462,2092,4611,8035,13065,19964,30452,44855,58333,57951,53056,23118,20157,36608,40628,46859,48416,43452,32529,22119,12416,6553,4238,2019
68,2,3,3,3,2,3,0,4875,6897,6119,4666,8077,6771,15127,50558,99456,60139,13688,4143,9324,12578,10583,8630,22155,32416,61821,49785,40849,19389,4700,5220,15123,19661,25960,49505,42005,43814,28006,22594,14188,8693,1604,14368,50811,68169,66321,37208,20719,10823,4006,2315,1353,245,35,14556,27719,41612,47118,39981,34739,26080,17960,11951,9647,4784,226,33252,146494,36803,20004,18278,11329,5756,2960,982,404,109,2,34875,147403,33183,20160,18736,11257,6430,2744,1050,416,117,2,10706,27026,39561,34840,38155,33932,25265,23328,17549,13259,9581,3171,10006,18204,25981,47895,39351,52393,31274,26563,12109,7194,4375,1028,9652,15093,21009,29057,35429,42966,43756,32701,21918,15328,8914,550,77,597,1872,4017,6125,9855,14749,22782,37913,57845,90849,29692,4420,13477,27456,40609,44633,40725,33110,25118,17676,11400,10576,7173
69,3,3,3,3,3,3,3523,15327,16417,9162,7650,9669,12466,11601,6694,3971,2181,349,2814,16922,14757,7994,7847,8204,10942,10979,9085,6995,2265,206,1528,14681,15665,9229,7851,8209,9684,10995,11152,7380,2505,131,3672,12008,10334,10804,11826,13239,13243,11264,7625,3528,1055,412,2151,10731,11589,12927,13771,13515,12349,10436,7175,3656,698,12,42,4247,8372,12655,19485,19614,16058,13045,4794,652,43,3,25,4210,7203,12750,17750,20297,18059,13277,4611,780,45,3,1212,8105,14287,12667,10397,9474,10816,12067,10483,6830,2476,196,5439,12715,10326,9583,9975,9468,11965,11976,10453,5537,1526,47,569,2558,4979,7921,9995,10888,11327,11922,13357,13689,10198,1607,62,902,3339,6743,9991,13218,15271,17032,15302,10697,5693,760,464,3305,12394,18407,16818,15844,14040,10128,5421,1866,292,31
70,3,3,3,3,2,3,0,0,485,4773,14486,34309,43104,39697,22601,10203,5413,729,0,41,1349,4564,11958,23435,38916,40704,31574,16956,5938,365,0,321,3124,8058,15059,21708,29869,37032,36676,19042,4716,195,636,5846,15177,23077,26986,29662,28977,22811,14293,6204,1827,304,480,3109,8681,17980,30488,40166,35772,23491,11026,3925,659,23,0,0,1022,14573,48769,49884,31688,21323,7136,1234,171,0,0,0,542,14839,42350,52347,36036,21137,7033,1335,181,0,138,1344,4947,9693,16892,27125,34871,35116,27289,14643,3419,323,195,1478,4772,10370,19203,25184,35142,34769,28357,13088,3104,138,738,6055,17327,26466,30141,28906,25441,20704,13509,5403,1069,41,2,103,911,3050,7413,14554,24819,36808,41359,31999,13545,1237,200,2653,11269,23988,34386,36589,30648,21146,10415,3686,772,48
71,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,5,0,0,0,0,0,0,2,6,7,1,7,5,32,3,5,2,2,2,1,2,0,0,0,0,3,34,5,7,5,6,9,5,2,1,0,0,0,0,0,9,17,9,11,0,2,0,0,0,0,0,0,6,26,13,7,2,2,0,0,0,0,1,2,1,9,24,52,24,16,35,39,7,66,44,15,5,5,9,10,9,12,17,36,17,34,1,0,0,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,1,5,15,28,8,4,0,41
72,3,3,3,3,2,3,0,91,1665,3607,10797,28691,44304,48458,27746,10725,4984,866,0,268,1244,1502,4893,15498,36692,49149,45132,21747,5640,169,0,687,1744,4806,11707,19820,30040,43174,46538,20411,2938,69,1112,10637,18561,22330,24506,25337,26004,22323,16359,9690,4155,920,559,2308,6790,17294,31859,44018,41477,25558,9333,2293,408,37,0,16,420,13371,52912,60478,31996,16691,5416,583,50,1,0,16,270,13552,44070,63987,37634,16463,5271,632,39,0,256,1396,3521,7448,14747,25852,38116,42540,32696,13502,1764,96,252,1264,3681,9068,17934,25368,37153,38588,30970,15047,2512,97,381,5371,21389,35495,34382,27502,20983,16855,11929,6098,1428,121,8,107,458,1369,4094,10078,21304,38935,50658,39333,14387,1203,281,2833,11070,23887,35017,39049,32893,21739,10331,3626,1020,188
73,3,2,3,2,2,3,0,144,2828,3917,10574,19480,33348,52929,65468,53713,20704,2885,0,565,2002,1530,2335,6251,18824,42396,76266,91849,23506,466,0,1499,2390,2120,5477,12474,25258,47399,83712,76095,9409,157,1607,7441,12669,17918,22580,30906,40214,49022,45965,28750,8055,863,1027,3102,7956,15207,25657,42875,54922,63401,39853,10233,1600,157,0,0,129,16546,63137,80307,50782,35301,14760,4325,695,8,0,0,59,16692,57826,79219,58635,33791,14770,4237,750,11,578,2585,3759,7015,15935,23755,39558,54261,63783,46330,8028,403,411,1130,1639,2786,6557,12460,34222,64749,84284,48990,8526,236,793,9467,35026,58652,55972,40434,27327,18709,12262,5000,2092,256,9,109,1099,3605,10656,22360,36936,52834,60338,49720,25397,2927,804,5178,14367,27935,43798,53837,50509,37889,20989,7612,2516,556
74,3,3,3,3,2,3,0,7,927,3719,13178,27045,45679,63321,67189,52723,25589,5488,0,36,457,1143,3722,10917,31597,59062,89545,86029,21050,1307,0,146,1478,5943,15506,25973,40917,62649,86307,57259,8510,177,3876,14392,22893,29970,32898,41477,45986,48103,38779,20775,5098,618,1770,5413,18536,34897,48463,60227,56185,48872,23797,5673,943,89,0,27,653,19972,70298,83911,61227,46662,16585,4623,781,126,0,27,485,20937,65552,83197,69747,43018,16764,4247,763,128,778,2321,8747,16329,30920,40512,54903,61110,54902,29424,4626,293,1051,1499,3606,9537,22083,32707,60901,71822,67911,28648,4933,167,3466,15287,34161,53631,60411,51629,38159,26228,15607,5305,924,57,11,89,582,2256,6421,14106,25492,44257,63959,74796,63463,9433,727,8104,26154,44162,56303,59509,50033,34353,16988,6181,2006,345
75,3,3,3,3,2,3,0,3,129,1021,7180,10185,13685,19098,26891,32169,24994,5842,0,22,198,653,2112,5765,18742,24097,33203,35937,19258,1210,0,50,692,3640,13977,23952,22031,25514,23500,19635,7995,211,2408,3829,5149,8735,11800,19404,22558,28256,23282,12824,2715,237,1174,9362,23345,23709,19452,18726,18437,14303,7924,3649,1080,36,0,0,15,2230,12983,20960,27685,38349,23144,12905,2636,290,0,0,4,2468,12495,20031,31169,35935,23643,12743,2424,285,381,1486,12261,22315,22064,17697,17714,17211,14797,10607,4302,362,779,1094,1267,2747,5325,10306,20010,30277,38404,25898,4923,167,3411,6953,9220,14001,18467,21868,24079,23564,15243,4008,366,17,10,67,283,893,1768,3411,6892,12227,18442,28151,50196,18857,800,16679,29388,23786,20353,17551,13512,9811,5972,2457,786,102
76,3,3,3,3,2,3,0,0,472,5254,11772,12645,20168,30137,50457,67025,42297,7527,0,2,183,1249,4364,10973,31299,41687,58859,60232,37617,1289,0,9,803,6592,22465,35106,34974,44179,42811,40546,19858,411,2125,4175,9293,19008,26077,43044,45878,50900,32539,12734,1890,91,1492,8686,27022,34668,32510,35021,37175,31900,22041,13407,3696,136,0,0,27,1313,10665,23313,38627,71235,57219,36914,8248,193,0,0,22,1519,10549,21405,43838,67602,57743,37206,7677,193,485,1794,13460,27839,32276,30942,33864,33901,31751,26204,13945,1293,744,1163,1366,3729,8168,17708,34592,53493,69224,47468,9866,233,3092,14596,23399,31932,37151,39747,40573,35145,18059,3748,304,8,19,209,1000,3148,6858,12245,20096,29501,40177,52710,68097,13694,760,11616,35734,40095,39444,36500,30559,23811,16519,8548,3489,679
77,3,2,3,2,2,3,0,106,4455,19287,29173,29073,46030,49720,60020,52564,19880,1794,0,79,1199,4679,12121,22908,53948,62697,75697,57649,20670,455,0,561,3121,10635,32063,49930,52183,62132,50500,35926,14824,227,1382,1713,4114,10461,15069,31436,40391,64876,66409,54026,19244,2981,1308,5089,22362,40248,45716,57102,55990,43259,24849,13173,2846,160,0,167,291,11373,43616,45910,57364,89938,37626,19050,6567,200,0,149,232,12737,44065,42438,64897,83760,39305,18080,6275,164,512,1535,11023,34226,49945,41639,43388,42636,39690,33264,13346,898,768,862,773,2091,5149,12529,30604,53100,86016,97603,22271,336,528,6858,15404,24758,36514,48593,55763,55521,41119,20530,5823,691,11,269,1678,5182,13449,25401,38581,50355,56617,57874,56267,6418,1512,16005,53280,65445,58398,46375,31529,19944,12285,5701,1481,147
78,3,2,3,2,2,3,0,18,4960,11874,24679,42908,59688,48024,42922,26661,14050,1605,0,14,2455,11375,29314,45936,56427,46636,39392,27849,17231,760,0,3036,22906,34775,42747,46824,44078,32642,22315,15552,12168,346,219,583,1206,2317,3388,6415,11406,19686,36295,68552,88631,38691,953,23503,38922,37121,43333,44651,35439,23517,15028,10297,4266,359,0,290,6028,50238,100644,56711,29744,21096,8448,3492,609,89,0,298,4694,56605,101327,50287,32460,19073,8564,3389,609,83,290,18732,45647,52524,48258,33964,24642,17288,13322,12201,8934,1587,98,190,448,704,1639,3511,9073,21544,54853,127747,56663,919,208,2430,6297,7618,10300,15895,24937,37743,52732,62852,46787,9590,10,99,722,3416,10837,20305,30846,40879,45633,48018,62684,13940,27442,64966,64766,48047,29825,16482,9800,7108,5736,2558,628,31
79,3,2,3,2,2,3,0,14,2224,6017,20785,58283,84781,67912,86129,79846,63484,19868,0,4,2763,18528,62269,53978,69055,60598,78704,64400,64386,14658,0,3479,29040,58564,62304,75185,70166,51056,43644,39708,47769,8428,709,579,581,796,1083,1583,2667,5898,17121,59246,209619,189461,1128,19278,34731,30483,49692,82273,86409,66665,47065,36070,28334,7215,0,72,12636,49572,114596,120819,80290,63298,30210,15124,2564,162,1,65,10328,53137,123269,108983,87975,57392,31350,14181,2510,152,598,17411,52514,74621,85952,66828,46946,37078,29777,27716,33546,16356,337,317,508,508,958,1866,4137,13105,48198,221304,182441,15664,1118,11739,18345,16269,16743,20814,29973,47639,78733,119534,111981,16455,33,217,1952,12404,40359,72622,92180,91242,69982,52388,47594,8370,44009,93088,105865,81415,53782,35211,23740,18413,16884,12632,4174,130
80,3,2,3,2,2,3,0,18,2849,16172,23982,26345,44937,57257,83822,102746,98694,26167,0,10,777,4201,13564,31986,56641,68487,87601,89542,108072,22108,0,327,4141,15829,34021,50750,58885,71558,74970,71491,88945,12072,993,1758,4720,10406,12912,20735,28341,52302,86162,140183,107675,16802,853,3444,13648,24633,44937,80915,92521,77214,56585,46319,35876,6044,3,989,5825,26316,60945,71776,74417,112049,68321,37904,18076,6368,3,929,4981,28805,61108,66292,82458,106549,68937,38164,18314,6449,338,1555,14200,35152,48373,56642,64657,66899,62240,56813,55136,20984,446,477,499,1572,4728,11855,24002,39550,71798,167985,143956,16121,1509,33093,49315,46479,50732,59111,65430,65933,57601,39443,13376,967,11,157,1473,8301,27466,50884,79127,109130,104252,66615,31591,3982,2331,19356,53202,83808,90416,75638,55573,39841,32824,22079,7500,421
81,3,2,3,2,2,2,0,10,626,5425,9707,12587,28399,66717,106434,166273,118768,14272,0,20,201,985,3153,7331,19824,33345,58985,126366,250830,28178,0,36,581,2360,7160,13630,19587,37740,55349,102180,259131,31464,846,1226,2224,4681,6948,13611,19657,41135,77132,168022,171339,22397,591,698,2314,5754,10044,20415,35814,59340,100047,159408,116849,17944,0,6,152,1136,4184,12525,29459,90090,97890,129718,116580,47478,0,7,118,1171,4217,10922,34240,86359,101240,128247,115456,47241,228,296,1251,4143,8515,13897,24258,38682,68400,132867,180120,56561,465,561,464,1170,2482,4772,9667,15702,30761,117984,312078,33112,1882,71056,129337,97985,75086,59284,43797,29095,15387,5227,1041,41,26,1625,17966,64052,104826,115000,95304,64979,38726,18942,6625,1147,334,2172,8312,21166,41831,72369,101071,105506,92784,60797,21555,1321
82,3,3,3,3,2,3,0,5,1005,7074,13739,11942,20978,25098,37644,46911,29648,3199,0,15,370,1418,3868,9460,24408,31260,43333,48652,33401,1058,0,42,1021,5658,17822,22850,24551,34321,32778,32933,24605,662,1336,2190,5260,14510,20606,34765,34329,39441,28222,14539,1938,107,1124,3827,13829,20004,20011,25969,31346,32524,24101,18523,5785,200,0,2,3,238,3725,13010,24979,58433,51970,33587,10259,1037,0,2,2,273,4409,11676,28343,55286,54427,32076,9783,966,466,858,6284,14846,18477,19429,25472,29028,30512,30421,19524,1926,784,871,823,2941,7403,15176,27245,34416,41381,46284,19496,423,1488,13432,22447,27176,30703,31563,30257,24550,12789,2660,174,4,8,240,1492,4652,9241,17120,25206,32677,36077,33805,31800,4925,332,3851,17509,24617,30152,33368,30454,24997,17923,9890,3649,501
83,3,3,3,3,2,3,0,5,863,5070,7408,10040,17051,33749,44672,55546,37996,9121,0,40,388,1694,5001,9621,19910,23249,33278,54336,69141,4863,0,125,1268,4769,9888,14343,16509,23920,30325,47031,69220,4123,1596,2561,5610,11444,16906,29299,34847,45349,40937,27279,5372,321,1254,2405,7585,11144,12200,16273,23282,33049,37726,48254,27244,1105,0,3,116,773,2663,7084,14750,45409,51252,59334,35899,4238,0,3,98,865,2522,6323,17484,43297,52766,58742,35404,4017,584,729,3764,7708,10815,12213,17093,23122,32724,48072,55886,8811,944,741,860,2388,4600,8693,15975,25024,40630,66745,53193,1728,4759,38743,42665,35346,29437,24721,20344,14997,7799,2340,334,36,90,1800,7970,18058,26775,33567,35709,31821,26531,21023,14926,3251,423,2628,9158,13502,17609,23978,31195,36688,36836,29945,17781,1778
84,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,2,1,3,5,7,10,17,4,4,0,1,1,0,2,0,2,4,0,0,27,24,7,8,16,16,4,5,31,2,0,0,0,0,0,0,0,0,0,13,26,12,11,0,0,0,0,0,0,0,0,10,26,24,16,0,0,0,0,0,1,37,50,29,43,58,83,9,45,39,20,4,8,9,8,13,25,51,98,36,0,0,0,0,0,0,0,0,0,0,10,190,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,7,28,4,1,1,150
85,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,2,4,8,28,0,0,0,0,0,0,0,0,8,8,13,27,24,7,7,7,6,1,0,1,2,5,12,5,0,9,15,7,6,10,11,4,3,22,4,0,0,0,0,0,0,0,0,0,0,8,22,2,0,0,0,0,0,0,0,3,9,15,9,4,0,0,0,0,3,7,16,23,22,24,38,42,8,21,13,8,10,5,4,8,6,14,30,48,66,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,4,10,33,41,5,1,1,21
86,3,3,3,3,2,3,0,0,2,104,644,2209,5182,12383,22193,43815,45065,9532,0,0,33,396,1441,3080,5984,10397,18940,38633,59045,3180,0,0,349,1352,3159,5412,7556,11578,17416,34706,57011,2590,617,3838,6363,7926,7903,10027,12206,22034,35005,28876,5982,352,261,337,1477,3254,5324,8370,13695,19906,24153,33133,29272,1947,0,20,46,151,936,2112,4585,15140,28066,36846,37612,15615,0,21,46,176,1038,1898,5230,14471,28650,36629,37733,15237,89,242,930,1989,3418,5129,8119,12950,22095,33160,41778,11230,149,456,1020,1882,2753,4193,6332,9863,18950,43586,50811,1134,4162,24639,34378,27528,19543,13160,8871,5211,2520,894,220,3,34,1005,9535,21123,23371,20849,17544,15216,12453,10433,8424,1142,99,875,2240,3875,6592,12056,19357,25872,27352,23214,16921,2676
88,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,10,26,20,67,0,0,0,1,3,11,39,33,50,24,68,72,287,67,20,16,22,24,32,13,10,11,2,0,19,198,52,33,53,38,34,58,30,16,1,0,0,0,0,0,0,12,16,65,33,16,8,8,0,0,0,0,1,5,29,51,35,25,8,8,0,0,0,0,22,56,117,84,49,105,121,20,99,126,41,19,18,13,20,14,52,38,86,55,356,0,0,0,0,0,0,0,0,0,0,290,540,0,0,0,0,0,0,0,0,0,5,186,0,0,0,2,8,27,159,316,65,16,9,49
90,3,3,3,3,3,3,0,0,4,40,156,382,1116,2717,6701,12390,19470,7761,0,0,4,56,278,855,2028,4151,8251,16006,18753,355,0,0,166,717,1576,3081,4487,7287,10449,14823,8094,57,1574,6802,5306,6534,7265,8530,6652,4955,2339,628,134,18,241,1018,3201,5673,7726,9014,8883,7073,5200,2448,248,12,0,0,1,78,943,2109,4225,10753,17464,11638,3388,138,0,0,0,104,965,1923,4655,10625,17479,11535,3316,135,36,271,1506,2679,3917,5790,7689,9583,9360,6873,2936,97,131,298,649,1566,2588,4104,7311,10843,13323,8461,1436,27,5951,10024,8517,7573,6515,5006,3514,2122,1075,380,59,1,0,1,15,72,272,990,2873,5719,7841,11277,17572,4105,50,935,2676,4248,5795,7205,9196,10171,6924,2685,802,50
91,3,3,3,3,2,3,0,0,0,0,0,30,91,422,1063,2072,3372,859,0,0,2,26,111,258,443,771,1685,2638,1958,17,0,0,67,328,510,805,997,1394,1636,1878,293,1,1525,1847,1153,947,776,673,431,328,140,64,23,2,489,411,1167,1844,1660,1150,758,293,106,26,4,1,0,0,6,148,290,605,1073,2387,2239,934,206,21,0,0,4,164,295,570,1202,2291,2236,927,203,17,289,197,421,657,1001,1378,1740,1376,588,196,62,4,349,211,447,962,1053,1085,1227,1145,951,426,52,1,1734,1495,991,913,805,732,594,409,190,46,0,0,0,0,0,2,4,3,28,94,468,1217,3793,2300,140,267,550,966,1325,1493,1344,1236,496,80,12,0
92,3,3,3,3,3,3,0,0,0,0,0,1,6,32,345,867,2968,2925,0,0,0,0,0,10,79,305,744,1977,3990,39,0,0,0,38,135,339,418,722,1271,3285,926,10,2070,2457,631,473,440,446,303,194,94,27,9,0,195,146,674,1766,2037,1179,632,292,143,67,11,2,0,0,5,65,135,265,466,1557,3112,1344,185,10,0,0,4,76,132,265,515,1458,3106,1403,175,10,124,51,93,274,462,777,1587,2259,1084,316,105,12,129,82,152,480,954,1367,1619,1187,758,319,93,4,3656,1269,603,465,385,312,234,149,56,14,1,0,0,0,0,0,2,5,18,92,354,936,2788,2949,60,92,171,341,607,890,1192,2544,1081,140,24,2
93,3,3,3,3,3,3,0,0,0,0,0,23,81,152,429,983,3002,2791,0,0,24,52,55,72,143,325,788,2074,3845,83,0,0,93,93,181,325,566,896,1468,2996,825,18,1732,2712,901,544,447,390,354,225,97,43,12,4,189,258,799,2172,1946,1022,478,286,198,96,17,0,0,0,3,59,90,142,341,2233,3069,1295,214,15,0,0,3,64,89,135,401,2226,2965,1353,214,11,117,70,195,342,638,1140,1889,1716,796,375,170,13,136,95,180,474,1026,1377,1511,1265,815,388,185,9,2862,2124,736,378,395,369,314,161,86,33,3,0,0,0,1,0,2,14,33,78,203,734,3402,2994,85,104,268,504,746,1118,1652,1932,849,147,41,15
94,3,3,3,3,3,3,0,0,0,1,30,210,403,687,1065,1100,744,161,0,0,12,74,270,313,573,803,1074,905,337,40,0,1,146,393,609,850,786,773,464,250,119,10,222,928,937,757,464,419,254,178,119,80,37,6,67,474,1256,1078,648,373,245,134,78,40,7,1,0,0,0,10,68,176,638,1912,1145,363,82,7,0,0,0,12,76,164,776,1754,1175,372,66,6,46,120,467,862,978,804,508,307,150,103,54,2,61,109,505,856,767,649,551,364,280,159,90,10,151,371,533,566,649,691,598,432,251,144,15,0,0,0,0,7,15,26,40,104,237,640,2455,877,22,94,620,1132,1105,746,391,190,77,18,4,2
95,3,3,3,3,2,3,0,0,0,0,2,24,75,123,194,309,840,164,0,0,8,15,52,89,103,152,266,595,440,11,0,0,34,100,128,132,164,243,434,444,48,4,583,563,231,122,75,55,31,27,23,8,10,3,55,100,469,544,302,117,76,38,17,10,1,2,0,0,1,15,18,70,109,473,728,251,64,2,0,0,0,18,17,72,129,463,714,249,66,3,33,31,97,188,200,330,456,259,86,34,14,3,45,57,225,400,364,272,148,74,82,47,13,4,603,361,194,138,118,77,92,77,60,10,1,0,0,0,0,0,3,1,12,23,43,109,807,733,19,20,80,190,263,284,331,406,116,13,9,0
96,3,3,3,3,3,3,0,0,1,6,22,83,260,611,1193,1900,5684,4197,0,0,0,18,84,196,385,753,1372,3275,7780,94,0,0,19,169,365,644,861,1327,2435,5486,2623,28,1336,4788,2063,1354,1067,951,722,675,538,321,122,20,194,271,621,2020,3120,3204,2236,1201,765,284,41,0,0,0,0,4,60,235,469,2638,6584,3237,692,38,0,0,0,4,57,220,562,2551,6677,3175,673,38,77,101,202,323,717,1306,2479,3962,3169,1226,375,20,115,194,298,638,1205,1788,2308,2573,2639,1815,369,15,4421,3831,1682,1063,843,712,578,420,291,109,7,0,0,0,1,7,31,132,369,819,1232,2062,6579,2725,31,132,343,767,1128,1800,3033,4140,2145,361,75,2
97,3,3,3,3,3,3,0,0,0,22,325,1178,2086,3561,6119,9515,18452,8416,0,0,40,395,1042,1512,2441,3639,6476,11586,21166,1377,0,16,580,1286,2144,3052,3905,5679,7148,10958,14399,507,791,4216,3993,4307,4681,7011,8526,8842,5042,1793,410,62,252,567,2575,4110,4794,5996,6995,7032,6193,7764,3335,61,0,0,0,52,512,1176,2257,7963,14627,11147,9377,2563,0,0,0,53,571,1064,2552,7738,14767,11024,9436,2469,137,412,1118,1929,2808,4058,5048,6651,8913,7697,9222,1681,158,388,888,1832,2509,3250,4036,5572,9146,13875,7777,243,4053,11780,8239,6454,5332,4634,3933,2928,1565,655,100,1,0,2,52,425,1958,4874,6842,6575,7135,8744,11184,1883,92,631,1917,3629,5133,6136,7061,8153,7234,5204,3898,586
