census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7
636,1,3,3,3,2,2,353,521,82,51,9,4,1,369,539,88,13,6,6,0,465,481,57,10,5,3,0,55,40,104,329,380,103,10,298,590,92,30,7,2,2,0,32,906,83,0,0,0,0,49,926,45,1,0,0,500,440,55,18,6,2,0,77,487,347,79,24,7,0,19,3,10,19,49,242,679,4,11,27,76,294,552,57,435,485,64,21,10,4,2
637,3,1,3,1,1,2,0,0,0,0,313,6658,8728,0,41,507,1475,3511,4816,5349,0,1135,2412,2969,2841,2125,4217,2818,749,898,1205,1955,3104,4970,2713,792,855,1570,2742,3065,3962,1747,3048,6870,3814,211,9,0,1984,3188,7512,2821,183,11,0,2583,1527,2185,2442,2055,1679,3228,1999,696,608,1077,2514,4070,4735,1632,3464,2893,3361,2767,1393,189,53,654,1682,1997,1907,2645,6761,959,2981,3875,4147,2294,979,464
638,1,1,3,1,1,1,0,0,1,1,2,1,9,0,0,0,2,11,8,28,0,0,0,16,7,23,24,38,18,0,4,8,1,8,27,15,13,10,10,9,0,0,0,8,2,7,7,0,0,0,1,7,11,5,0,0,0,9,30,17,21,21,28,5,6,4,5,24,26,89,0,0,0,0,0,10,50,0,0,0,0,0,63,0,6,13,70,8,1,10
639,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,1,1,1,91470,34596,18635,15191,12999,12294,48103,86818,27847,21934,20411,19832,11486,45283,75930,25856,24802,26272,23589,15523,42075,127373,28828,15718,10460,10172,7890,33981,136950,17356,20078,21588,17765,14775,7151,215950,11512,3854,2850,1373,508,96,215852,11494,4246,2619,1297,552,83,119174,20432,18722,23435,23168,20914,9320,115446,30063,18049,12503,10833,9687,38357,67056,41407,32635,24161,22595,29513,16416,17089,16983,16175,14923,15862,17286,133828,123483,14057,11766,15581,22526,22818,22879
2,3,1,3,1,2,2,47188,25775,11244,6460,4300,4516,54425,37186,27987,15987,8436,7116,20861,36436,27629,25005,19112,15247,21653,23350,22114,86877,25628,8735,5730,4362,4412,18452,39593,25745,31532,28804,17247,9514,1966,151397,2487,410,186,37,3,0,151271,2576,477,169,23,4,0,25552,18752,25701,32140,32410,16286,3485,48733,30198,20421,16157,10597,7428,20699,55361,16303,16696,17597,18413,22595,7145,11126,13965,14625,14260,14658,19210,66100,30308,15806,18543,26678,32330,22831,7567
3,1,2,3,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,2,1,0,0,0,10,4,0,0,0,0,0,10,6,0,0,0,0,0,12,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,5,0,0,0,19,14,0,0,0,0,0,35,11,0,0,0,0,0,0,20,0,0,0,0,0,6,0,0,0,2,10,0,10
4,3,3,3,1,1,1,2,0,0,0,0,0,5,1,1,0,0,0,0,5,1,1,0,0,0,0,5,2,0,0,0,0,0,5,4,0,0,0,0,0,10,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,9,4,0,0,0,0,0,14,8,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,2,4,4,0,10
5,1,1,3,1,1,1,253909,25355,3720,1872,1467,926,1678,194763,66322,16187,5133,2638,2043,1841,144267,84191,34781,15406,6187,2559,1536,117718,38030,26178,29927,31691,31160,14223,110352,49364,40654,36380,29153,19302,3722,168983,71610,26287,15754,5394,879,20,169264,70856,28344,14203,5348,892,20,89015,56423,55024,43298,30356,13191,1620,152620,47206,33715,26906,17095,9614,1771,7908,6335,7436,14674,41602,121757,89215,73284,42346,35494,31592,28855,25932,51424,53908,70507,77974,53805,23792,6383,2558
6,1,1,3,1,2,1,196396,30093,2584,1365,639,256,137,159483,55657,10659,2951,1513,975,232,123718,72636,22142,8493,3051,1259,171,68443,35571,24404,33851,30628,27274,11299,79470,49473,35800,31455,21770,11221,2281,61294,103020,49704,15272,2057,123,0,61869,103805,51185,12579,1916,116,0,64901,57123,48619,31466,20049,8169,1143,115078,46854,31004,21442,11195,5598,299,1006,1996,2848,5660,20879,93280,105801,48110,40525,36869,31954,27615,24339,22058,45055,70153,62719,33736,14071,4364,1372
7,3,1,3,1,3,2,96510,100324,34258,13392,9921,6915,19141,77403,83302,52375,24493,13977,10087,18824,61659,102957,45624,23169,17371,13069,16612,71771,36370,29887,33965,35619,39262,33587,70653,67545,64406,41270,24290,10916,1381,107980,95915,38863,25504,9546,2471,182,106651,95959,42314,23381,9593,2406,157,46830,72967,68262,45309,28485,16665,1943,81131,42150,39519,39434,37590,23602,17035,26866,14157,17834,25839,47755,93349,54661,8645,32914,40951,44301,52708,47221,53721,60431,76931,62546,44700,24828,8995,2030
8,3,1,3,1,2,2,26690,7916,5419,6272,13986,31946,115245,28280,9962,7916,11924,44281,70014,34868,25876,9600,12864,28301,80140,30075,20176,142307,30656,7331,3739,3325,2913,16487,60281,32116,44910,36807,18876,10427,2679,203741,1131,441,272,79,8,0,203724,1161,457,244,78,8,0,43871,19783,35438,45041,38836,19275,4092,51857,42161,46926,28988,13797,6037,19678,98007,60784,17461,9116,9067,9172,2998,5367,6067,8021,9596,17085,41203,117556,46765,9043,12168,32617,47236,38671,18243
10,3,3,3,3,3,3,28092,8761,6041,6290,8593,6768,56306,30300,11720,6241,6733,10742,24354,30939,25983,11068,9016,10761,27162,21256,15967,74214,18152,8249,4187,4113,2534,9977,50715,15266,13429,12614,10362,11607,8144,120568,1497,345,142,34,2,0,120651,1428,349,127,30,3,0,39569,12749,15164,14482,14734,14983,10182,45227,14615,13145,12705,12545,9057,15142,64331,26545,11606,6843,5301,4761,1684,15329,6465,5197,4762,5564,10819,72066,35984,6908,9119,15304,16830,13156,23187
12,3,3,3,1,2,2,9476,12115,9492,9057,9089,7893,14688,10731,11440,9753,10647,10999,6452,11599,8715,11279,10215,12616,12062,9753,6784,39547,16195,6707,2644,1230,774,4135,17966,9919,12163,14798,9706,4620,1491,67016,2179,486,508,154,13,0,66907,2208,519,481,130,18,0,13650,8434,9444,11251,15273,10375,2446,23331,17026,9163,6607,5732,5214,5198,22847,18401,10033,7177,5888,5146,1679,2768,5233,6754,8904,10914,11846,23881,11868,5254,7433,10204,13125,10881,11518
14,3,1,3,1,2,2,99168,44809,27792,15722,11192,7731,168603,91920,39829,33792,22420,14058,10688,162322,75102,39680,37268,31638,21626,15501,154254,140014,43623,20808,14397,10176,10231,135848,227046,37830,34691,33216,23165,14734,4467,360172,9412,2634,1882,660,69,0,360528,9222,2877,1732,647,53,0,173655,56124,40726,37796,36236,23587,7002,122555,40443,22539,15017,10215,9997,154729,161043,48308,38077,36338,35561,38368,17346,19744,22207,22972,22222,22561,21004,243933,230852,22231,22929,28634,30271,21395,18384
16,3,1,3,1,2,1,111006,36070,17523,11206,7930,7024,58152,99631,32215,19722,15957,13530,13227,54629,82056,37292,24369,19508,19028,18214,48444,128496,25661,16237,14544,12603,11814,39556,160498,20679,15491,14592,15534,15577,6540,218520,16464,6418,4786,2086,565,72,218288,16335,7084,4459,2114,570,61,134820,29601,21737,17907,16908,19125,8813,121777,21395,14616,12422,13520,15001,50180,58131,35196,35801,33632,35614,37116,13421,19879,20142,16028,14240,14229,16977,147416,130964,23555,21791,21763,19353,15095,16390
19,1,1,3,1,2,2,154215,69174,15846,6027,3263,2861,35156,124750,73408,28297,13411,8095,5161,33420,94288,81034,35893,20105,14636,9834,30752,94586,39888,28418,30581,30949,27990,34130,123057,51642,46394,30958,20733,11999,1759,174539,73037,25838,10628,2287,206,7,174244,72351,28101,9413,2206,222,5,96836,61179,54527,35350,22762,14320,1568,117769,48213,33305,24380,17193,13238,32444,30532,12392,18624,29412,50232,93138,52212,21133,34870,39531,39425,35412,29159,87012,84989,73496,61167,39163,19869,6541,1317
21,3,3,3,3,3,3,17302,66945,62174,47480,25415,13890,6216,28792,50101,74559,44495,22327,14079,5069,38465,96115,48040,27213,16033,9988,3568,21731,20146,18607,30102,41591,57383,49862,26292,70028,67190,44670,22670,7854,718,15910,91234,70698,43147,15055,3174,204,15850,90056,76700,38515,14882,3221,198,30834,78892,57517,37277,22361,10608,1933,27039,28589,34507,47965,53805,41956,5561,9945,9100,10122,15718,31807,75319,87411,2092,13111,28962,41108,58983,71254,23912,64881,75273,46984,30628,16344,4734,578
23,3,3,3,1,3,2,205303,76546,35707,25240,19731,17962,387305,180319,71731,41062,34833,30912,32636,377900,144792,80479,49869,41278,42569,47562,363879,250371,53299,38263,37027,36543,38485,317055,503507,73233,50523,44283,45425,39649,14737,681406,46622,19521,15123,6728,1743,214,680563,46312,21621,13946,6981,1740,194,361302,133817,87178,62999,53693,54046,18317,230884,48069,34913,30080,34945,42349,344821,372812,105020,62628,63115,70560,71343,24949,38290,45057,36220,32036,35161,42204,540425,486184,66658,60345,54993,44288,30515,28060
24,3,3,3,1,3,3,271369,198231,31953,12013,8570,6413,27705,258600,180795,52395,20971,9555,8861,28603,219926,220537,53521,21125,10787,10384,27311,169401,115730,86681,68821,47637,37508,41751,176792,182697,119413,59420,27925,10302,2813,305218,188968,54526,27318,7730,958,52,305190,188481,58653,24460,6898,1045,43,126318,189068,146425,64912,30701,13650,3982,243777,128729,70433,43901,28705,15462,22416,57131,13943,14078,27139,76030,232426,142838,19809,61737,87914,100439,111331,83823,94727,125079,174277,142068,75571,35084,12760,2689
25,3,3,3,1,3,3,0,0,0,0,0,0,0,13,9,4,4,5,4,101,9,10,13,7,7,2,127,52,1,1,0,0,0,135,46,6,0,2,0,1,134,58,0,0,0,0,0,0,58,0,0,0,0,0,0,11,16,20,8,5,1,140,60,1,1,0,0,0,155,189,2,0,0,0,0,20,74,3,3,2,3,6,149,0,4,2,35,111,28,19
26,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,3,3,1,3,3,2830,549,118,37,43,32,28,3575,1254,326,152,58,62,43,3783,2670,676,262,134,115,39,4995,2033,1092,840,592,445,255,6502,5243,3246,1961,1205,457,19,13710,5536,2014,1281,535,85,1,13616,5611,2227,1141,476,91,0,3986,4934,3319,1843,1001,338,27,1491,407,203,107,77,29,3,158,160,297,726,1495,2988,1853,435,720,833,881,981,933,687,1404,2807,2461,1838,1127,476,138
28,3,3,3,1,3,3,57051,33662,3658,1242,1003,868,1008,50043,38367,7542,2496,1037,1218,1112,39738,49166,9839,2894,1300,1324,757,41014,26467,17748,13143,6542,2706,599,31731,39706,26108,12604,5571,1251,152,51499,35114,16487,13319,3897,610,36,50951,35374,18629,11863,3418,696,31,19512,40466,31719,14517,5795,1701,230,52594,24936,10667,4228,1695,912,383,1918,1737,2819,7783,19743,51448,19568,3481,9590,15316,20430,24287,18046,10665,10540,34959,31639,17020,9376,3897,788
29,3,3,3,1,3,3,51395,87549,23551,8778,5217,3045,1843,57060,66542,29337,15518,6190,4496,2235,46429,82617,28150,13149,5759,4005,1269,35319,35654,30735,30332,24871,19521,4946,29813,57430,48472,27433,13988,4034,208,33774,68200,35550,28585,12300,2652,317,33563,67042,39748,26655,11237,2867,266,19765,58529,54214,28286,13954,5734,896,57507,42900,30377,24748,17651,7008,1187,5926,3517,4824,11053,32729,87685,35644,2397,18862,33498,39946,43588,31773,11314,19452,59299,54546,30102,13299,4177,503
30,3,3,3,1,3,3,7358,7348,1870,606,317,74,13,9401,5643,2220,1360,428,194,12,9320,7204,2530,1381,447,99,6,7812,4303,4184,3435,1942,782,208,9878,7012,5747,3283,1352,161,2,12938,7263,3936,3222,2203,660,13,12860,7276,4379,2961,2028,723,8,7912,7150,5725,3190,1431,234,8,7602,4132,2339,1285,555,153,5,3720,239,439,1322,3517,7558,4192,146,1312,3097,4177,3771,2394,4361,5236,6511,6257,3326,1079,191,66
31,3,3,3,3,3,3,107487,31218,10632,10911,6403,1841,578,87119,44501,14108,11084,8285,3452,524,66458,55690,18369,11531,10681,5921,427,33330,31463,27696,29751,28395,15007,3439,39687,41720,38583,29028,15912,3958,155,45276,63322,26328,23303,9037,1293,78,44638,61502,29530,21718,9973,1199,77,30701,50758,38056,25433,16370,7344,379,58683,40081,27939,22629,15242,4381,336,1172,3593,7473,11677,21965,67961,55235,14153,26436,30971,31532,30707,23661,11583,18517,59992,51553,28320,9337,1224,100
32,3,3,3,1,3,2,4,0,0,0,1,1,1,4,2,2,0,0,1,5,2,4,7,3,3,5,4,34,0,0,1,0,0,0,32,5,4,0,0,1,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,7,18,17,7,6,5,3,53,4,4,4,1,1,3,35,0,0,0,0,0,10,40,0,0,0,0,1,17,0,1,4,18,17,4,10
33,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,10,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,3,3,3,3,2,312142,81386,41510,48685,31258,53568,167343,248467,64558,44380,35371,47552,80909,213803,185573,65794,43738,47888,58109,111696,221400,421441,59146,35986,35606,36394,35816,108965,322203,60142,46099,53806,63530,74790,110222,623143,46941,21164,18949,12526,5361,1310,623595,46665,23094,17680,11324,5850,1186,219813,71287,52201,60379,64238,110577,153202,331159,50867,32669,41091,44946,70019,171640,552323,56353,30331,25576,24817,26042,17723,101872,46103,46722,49344,59302,75647,349675,157742,38753,44867,65079,84697,99685,236709
35,2,3,3,3,2,3,15752,190651,96748,57235,42500,21686,3572,17939,153372,123105,75307,36645,19185,2591,24504,226439,83985,49114,29839,13138,1125,22730,43261,60605,77608,80382,90047,53511,110837,172762,85286,40998,14372,3606,283,35606,213315,131597,38876,7773,898,79,34742,216171,135573,33578,7074,936,70,51282,186288,95608,52677,30823,10313,1153,20124,55795,102844,110571,91885,43632,3293,9296,13066,22632,36276,64757,161925,120192,900,6962,15117,27807,68339,181121,127898,175716,139535,64176,31830,13278,3309,300
36,3,3,3,3,2,3,1,57464,63986,27053,28628,15565,2462,216,49621,70190,35596,20807,16490,2239,3093,106874,33125,21846,16448,12447,1326,14235,21028,26422,36657,37481,39089,20247,71937,56823,28416,19796,13339,4561,287,3134,52983,83481,36470,13630,4868,593,2720,54021,88360,31763,12326,5453,516,37078,71293,28910,20475,18486,15551,3366,4950,29074,54676,47633,36797,19943,2086,7149,14260,12900,15698,25100,73177,46875,32,562,3663,11968,26833,61855,90246,95791,40370,20660,15632,11932,7821,2953
37,3,3,3,3,2,3,41,51281,103409,61569,54834,29589,4899,187,58979,105815,67861,41996,27593,3191,2480,145774,61818,42160,32764,18977,1649,19379,32781,43783,59834,64133,60243,25469,82233,98744,54510,39294,23120,7329,392,157,70613,138414,62828,23902,8477,1231,152,69288,148127,55869,21770,9366,1050,43658,106487,48808,38260,37143,26591,4675,4222,38640,76926,83934,68598,30920,2382,9767,23706,23894,29296,44451,110172,64336,54,1169,6839,21554,48888,108917,118201,126627,70357,36756,31704,24830,11336,4012
38,3,3,3,3,2,3,26593,159715,104402,53383,36298,13514,2690,40486,124122,109356,69234,33289,17613,2495,38382,186575,84674,48449,26254,10940,1321,33038,54512,72856,84371,66617,58618,26583,67605,142903,92862,58638,26174,8049,364,12193,145006,137315,74160,23047,4471,403,12199,144100,148062,65681,21374,4829,350,27992,144360,99708,61946,43538,17042,2009,44570,72953,94089,84172,67375,30876,2560,3363,9094,18819,36862,82825,179428,66204,1196,14379,33509,53630,94539,141527,57815,89341,129572,94191,54173,22903,5961,454
39,2,3,3,3,2,3,295,14293,36188,46507,39610,13030,2511,1173,15958,37062,53367,31467,11711,1696,2356,30282,50358,42292,19024,7381,741,8168,17167,25265,34135,37960,25113,4626,12654,41071,46202,32699,15154,4346,308,626,28077,67884,41397,12229,2162,59,614,26740,74212,36749,11827,2244,48,6289,31602,41064,39916,24054,8652,857,3292,15685,29937,37951,44612,20052,905,2378,6661,15082,28476,45810,45273,8754,117,3144,9730,19570,38670,54411,26792,17109,48141,45860,27710,11081,2379,151
40,2,3,3,3,2,3,0,534,6736,43993,61684,17520,2785,0,914,12152,49817,50064,18740,1565,5,7487,30503,41388,35811,17377,681,12885,25588,28763,28734,23473,11828,1981,3790,29467,44473,34214,17746,3407,155,44,3993,47826,60251,18612,2508,18,42,3406,52605,55113,19625,2441,20,1573,11298,25786,37653,35229,21177,536,1693,10597,24104,37007,42448,17094,309,4104,21354,31093,31096,28689,15723,1193,30,870,4049,14420,35827,55031,23025,5219,29948,39317,32321,18585,6211,1651
41,3,3,3,3,2,3,0,17694,92735,155822,97363,41827,13286,115,43718,114329,129138,84438,42025,4964,1979,144481,106452,81576,56050,27154,1035,22805,35087,51778,72771,95674,97671,42941,55914,160633,108285,63125,26102,4539,129,391,43023,231254,118941,22966,2109,43,370,41776,247579,104735,22091,2142,34,60003,132395,82373,71502,48851,22447,1156,5509,21927,53562,100349,153195,82755,1430,13860,23509,36349,56625,81310,123763,83311,40,1287,5991,21852,73961,182432,133164,132281,127407,73411,51049,28971,4999,608
42,2,2,3,3,2,3,0,10724,133505,88316,25840,10856,4760,8,34672,138218,59860,23471,12347,5425,1002,180168,50121,19236,10539,11496,1439,2246,3587,5650,16051,46032,103626,96809,47577,145459,46238,17991,11822,4744,170,0,26769,189487,48937,8369,434,5,0,27378,198544,40127,7450,497,5,84333,119073,30404,16881,10805,11443,1062,822,2158,7570,33742,100046,127852,1811,2056,7192,7235,8329,18593,83397,147199,42,871,1907,7473,38699,136076,88933,177092,63521,13800,8238,8783,2202,365
43,2,2,3,3,2,3,7,13233,92680,204658,177241,91583,26964,329,14975,133643,215255,146007,69391,26766,692,92372,155633,167852,116279,54675,18863,21648,54014,69633,91118,126263,168158,75532,49858,148429,173184,137572,60557,28183,8583,438,33847,203640,251762,89075,23827,3777,433,34082,227863,228492,87897,24078,3521,32691,132186,172194,131888,75470,44038,17899,3997,12666,32439,96356,196176,217849,46883,16104,50098,78103,107362,140156,159173,55370,90,2914,28341,98502,148708,182190,145621,98960,195792,166646,84827,40548,17331,2262
44,3,2,3,3,1,3,0,9782,67934,112019,72542,30783,9574,24,7131,76707,118625,64705,24550,10892,273,41120,91227,90207,52532,20001,7274,6906,18139,27626,45053,68196,81498,55216,9269,59100,105318,87374,26874,12621,2078,0,5400,105741,147591,38884,4866,152,0,5054,122377,132502,37590,4975,136,5167,62638,107549,75434,29688,15975,6183,1431,4458,11859,34072,88447,147287,15080,4242,17546,29260,51471,78712,88922,32481,86,2518,18507,57844,93230,91830,38619,41284,111905,85289,40423,16073,7238,422
45,2,2,3,3,2,3,0,3177,46350,67843,35631,11745,4365,8,3305,49912,61799,35941,13246,4900,30,45919,42231,40153,27048,11467,2263,5230,14444,17877,23363,29102,39955,39140,14180,62482,48493,25409,12096,5948,503,16,5762,78901,66836,16188,1391,17,15,5647,87028,59289,15641,1476,15,17113,49694,43011,31798,16154,9806,1535,366,1913,7299,26025,56918,73784,2806,2307,12248,19858,25551,29462,41715,37970,56,1115,4303,12963,34713,72361,43600,54544,47490,33457,19179,10483,3620,338
46,3,2,3,3,2,3,0,7502,126503,148239,64400,27229,17241,10,17082,161749,100609,59342,30878,21444,220,145795,127420,51375,29189,25730,11385,1862,3675,5095,9237,27712,102036,241497,19201,96718,126040,84496,38618,22154,3887,2,12262,233163,114125,28181,3349,32,2,11723,253494,96578,25657,3627,33,25932,151203,111009,45307,24148,23515,10000,877,1920,3709,15494,63867,278077,27170,4551,14386,13122,16712,34483,135305,172555,48,3212,27606,80752,108332,119111,52053,174792,133929,37267,18935,17416,8439,336
47,2,2,3,2,2,3,0,13494,51835,95333,58874,27449,8966,10,14478,71865,69618,57774,30340,11866,1115,70720,84252,48994,27464,17151,6255,493,814,1327,3618,18498,84907,146294,20065,63107,78731,54169,23865,13187,2827,2,25695,158683,58919,10519,2118,15,1,23988,170521,49606,9566,2252,17,21608,97181,71703,30867,14396,14219,5977,215,428,1253,7669,39154,186718,20514,1668,7700,7729,13430,35830,102372,87222,66,1657,13285,41162,68117,77405,54259,110966,94085,26696,10574,9038,3979,613
48,3,3,3,3,2,3,1,5742,21098,90706,163278,91777,14222,30,4807,21281,75135,156420,118769,10382,972,15765,37417,74059,142904,110919,4788,8613,34863,61529,87956,105512,75619,12732,5314,50604,104353,125472,81725,18335,1021,0,7977,104783,163229,91590,18740,505,0,6921,114846,150723,95711,18132,491,5655,30104,44779,83564,111800,106126,4796,1151,7564,28922,75592,151324,118381,3890,8241,62549,109697,96129,68078,35071,7059,161,3286,15206,51947,120388,148306,47530,18303,81229,116590,100859,53606,13198,3039
49,2,3,3,3,2,3,18,37021,85345,80535,70156,33582,6927,97,30728,92492,97190,64437,25677,2963,2947,96466,93583,67226,36319,15684,1359,11255,36566,52359,59741,61447,56989,35227,42760,130469,84313,38558,13865,3245,374,7228,112792,121998,44853,18465,7663,585,6992,111700,129434,38985,18260,7686,527,19326,115785,87030,52503,27091,10620,1229,2154,13411,44034,89639,101352,58772,4222,5852,14959,29910,47884,71686,93207,50086,39,612,3685,13864,51580,135613,108191,87028,117159,62441,30136,14033,2630,157
51,3,3,3,3,3,3,762,34543,29440,46197,27163,6380,1136,2352,34866,32275,42858,24756,8526,1009,6088,43725,30605,32031,25457,9058,641,9716,19436,27668,36209,35888,17980,1663,13795,36836,42963,35557,18160,3790,127,2131,28531,56971,46778,14801,2981,217,2093,27135,61967,42879,15247,2900,189,6826,33458,32936,34633,29911,11770,697,8917,21434,29714,36341,36033,11674,607,2568,8482,19456,27127,33025,44573,12374,83,2940,13683,30946,44058,40185,14743,13156,43301,43695,31474,13859,2765,302
53,2,2,3,3,2,3,0,12553,59290,123427,126855,83830,11950,7,6730,60886,102820,150068,86134,11260,694,64720,74621,95211,116155,63373,3131,4046,9468,18240,46675,114749,168606,56121,18336,111803,129537,99139,49575,9081,434,2,23390,215944,139808,34839,3911,11,2,20617,234331,123677,35368,3900,10,32708,101352,89421,79069,57634,55240,2481,922,2686,9830,30255,129168,238547,6497,3131,19014,45329,90996,111221,102923,45291,62,826,6185,30084,99897,177006,103845,88927,160970,100157,44168,19460,3650,573
55,3,3,3,3,3,3,0,503,1466,3188,3912,3945,796,8,1184,1938,2956,3810,3636,278,245,1730,2431,3053,3879,2338,134,2063,3786,2864,2375,1863,767,92,456,2940,4673,3105,1981,616,39,0,275,1152,6833,5090,458,2,0,247,1232,6196,5762,371,2,360,1499,2688,4173,3651,1325,114,475,2066,3395,3487,2986,1314,87,1216,2670,2704,2824,2457,1541,398,24,334,945,1613,2684,5834,2376,378,1626,3887,5047,2503,353,16
56,3,1,3,1,3,2,511650,105913,48402,38498,25817,30845,176979,437979,106305,55977,43505,42497,51621,199984,361708,113273,62710,54270,54698,79697,211220,486275,82155,55278,52122,57761,63720,139881,458945,83816,59534,59480,65890,84733,123674,848206,48483,17128,12616,6311,2353,427,848442,48095,18578,11558,5996,2477,378,373266,116998,73291,63596,64524,99523,145320,479224,76456,50427,43275,44182,65056,181285,397159,59581,55867,65099,80629,136802,141839,221624,78893,59087,51737,57083,75104,391227,286486,120374,83315,74756,76521,77381,215888
