census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6
154,2,1,1,1,1,1,0,0,708,53745,407714,192075,0,505,20680,175758,370550,86749,14,22879,181555,284080,140454,25260,17099,95794,241277,235820,61908,2344,14739,98732,220841,208501,94166,17263,679,35063,304205,292168,21899,228,649,33870,287908,309943,21649,223,8204,80763,200511,209682,123531,31551,3376,29385,133798,276909,188098,22676,20257,90430,256261,244934,42024,336,174,10422,52887,157034,293174,140551,10523,118835,244289,191404,68662,20529
155,2,1,1,2,1,1,0,20,2858,13309,98932,564068,0,1392,6953,33512,276071,361259,20,8563,58831,174060,333137,104576,10994,30157,119834,269935,229706,18561,13810,57102,138852,217710,197122,54591,82,26190,272261,295549,73383,11722,82,25955,262425,305897,72676,12152,8888,53704,112579,176414,223589,104013,3126,7522,37721,166263,376727,87828,49223,198388,262433,144058,23920,1165,223,16213,64104,155807,285971,156869,14420,102526,209086,200161,107663,45331
156,2,1,1,1,1,1,26,526,4774,20419,121746,368822,32,1884,11483,62399,275768,164747,324,20140,93097,181654,187667,33431,10899,24330,63290,137201,217376,63217,21460,87037,146104,154861,86545,20306,3680,84113,287671,125545,14651,653,3382,81454,284217,132170,14470,620,14158,74758,126928,147099,117775,35595,4007,17439,47057,141072,261049,45689,19174,69018,151610,184136,85793,6582,143,5986,30517,90138,205878,183651,45044,166617,158431,93790,39020,13411
157,3,3,2,3,2,3,0,96,5702,37455,99997,142461,0,1749,27796,56129,130195,69842,55,33628,52497,84008,94702,20821,10912,41106,73290,86951,63306,10146,18190,51634,68577,81829,52276,13205,132,22234,123376,108280,30819,870,148,22611,120183,111170,30746,853,15179,46048,56799,75207,70871,21607,2688,26669,42866,86441,108313,18734,19723,53325,85564,81559,42218,3322,115,6481,26097,60551,108462,84005,17146,65605,80465,74432,36707,11356
158,2,1,1,1,1,1,22,2132,33575,94940,226809,159478,40,21120,74867,143993,209078,67858,7078,104645,142120,152637,90885,19591,9938,20375,43617,100851,226586,115589,59212,144211,140218,107033,53614,12668,14480,315232,155377,28779,2869,219,14275,318544,150963,30181,2781,212,55583,142850,130159,103401,65251,19712,3488,14677,68921,165267,222085,42518,11917,34352,76313,143637,186254,64483,134,4831,26012,83896,202707,199376,144246,173797,111596,56657,23466,7194
159,2,1,1,2,1,2,0,450,1946,8468,51539,184716,4,365,1729,6678,75491,162852,39,1866,9481,40104,133792,61837,7130,11696,23661,55464,109456,39712,4783,13199,34751,64688,93217,36481,13,1331,24820,64652,92634,63669,14,1270,23367,65571,92432,64465,3391,15013,25617,47250,90616,65232,1392,2101,7316,33767,124431,78112,31729,72438,81536,49830,11145,441,298,14710,46551,59803,74298,51459,5344,30244,64357,76315,50716,20143
160,2,1,1,2,1,1,4,79,733,2736,29144,201126,0,71,765,3897,49202,179887,3,902,4692,25172,126283,76770,2137,3009,7389,28310,120381,72596,1951,4725,16530,57019,104542,49055,8,1945,41201,64668,80181,45819,11,2063,40049,65624,80079,45996,1299,5327,15443,41434,95789,74530,583,720,1856,11362,94556,124745,13896,77471,87508,44258,10055,634,260,14142,52739,76102,70882,19697,3293,22474,61462,77941,52411,16241
161,2,1,2,1,1,2,60,1800,13954,36610,100789,108253,30,4739,18070,26483,102066,110078,636,13251,18562,37387,152044,39586,5713,10696,24727,56307,128079,35944,5834,14905,36388,80705,106026,17608,0,1148,48625,65468,96876,49349,0,1338,48379,65303,97434,49012,7274,20956,30687,59682,105162,37705,3280,1553,11319,55007,137706,52601,11380,67643,107426,53158,19074,2785,245,9883,55024,93200,81958,21156,7106,32763,84011,90506,41249,5831
162,2,1,1,1,1,1,20,960,3698,13131,69592,138071,13,974,5034,14434,77823,127194,218,5351,12812,36851,131416,38824,1628,4222,11681,37138,113263,57540,3005,11451,29311,71540,87421,22744,8,3951,48816,59737,78600,34360,7,4394,47621,60192,78319,34939,2911,11681,25981,57335,90350,37214,777,455,3429,27402,129676,63733,7635,55552,84499,55286,19210,3290,589,10044,37404,68958,79687,28790,8704,34582,72376,67878,34745,7187
163,2,1,1,2,1,1,0,200,1395,13534,78697,266425,0,713,5580,17599,144767,191592,207,7790,22439,91131,198515,40169,2944,6422,16085,46389,157323,131088,5922,25559,64672,127424,115229,21445,2269,39672,111900,107994,84697,13719,2080,39145,109967,110465,85082,13512,5185,24582,59971,107242,126812,36459,1365,1049,5059,33156,232799,86823,7731,64192,113603,114518,52645,7562,498,5621,38402,103654,135993,76083,28080,87442,114917,83407,39429,6976
164,2,3,2,3,2,2,0,0,20,1115,26774,294738,0,5,377,6213,154987,161065,1,1146,17206,109504,168519,26271,15273,11242,18054,47326,133660,97092,5770,27296,81737,120208,75112,12524,2375,48917,154240,92701,22501,1913,2199,46167,149973,99485,22999,1824,3222,21678,68267,111391,95114,22975,2337,6534,11133,37452,204799,60392,21437,49606,86757,115160,48080,1607,34,2333,19139,66434,137961,96746,20426,101158,95836,65943,32338,6946
165,2,1,1,2,1,2,10,2091,14747,92126,275003,127172,22,3648,14127,69439,336196,87717,414,7101,27577,179552,259060,37445,28841,80162,99030,132328,140410,30378,5267,20978,105288,210823,154046,14747,338,5203,19886,66441,208996,210285,329,5143,19008,66926,208222,211521,5432,19235,65343,170127,213570,37442,4005,13311,67897,155269,228620,42047,31864,174072,186469,95288,21469,1987,1544,20712,89832,185513,173690,39858,7090,45451,141830,188126,109841,18811
166,2,1,2,2,2,2,1614,17504,61461,157908,236748,88491,2243,10775,39252,106496,298501,106459,3125,9647,30921,154450,269907,95676,40960,97396,104464,130881,153420,36605,11437,15555,49572,153919,238774,94469,82,1584,11035,39291,154520,357214,84,1534,10868,39458,156002,355780,10766,16201,38474,106221,274928,117136,10699,28209,86098,157330,204227,77163,71107,229805,167477,75129,18287,1921,61672,103833,168567,149993,58889,20772,11144,25496,65386,142751,191836,127113
167,2,1,1,1,2,1,4690,35899,146249,233862,128022,9174,5977,47654,132978,235055,119613,16619,10866,51330,117425,213584,139128,25563,70803,99359,121876,155370,99399,11089,35597,18105,50221,181445,183939,88589,7,17031,27719,59452,256673,197014,6,17815,26809,59736,261532,191998,35369,23197,48812,134143,237876,78499,41673,76523,153999,165638,101921,18142,39438,121937,200222,143709,49781,2809,143128,152451,127958,74330,23025,37004,29931,21572,65260,151333,161406,128393
168,2,1,1,2,2,1,22,1015,5833,30344,193982,243850,356,1449,6785,46395,363791,56270,841,4415,34935,213491,198915,22449,16093,59879,92416,133143,140364,33151,7636,22312,105385,208085,120702,10926,2488,19644,70979,173940,135899,72096,2386,19295,65078,173447,142512,72328,6629,18366,90621,187948,151470,20012,6140,6408,48245,144486,235644,34123,19743,119688,179494,118593,36330,1198,578,12950,70399,171273,170482,49364,10680,63276,147459,165782,75022,12827
169,2,1,1,2,2,2,10,711,3165,15220,159624,140406,188,2109,8268,42980,234383,31208,805,6090,26927,127780,139675,17859,12225,37301,60546,79907,101700,27457,7396,7120,38364,133384,113282,19590,10374,29371,47452,79221,101684,51034,10469,29012,45100,78578,105557,50420,6715,10535,38903,108092,130020,24871,6272,4852,23214,91214,162785,30799,11947,82903,117754,79495,26325,712,9442,31688,77711,114903,69326,16066,7577,27336,75864,113943,72678,21738
170,2,1,1,1,2,1,7,2220,10581,41958,266507,182860,22,3767,17041,114322,322427,46554,465,15409,86356,246278,137214,18411,21286,65665,95823,149039,142285,30035,8607,56301,168845,173584,87030,9766,8465,71662,138086,208432,71845,5643,8257,70975,131336,213207,74780,5578,7568,45143,153578,180552,101699,15593,4584,17479,93924,164995,196458,26693,15847,97408,167230,151020,67305,5323,844,7786,55301,150035,213938,76229,17831,105283,176469,140962,54425,9163
171,2,1,1,1,2,1,495,20841,31754,69452,185908,33651,8921,29458,33782,92843,148969,28128,8354,31029,64805,120683,93912,23318,22386,49687,44595,68405,110607,46421,7600,25247,58734,113263,96184,41073,2068,33947,115528,154650,35593,315,2086,34604,112126,157520,35492,273,10941,32229,65669,99281,92453,41528,15669,31910,41509,66590,148610,37813,7831,54491,101736,103209,66608,8226,50791,49592,75747,95999,55593,14379,8119,53230,91011,87595,50957,51189
172,2,1,1,1,1,1,16,1386,7450,29866,149915,277305,46,3756,11613,52717,276938,120868,1651,18902,78585,184423,157401,24976,10125,9509,23586,68450,192228,162040,16926,65727,132265,150517,86276,14227,6882,135255,206138,93506,21927,2230,6684,134206,201196,98785,22876,2191,15153,65275,121121,138447,101927,24015,5884,3274,13332,69187,296887,77374,17569,48167,92747,153197,132370,21888,259,3917,33032,103785,191111,133834,75345,157529,119111,70874,33589,9490
173,2,1,1,1,2,2,0,480,3368,21925,204497,184125,9,3091,28500,126079,213515,43201,1478,59416,156191,129005,56674,11631,5966,13981,33338,79074,169334,112702,45810,125840,127444,74550,33306,7445,11566,310470,88587,3746,26,0,11583,307440,91404,3947,21,0,46991,135045,115909,68880,36531,11039,2594,7341,41207,128209,211849,23195,5942,23528,51168,113084,182641,38032,50,2428,15163,44807,149046,202901,130702,152966,75844,35312,15543,4028
174,2,1,1,1,1,1,0,196,1208,24845,119379,80123,8,972,12502,60459,110473,41337,446,22720,64375,74369,50164,13677,7280,4471,9078,22605,72933,109384,11000,39879,67938,63109,34972,8853,7883,114058,89789,12979,1042,0,7980,112216,90758,13776,1021,0,12657,49260,61736,52377,36593,13128,4581,1802,6925,28910,139636,43897,12601,15022,30615,51570,87903,28040,23,2186,18069,52540,95500,57433,55261,78391,46347,28352,12410,4990
175,2,1,2,2,2,2,0,654,13610,100392,297800,167032,189,5712,68125,213909,210874,80679,489,94171,200368,144157,93533,46770,22985,35876,59200,113721,181241,166465,45698,170451,155162,102095,59611,46471,21077,284503,189808,73869,10206,25,21277,284570,186853,76461,10305,22,54242,170069,137165,98323,67821,51868,9910,22780,81339,147035,259721,58703,32089,68840,87388,128278,180975,81918,29138,22285,41608,87371,183413,215673,164692,161710,104853,67142,35076,46015
176,2,1,1,1,1,1,0,455,9838,62661,223911,130287,2,4495,34322,115042,231526,41765,889,40905,128412,167462,78582,10902,9742,29665,82625,121711,130387,53022,22205,90524,139858,126537,42929,5099,10472,156028,197190,59483,3969,10,10396,157447,194260,61169,3868,12,18303,89390,129327,118470,61773,9889,3250,10985,42957,141308,208993,19659,11376,36658,104399,139656,114743,20320,97,2845,20002,87160,192178,124870,58637,128063,134421,80454,21374,4203
177,2,1,1,1,2,2,0,19,372,5898,171357,129751,0,667,12402,138325,134713,21290,53,48390,157155,70958,22120,8721,9059,25009,43581,71133,115269,43346,24723,119019,106226,40344,11731,5354,35909,257983,12919,544,42,0,34774,259773,12203,607,40,0,21834,125111,95554,41898,15373,7627,2630,14989,55329,115580,109737,9132,11807,12998,31785,83835,155693,11279,34,1072,5968,23020,115457,161846,74438,138109,59238,22405,8090,5117
178,2,1,1,2,2,1,0,0,11,12097,78326,169181,0,49,8712,71233,158221,21400,2,30960,111398,87639,23703,5913,7420,13667,31669,61554,105713,39592,27285,105071,85318,32885,6617,2439,59079,182316,16727,1270,221,2,61381,180997,15728,1289,217,3,29166,106459,76720,33980,9529,3761,1978,4644,21921,74399,148753,7920,9441,11206,33796,82317,105143,17712,13,358,2008,11323,76809,169104,81952,105142,49249,16283,4386,2603
179,2,1,1,1,2,2,0,10,609,24738,274728,194430,0,1933,32445,192856,235933,31348,571,83426,213870,139829,50920,5899,7224,23077,52449,105809,203668,102288,45036,181198,159172,78188,26940,3981,18736,415728,58435,1600,16,0,18729,416408,57772,1591,15,0,48123,190763,143081,74278,31837,6433,2584,11378,65256,169149,234176,11972,3680,22310,60707,134051,235117,38650,48,2101,12478,45872,182451,251565,152121,194496,93740,38829,12810,2519
180,2,1,1,1,1,1,0,0,0,0,0,0,4,2,0,2,2,4,28,15,9,21,18,7,126,16,6,5,1,0,125,26,11,23,4,0,0,29,35,4,0,0,0,33,37,4,0,0,23,70,53,78,30,33,213,35,11,6,11,39,93,2,0,6,1,95,250,0,0,0,0,17,0,2,21,136,24,51
181,2,1,1,1,1,1,125,17411,26125,85188,120278,34742,9000,22420,45959,110336,66208,29946,11390,60501,84560,64533,52400,10485,10557,28262,28906,93159,108767,14218,25685,51059,82360,80371,40120,4274,116385,125159,36742,5397,183,3,114963,126506,36676,5539,182,3,25887,59261,78816,69638,42818,7449,18522,19577,18217,59608,147023,20922,7263,24053,46959,76911,112504,16179,780,13590,42653,76596,101428,48822,28990,93519,90758,49510,17008,4084
182,2,1,1,1,1,1,27,28872,24040,65897,211685,45591,17866,33421,29106,121258,135931,38530,22393,48074,90546,102563,90009,22527,12283,41223,41060,163440,111225,6881,40396,44466,99507,129829,57074,4840,130442,220178,24087,1379,26,0,123873,226806,24056,1358,19,0,43343,53414,105024,108570,57315,8446,32974,29716,28950,82378,173427,28667,11960,47182,79877,119948,101885,15260,790,12896,50758,112552,146928,52188,27223,97910,144157,80986,21801,4035
183,2,1,1,1,1,1,0,17,7844,67285,281953,97993,5,9073,40544,212896,153441,39133,379,59643,186800,130296,63276,14698,6204,14124,30102,96515,219902,88245,16332,71659,166474,143669,50281,6677,171973,259286,21250,2465,118,0,163001,268826,20748,2398,119,0,13276,84584,161496,128908,56505,10323,6195,19639,38718,114359,243112,33069,9275,21074,53073,129933,218209,23528,1496,15858,52244,115927,181236,88331,53951,185467,140547,54976,15562,4589
184,2,1,1,2,2,1,0,37,3729,63157,217715,35235,15,2750,47305,182435,75184,12184,341,103044,138580,54213,20982,2713,5502,9454,31632,114424,125372,33489,48078,129275,81580,46084,13433,1423,216391,86531,15148,1766,37,0,216406,86981,14561,1889,36,0,50120,133595,76842,41968,15039,2309,2657,9470,38136,105090,152922,11598,3606,9130,25405,74841,176300,30591,164,3293,13242,39438,99135,164601,107258,123038,61238,22116,5251,972
185,2,1,1,1,2,2,0,4,212,12813,157406,153914,0,270,9555,122869,163866,27789,31,26156,150858,104862,30820,11622,9832,21902,50843,93689,108599,39484,17340,96151,118339,66989,20180,5350,145318,148551,27834,2480,166,0,145621,149369,26608,2586,165,0,14781,97022,111882,67493,25481,7690,2611,8518,32330,113121,154995,12774,15048,17255,44696,114368,121378,11604,796,5032,14358,40946,120448,142769,53990,126718,90914,37107,10749,4871
186,2,1,1,2,2,2,0,1,126,10202,122501,47022,0,1250,9838,93279,70765,4720,178,37493,88455,43004,9525,1197,5830,12501,30112,52613,59324,19472,24268,72561,55418,22659,4338,608,90976,75754,10549,2385,187,1,93221,73493,10501,2467,169,1,22609,73588,51988,23712,6816,1139,3267,5702,20687,58802,87013,4381,2224,7089,20967,54332,83433,11807,11,477,3001,13930,59579,102854,51752,76396,36348,12056,2614,686
187,2,1,1,1,1,1,0,6053,46042,188884,81342,4863,5227,45489,138241,117478,18004,2745,38317,168284,94986,20863,3269,1465,49091,43141,53168,89807,76344,15633,121061,128942,54853,17589,3983,756,226788,92901,6713,736,46,0,230260,89364,6770,750,40,0,118729,124377,53067,23230,6064,1717,37183,60459,100787,91196,36256,1303,3200,7132,20803,57730,192859,45460,149,1876,6926,23853,87966,206414,143273,109671,46661,20379,5301,1899
188,2,1,2,1,2,2,0,123,1746,20553,235152,120090,370,3358,19686,185772,153362,15116,2237,85535,176665,87314,21037,4876,22317,34206,82272,137168,88218,13483,55737,152785,115025,40672,10799,2646,157621,187441,26210,5945,442,5,164652,180545,26017,6018,428,4,46580,146780,110996,51999,16350,4959,9243,17243,55872,122551,166171,6584,12451,18895,50067,124424,158233,13594,61,1070,5705,23939,119677,227212,87745,166933,77812,32066,9544,3564
189,2,1,1,2,1,1,0,2,346,53151,234628,36617,0,1054,44570,203799,67746,7575,181,67832,186996,57432,7969,4334,34805,86215,90844,73973,35450,3457,52176,188940,69707,9656,2920,1345,171457,123281,25632,4184,190,0,175666,118915,25800,4180,183,0,32498,159272,97027,27495,5096,3356,7667,49540,133917,103273,27367,2980,10517,21412,60962,129231,99098,3524,2,131,881,5724,80928,237078,66587,147093,79120,22684,5465,3795
190,2,1,1,1,2,2,0,0,905,18585,184258,82639,0,606,16298,147653,111718,10112,82,46902,129388,86280,20510,3225,10879,44138,107483,93947,28216,1724,36507,131336,90081,23231,3606,1626,76709,166910,34533,7682,522,31,81411,161735,34889,7806,512,34,23304,114460,97485,40780,7729,2629,3398,10625,59316,112589,97887,2572,8355,23795,61497,104367,83180,5193,28,352,1794,11239,85725,187249,53191,125215,73632,26658,5238,2453
191,2,1,1,2,2,2,0,0,18,4442,102970,369871,0,36,1440,67451,349535,58839,0,7266,121526,265812,74423,8274,10631,29858,118229,214396,97796,6391,19214,145976,190516,93836,22876,4883,57497,346712,64345,8139,608,0,61759,344313,62234,8409,586,0,12362,137380,180692,104294,34518,8055,2557,7366,31896,137268,285155,13059,9705,41522,148168,218162,58309,1435,21,1149,6795,34452,173753,261131,41792,200354,155459,57832,16223,5641
192,2,1,2,2,2,2,0,0,176,8725,95533,84908,0,164,5392,72147,103592,8047,24,9163,70436,92862,14404,2453,6177,16871,68218,81613,16081,382,12552,68274,73057,28136,5749,1574,14021,150465,22270,2326,254,6,15351,150499,20843,2396,249,4,7357,60908,72126,36571,9924,2456,2629,4721,24463,78470,76618,2441,4797,10741,51924,96623,24463,794,11,393,2442,13940,75352,97204,17361,82820,60786,21209,5145,2021
193,2,1,1,2,2,2,0,0,1138,30378,141994,161802,0,732,16108,84893,183367,50212,86,16773,71348,156713,72758,17634,24974,44613,95117,120328,44108,6172,26645,94537,113680,69268,20627,10555,24132,139729,99791,54903,14750,2007,24688,139635,97983,56399,14647,1960,18892,78829,105483,78205,37753,16150,9241,10909,34817,119257,145566,15522,31411,57114,107519,103746,32034,3488,25,952,6522,36358,132928,158527,34714,101189,111563,58000,16756,13090
194,2,1,1,2,2,2,0,0,32,3699,80508,365253,0,53,4046,43456,298815,103122,9,16404,104342,207610,112189,8938,8242,19007,54136,166127,166504,35476,24873,128450,153541,104489,33944,4195,55788,231542,139539,22029,592,2,56432,234037,135472,22960,589,2,22349,121679,143815,107747,46546,7356,2701,5496,25488,105753,288131,21923,6248,47406,127838,166223,93133,8644,15,1106,7825,35330,153880,251336,74318,169336,132519,54559,15690,3070
195,2,1,1,2,1,2,0,2,159,14847,196209,165458,0,89,7455,96804,238319,34008,6,18951,120368,173370,54824,9156,17695,31668,96454,169130,57853,3875,28334,112900,130368,76633,21831,6609,33166,207847,103393,25947,6035,287,34596,211981,97047,26859,5952,240,20220,100363,123400,86298,35980,10414,5961,13142,46968,135694,164656,10254,14738,36868,104247,163105,56026,1691,53,1500,8307,37235,143343,186237,37031,141397,124632,52099,14541,6975
196,2,1,1,2,2,2,43,4345,28049,99435,123968,25094,874,20598,63815,122630,63403,9614,1225,87292,91745,60118,30597,9957,46811,38997,60770,88064,43872,2420,38479,80106,56265,39375,40329,26380,59943,108209,38263,47767,26437,315,62992,106841,36750,48021,26064,266,34491,77144,54994,42558,42429,29318,25455,31005,74550,97321,45906,6697,11989,54769,47341,65731,92165,8939,49133,22751,17002,25888,60724,105436,49970,80676,44559,23811,16682,65236
197,2,3,2,3,2,2,0,90,852,6975,73074,91286,0,420,4962,24675,107947,34273,92,9798,34362,77534,43902,6589,8471,10472,26786,71764,48145,6639,7847,38769,64511,42502,14341,4307,17752,80832,61476,10920,1291,6,17947,83065,58370,11588,1299,8,5782,30634,54899,51277,22373,7312,3002,2962,11828,43589,103732,7164,11972,20892,49460,61023,24444,4486,6,1016,5132,17880,71453,76790,17466,56232,56034,28148,10278,4119
198,2,1,1,2,2,2,0,81,989,4339,41484,65146,0,405,3448,20937,66193,21056,106,9621,29859,44742,23538,4173,2338,3083,9550,33711,49141,14216,5987,28911,38536,25927,9810,2868,19387,50417,36060,5930,245,0,19703,51040,35113,5938,245,0,5815,28029,34482,26654,12660,4399,1374,831,5913,28959,69126,5836,4009,8469,24871,39523,28542,6625,4,669,3922,12175,44609,50660,20636,40131,31808,12551,4738,2175
199,2,1,1,2,2,2,31,2737,23275,124413,241195,108314,223,12255,72933,151063,188562,74929,2103,63062,105071,124208,119868,85653,53331,48833,67789,139451,155850,34711,23877,72291,91788,91166,100525,120318,33027,120850,120215,124858,99622,1393,34707,120887,116474,126881,99733,1283,22105,69198,88246,87482,100975,131959,22835,31475,63829,138426,182774,60626,71575,137549,84427,89556,97379,19479,117897,63379,53940,79049,110121,75579,48573,94120,82321,59902,46727,168322
200,2,1,1,1,2,1,338,17984,130830,305086,240768,52960,2858,97373,172131,222202,193146,60256,23209,88355,165957,188284,199382,82779,212565,166762,134785,136506,83282,14066,50580,59261,97638,162246,237853,140388,38387,74957,108593,256175,257535,12319,39198,76193,105324,259753,256413,11085,42914,53615,98660,153533,238340,160904,113560,129358,133149,171660,158551,41688,125713,271322,197102,91860,53204,8765,207002,152596,123745,111554,86213,66856,49413,47005,67783,106960,157660,319145
201,2,1,1,2,1,2,0,332,2327,11297,63481,206974,3,334,2128,7801,64343,209802,40,1328,5943,23921,174285,78894,2055,4051,12398,53584,170136,42187,2093,7957,23260,73983,136693,40425,0,1099,22577,64551,149040,47144,0,1089,21851,64897,149755,46819,1563,7582,19563,56890,127868,70945,534,870,4722,29581,156889,91815,15183,104182,120261,38205,6098,482,419,13715,54049,94596,91288,30344,3296,23766,75060,102763,64578,14948
203,2,1,1,2,1,1,3579,55759,28932,49807,263660,185133,45541,44253,45242,173628,209324,69506,73762,57537,171056,201290,69041,15369,163782,179131,146873,72241,23703,2790,126252,213380,157936,64692,22442,4689,249980,247260,78984,12190,1242,47,249928,248532,77435,12558,1211,39,109364,170651,157039,94467,43366,14221,92673,77626,169420,164724,72654,9784,51078,105681,153475,148998,99559,29209,329,3113,12425,43983,170460,356910,95221,181609,146363,99823,45111,20147
204,2,1,1,2,1,1,0,0,439,28359,257370,156392,2,753,12686,118818,218593,91524,66,5867,75641,279480,77508,3637,18868,71087,189960,125728,34869,1499,33363,182505,165603,50380,8924,702,82747,228858,106291,20203,2969,150,81261,226050,109348,21369,3047,143,22342,144068,165666,80911,25178,3507,6494,13184,57430,182894,180807,2778,13957,62516,201697,149775,13964,102,1,156,1904,14714,135233,289280,47059,182994,145810,50372,11949,2879
205,2,1,1,2,1,1,0,0,53,3636,23588,5054,0,4,1638,13178,15055,2456,0,431,11730,15381,4472,317,650,4446,16350,9965,915,5,745,8761,14120,6250,2230,225,2035,22559,5574,1758,387,18,1791,22469,5822,1858,375,16,357,8230,12988,6416,3505,835,116,624,4818,16277,10297,199,869,4049,9880,15904,1629,0,0,126,1021,4431,16659,10094,779,10827,12481,5279,2173,792
