census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13
58,3,2,3,1,3,2,131856,30547,15332,7556,3372,2243,1493,1181,1172,900,1152,1613,14768,117841,28305,15004,8712,6765,5150,3337,3744,2304,2715,2473,3333,13605,96734,26873,16852,11602,8246,6910,6058,5211,5213,4897,5579,6592,12627,89957,19188,10196,8411,7137,6325,7209,6965,8545,9752,10747,10652,18408,85447,22157,12615,10145,8514,7841,8103,8379,9030,9205,10129,9877,12282,164103,34042,6359,2871,1988,1370,910,609,522,361,294,291,93,163373,35949,5554,3032,1583,1158,1006,684,381,410,366,238,79,75482,23479,17416,12878,10563,9348,8990,8450,8314,9063,10225,11165,8285,109116,19334,11014,10236,6828,5761,6027,5352,6654,5756,7020,8125,12556,27682,8447,6752,7610,7777,7856,8147,9503,12719,17392,26319,37184,36000,60235,17623,11869,9170,7523,6337,5857,6095,6302,7078,8041,12675,54302,39806,33495,23270,16666,13660,11862,10432,9997,8557,7669,6042,6429,25395
59,3,3,3,1,3,2,182562,84145,57940,43066,21015,17200,12543,7187,3351,2188,1817,1762,15479,196206,78769,47788,37838,19766,16700,9733,13373,5011,4075,2996,3033,14982,159096,73580,61746,31822,27100,22453,20034,11657,10127,7400,5777,5233,14256,165623,50328,28091,20769,18501,15374,18583,18764,17945,23075,22944,23519,26783,165856,45703,29336,27034,23894,23455,24704,25867,23738,20226,17698,13038,9785,238887,137818,31368,13969,10064,6818,4425,2881,2293,1256,410,156,7,234112,149435,27136,14413,7737,5701,4990,3009,1795,1428,481,108,7,146369,49149,42473,32611,30283,28435,27712,23862,19742,18449,15105,10557,5578,210552,47314,30636,24593,21790,14560,19925,12849,18120,12920,12853,10606,13608,27783,7879,7558,9138,11989,16289,21327,29079,39738,57793,81325,90778,49605,75116,46380,36184,28626,22351,18463,16462,16205,16031,17478,21408,32509,103043,81460,62249,51383,45246,40568,35793,29236,26910,20754,16047,11850,10280,18501
60,3,3,3,3,3,3,64362,57402,67507,38519,25572,21008,19127,18133,11848,13851,10639,6595,2852,82044,91276,40572,30151,22191,19609,15479,21793,12388,9989,6630,4483,810,91644,70944,46037,24371,24708,21415,22993,16567,16038,11347,7486,3814,51,75289,54812,51214,46382,32895,20570,16847,13253,9882,10625,9879,9414,6353,110316,49644,26621,25037,23203,22876,22055,21336,18623,15678,11392,6949,3685,72967,151812,51581,24975,18324,12304,8758,6132,5201,3153,1290,713,205,71148,163065,46208,26016,14316,10122,9814,6609,4279,3519,1583,550,186,108539,41820,30206,23152,22169,22672,24142,23890,20032,18376,15102,6682,633,110443,70643,34491,25751,26215,16729,21720,12856,13950,8928,8666,6632,391,6026,8134,9115,12075,16062,20566,24697,28431,33609,40498,51198,75306,31698,23657,18955,18371,17841,16986,16910,17658,19604,23223,26662,34846,68767,53935,63750,52350,34223,29169,27980,27952,27370,27605,23062,17482,12274,8703,5495
61,3,3,3,1,3,2,182030,185219,107239,56040,36125,19297,13402,12083,7947,5351,4197,1804,1246,231275,171571,84843,49087,31291,19705,13227,13457,6505,5359,3257,1757,654,202504,164223,97034,46664,32510,23269,19603,14802,12822,9295,6125,2941,199,196062,92121,55267,42342,33997,27839,28317,26127,25118,29033,28969,27977,18822,214882,102392,56037,41542,34117,30482,28353,27064,26394,23679,21826,16205,9018,295703,213226,50311,27530,19378,10155,6116,3797,2851,1559,820,467,78,290348,226810,45854,29731,14294,8446,7048,4035,2312,1735,964,341,73,201897,106377,72413,47778,38298,32163,28737,25818,23232,21994,18649,11977,2658,261572,99857,59655,51086,33977,23163,22427,18328,19637,15072,15997,10613,607,13017,6919,7430,10698,15207,22596,30542,42350,58772,82396,116544,147770,77750,82080,46091,36740,31631,28271,26374,26595,28649,33541,39040,50243,78065,124668,107176,123524,83077,63887,52211,43661,36229,32199,26806,21828,16288,13189,11915
62,3,2,3,1,3,2,399965,125823,58498,34334,18435,17745,13438,12618,14527,13221,14858,22144,94624,343002,109860,56857,32494,27226,21392,17339,21051,16776,21804,26856,46910,98663,271858,96257,59910,40586,29246,26462,24145,25889,26741,30207,42812,72243,93874,383380,67032,37525,28681,23784,22032,22173,26055,27289,32270,36610,42382,91017,326090,61177,36625,31150,29938,29377,29335,33090,34768,40058,47507,51890,89225,667636,118361,24481,11233,7615,4914,2853,1526,982,447,129,44,9,666179,124164,21693,11768,5886,4123,3291,1605,841,482,153,35,10,270981,62269,49323,40415,34871,32867,31740,31892,35232,42273,54786,71868,81713,379521,57153,37457,33776,23618,24600,21268,23973,26091,29661,39115,55821,88176,301779,71065,38676,33597,29007,26544,25953,29108,35881,48219,64949,76557,58895,210388,51564,37060,29029,25116,22212,22503,22557,25269,28648,33512,52497,279875,161681,67967,53630,44062,40411,38158,35236,40034,39358,40879,40247,49168,189399
63,3,2,3,1,3,2,154197,49728,19481,8464,3731,3298,1973,1305,1562,1125,1336,2164,16081,135104,50517,20448,10803,7592,4527,3132,3667,2746,2910,3278,4964,14757,109733,44371,26737,15562,10103,8215,6334,5666,4720,4549,5774,8915,13766,110228,23552,13176,10376,8511,8750,8676,10546,10809,13458,13468,14374,18521,103776,25805,15654,12630,11952,11411,10089,11443,10940,11861,12138,11330,15416,224230,34781,3120,1089,610,341,182,66,16,10,0,0,0,224083,35458,2681,1142,483,295,208,71,13,11,0,0,0,88771,27236,23589,16791,15069,13266,11918,11468,11035,10735,11262,11313,11992,129329,23539,16777,13309,8705,11922,7349,6665,7804,7829,7845,9489,13883,29246,9991,8313,9449,7920,7942,10486,13714,20003,28679,39234,49932,29536,70262,19440,13819,11081,9309,8060,8225,7252,8318,8741,10378,16385,73175,56683,33391,25236,20346,17625,15882,14298,13777,12091,10349,8850,9038,26879
64,3,3,3,1,3,2,190498,93552,39468,17379,7238,4672,2278,1252,799,439,325,302,343,163275,89338,40920,20948,15738,9343,6646,5165,2945,2144,1167,693,223,127459,78476,48190,28317,18679,16090,12093,10305,7922,5894,3671,1347,102,122982,42298,23470,18990,15416,14741,15135,16408,16832,19317,19602,19701,13653,112595,42858,26202,21077,19257,18527,17515,19090,19111,19905,20178,15382,6848,194344,116715,23009,10158,6528,3859,2214,1019,547,131,11,9,1,193668,121389,20310,10528,5112,3290,2520,1111,442,152,14,8,1,99106,43047,36951,29003,24889,21808,20277,18704,17826,17877,17072,10420,1565,161135,42237,27135,22528,15987,17267,12867,14127,13620,13528,11836,5934,344,1028,2619,3117,4402,7659,12550,18929,25857,35209,49089,69746,87863,40477,77502,36541,26952,21054,17705,14891,14763,13893,14832,15325,17910,27198,59978,58941,50163,38326,32170,28802,26887,24834,23280,20494,16960,13247,11992,12448
65,3,1,3,1,2,2,113546,51646,12403,4888,1933,1247,776,638,422,467,415,537,964,100329,50062,16629,7200,5017,2957,2224,1472,994,825,669,899,605,83566,50466,20193,10540,6898,5160,3664,3330,2063,1719,1103,992,188,49498,25485,14899,11452,10662,9178,10092,10330,10070,11536,10844,10031,5805,59772,34381,19403,12823,10996,9312,8424,8108,7582,7548,6623,4130,780,44885,87166,25948,12767,7450,4764,2926,1883,1293,561,158,72,9,44043,92454,23234,13055,5715,4038,3360,2014,1075,641,184,60,9,60843,35899,22047,14734,11351,9137,7880,6922,6319,6069,5462,2903,316,80092,29728,18124,13793,10069,8305,6468,7331,5676,4795,3802,1584,115,1612,1042,830,1046,1546,2419,3853,6368,10578,17405,30518,59352,53313,26031,17051,13873,12075,10793,9847,9977,10412,11568,12481,14110,18524,23140,33486,46947,26968,17582,13859,11642,9923,8529,6992,5477,3914,2914,1649
66,3,3,3,3,3,3,198960,135212,57920,29513,15269,9324,6935,5199,3239,3327,2961,3177,5463,194574,143456,49533,26699,19038,11172,7396,5377,3925,3636,3689,5151,2853,165424,151572,60669,33610,20133,12608,8214,6482,4867,3935,3422,4172,1391,60636,47696,42377,43240,45236,40545,41288,37624,33334,31447,24986,18217,9873,108419,129386,65097,35115,31559,27618,23963,18399,14256,10576,7519,3964,628,62383,185418,96513,39600,40671,25603,11966,6225,4358,2431,884,385,62,61472,197827,87690,44604,33714,22246,14415,6769,3681,2667,1068,299,47,131023,137280,53084,34228,29454,24908,20040,15522,10971,8289,6473,4065,1162,122624,109085,63372,42575,31078,27618,22067,19840,15418,10245,6969,4478,1130,4761,3719,2677,2608,3236,4613,6576,10442,18162,35670,75424,165067,143544,22780,24121,24758,25627,27367,29969,37321,48090,56355,53983,51322,48837,25967,77504,147772,78712,49280,35180,26978,20189,14534,10104,7151,4952,2992,1151
67,2,3,3,1,2,3,329,12142,39393,32095,33559,39721,48266,43065,25947,19078,10906,7209,4284,2637,43181,32090,26258,38236,46837,41964,33077,20441,14961,8895,5271,2146,8879,48704,36023,42840,47933,44078,32122,23634,13952,9200,4508,3144,977,15593,27259,49844,53256,49295,37737,33675,23394,13934,7871,2970,990,176,22808,40211,39585,45934,49233,41670,31172,21393,12601,6506,3267,1382,232,15,22961,40551,55604,78564,59541,31235,14860,8457,2978,839,320,69,13,26590,38728,66061,67207,52407,37342,16174,6673,3472,1013,249,65,29363,36260,35315,40944,42104,36854,31861,25560,17623,10554,5539,3018,999,19125,37958,38482,47587,46779,43059,30586,25562,13933,6848,3187,2353,535,11431,5799,7513,11969,18392,25869,33458,39433,42278,40349,37377,33592,8534,384,1727,3703,6408,10313,15364,22849,33181,46666,54669,52827,48356,19547,17541,33632,36380,41943,44602,42756,35515,26088,17006,9588,5472,3684,1787
68,2,3,3,3,2,3,0,3067,7078,5058,6899,4568,5048,11470,13491,51835,112265,44291,11303,2022,10866,8893,9787,11889,10161,17701,58493,53519,41656,32827,14614,3945,3645,13140,21636,15611,41505,41637,45731,28194,25405,19172,12013,7422,1262,11334,46047,62526,64022,41903,23530,14798,6066,2998,1997,886,233,33,12558,23237,36863,46062,39351,34588,26901,20637,14341,10098,8122,3466,149,22742,137943,46497,17949,21749,14351,8366,3674,1893,820,287,100,2,20840,152004,37350,18876,18417,12459,9512,4009,1629,869,321,85,2,10551,19908,37651,33772,34314,31902,28124,24087,18079,15234,11460,8708,2583,9794,17232,22703,33807,54705,31942,44563,23612,19152,8482,5373,4280,728,8668,13603,18510,24710,30147,36688,43066,35982,25703,18793,12769,7445,289,64,454,1445,3108,4910,7539,10893,16458,25270,39126,58768,85523,22815,3801,11365,22422,35113,40908,39983,33310,28006,21005,14304,9879,10160,6117
69,3,3,3,3,3,3,2802,12590,17167,9548,7139,7854,11152,11348,8679,5254,3384,1814,279,2288,14731,14981,8322,6658,7713,8754,10115,9726,8079,5833,1661,149,1062,12022,15905,9618,7349,7214,8240,9509,10355,9922,5890,1859,65,2799,11065,9461,9811,10987,11783,12323,11640,9251,6039,2687,778,386,1629,9292,10687,12017,12252,12751,11884,10816,8696,5817,2731,429,9,8,2790,6200,8849,16727,20339,17995,13927,8763,2982,389,40,1,9,3343,6150,10435,14554,16941,20234,15349,8179,3383,407,25,1,902,6191,13201,12380,10317,8630,9286,10765,10847,8877,5593,1895,126,4365,11945,9866,8970,8409,8966,10578,10807,10884,8498,4585,1111,26,435,2234,4016,6593,8790,9814,10213,10704,11299,12585,12544,8551,1232,44,630,2629,5369,8089,11028,13274,15039,15528,13176,8893,4704,607,377,2525,9453,16625,16059,15024,13982,11710,7846,3894,1299,191,25
70,3,3,3,3,2,3,0,0,153,2724,10139,23779,39162,39944,29349,17467,7937,4589,557,0,10,950,3410,7832,17269,29086,37737,35201,26510,13058,4478,259,0,175,2216,6043,11605,17351,23609,30196,35672,31231,14238,3339,125,497,4323,11904,19981,24418,26790,27556,24757,18254,10911,4750,1413,246,374,2407,6754,13729,24130,34294,36626,29075,17231,7935,2805,421,19,0,0,67,5377,31117,55136,40805,23630,14588,4080,852,148,0,0,0,118,8747,29604,45562,46191,26207,13664,4693,916,98,0,113,993,3774,7532,13018,20933,29153,33316,30735,22369,11060,2563,241,160,1082,3697,7838,13785,21568,28807,32398,31607,22162,10290,2315,91,501,4760,13818,22715,27126,27581,25361,21865,17102,10337,3861,746,27,2,59,624,2087,5255,10206,17862,27763,36765,37059,26706,10459,953,165,1936,8295,19118,28967,33974,32022,24716,15938,7470,2608,554,37
71,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,4,5,0,0,0,0,0,0,0,6,6,4,0,9,3,31,4,4,3,1,2,1,2,1,0,0,0,0,3,34,4,5,7,5,7,6,4,2,0,0,0,0,0,0,1,15,15,10,5,1,1,0,0,0,0,0,0,3,17,22,7,5,0,2,0,0,0,0,0,2,2,6,16,40,34,16,24,29,36,5,59,51,11,8,5,4,14,3,14,11,14,38,13,33,2,0,0,0,0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,1,1,8,32,9,6,4,0,41
72,3,3,3,3,2,3,0,11,1319,2637,6248,18153,35085,47507,37206,20863,7886,4389,630,0,164,1103,1259,2711,9300,23647,40231,45691,38591,14712,4411,114,0,477,1475,3358,8248,14796,22990,31873,43652,39367,13757,1902,39,815,8309,15612,20290,22455,23005,24529,22802,18759,13373,7874,3349,762,465,1805,5157,12663,24696,36800,41624,33161,17559,6217,1478,280,29,0,3,122,2976,32851,63628,47135,20927,10908,3023,310,50,1,0,8,138,6640,30941,51756,54935,23571,10030,3555,332,28,0,218,1164,2720,5620,10810,19215,29999,38104,37685,25802,9330,1192,75,230,975,2765,6602,13110,20821,29410,35420,34617,24711,11502,1705,66,285,3829,16437,30491,33537,28130,22105,17768,13990,9617,4629,1017,99,6,72,338,925,2586,6495,13788,25809,41491,46251,32409,10817,947,222,2101,8261,18636,29563,35549,34412,26045,16286,7285,2618,793,163
73,3,2,3,2,2,3,0,3,2336,3465,6279,13421,24497,39853,52654,60918,43249,17122,2193,0,336,1886,1495,1557,3734,10583,24496,52504,79160,73356,16582,301,0,1055,2417,1719,3584,8058,17043,29499,53859,86038,57358,5265,95,1314,5920,10479,15053,19522,25886,32888,40586,44745,40981,22149,5748,719,862,2500,6382,11264,20273,32647,44633,58691,53184,27908,6329,1189,128,0,0,2,3185,39532,79337,67254,37516,25451,10401,2615,691,6,0,0,4,8126,37083,64424,77873,41282,21845,11848,2960,537,8,466,2230,3241,5179,10748,19770,28949,40754,55250,58035,35965,5084,319,373,901,1467,2142,4290,8689,19790,42779,70573,68869,40592,5356,169,591,6798,27274,50072,55319,43781,30576,21239,15265,9383,3781,1711,200,8,68,722,2457,6896,15713,27256,40263,52489,55339,42156,20444,2179,643,4107,11319,21933,35516,46852,50112,42418,29620,15389,5598,2039,444
74,3,3,3,3,2,3,0,0,564,2980,7487,18029,34966,52638,59952,59925,41955,22196,4173,0,10,331,942,2115,6824,17732,38077,70356,86150,65706,15682,940,0,70,997,3983,10852,19231,31400,42840,66761,81199,42160,5280,92,3224,11800,19199,26253,30400,35886,39219,43721,42612,33080,15340,3646,485,1636,3849,14675,25804,42349,52237,53649,53328,37240,15781,3573,675,69,0,10,218,4149,46336,83773,74276,48724,32535,11296,2669,767,112,0,16,279,10390,44027,68820,85198,52924,26336,13249,2944,564,118,694,1824,6667,12986,22378,35720,44062,52153,57047,46601,21258,3260,215,964,1260,2591,6996,14844,27072,42914,61325,70733,49398,23253,3402,113,2958,12214,28108,45097,55812,52079,41843,30094,20747,11575,3664,625,49,7,66,395,1505,4103,9670,17747,30235,47508,62863,69804,54239,6723,581,5978,20657,36712,49013,55056,52065,40036,26120,12111,4688,1568,280
75,3,3,3,3,2,3,0,1,80,624,3934,7885,11530,15939,19675,27501,27578,21910,4540,0,15,140,451,1496,3530,9861,17494,30202,31027,31390,14730,861,0,24,425,2441,9081,18429,21105,22016,23224,21529,17086,5731,106,2209,3326,4431,6680,10468,15614,18677,22381,26651,19136,9519,1918,187,1059,6331,20880,21076,19333,18383,17920,15080,11299,6288,2772,749,27,0,0,0,202,7530,17260,24202,29666,31310,19389,8833,2535,270,0,0,0,785,7649,14054,27057,32577,25703,21511,9898,1704,259,352,1026,8702,19662,20525,17791,16535,15965,15773,12463,8848,3308,247,700,965,1238,1846,3720,7868,13851,23579,30822,33074,19992,3437,105,3014,6181,7899,11639,15807,18720,21485,22603,20403,10725,2465,241,15,7,54,206,630,1326,2342,4481,8321,13269,18703,28682,49144,14032,557,12867,27035,23364,19574,17501,14623,10754,7899,4428,1916,599,80
76,3,3,3,3,2,3,0,0,398,3065,8666,9634,17017,23129,32171,54765,57098,36319,5492,0,0,143,867,2833,7187,17264,29318,53678,53089,53270,29339,766,0,5,331,4611,15086,27142,32358,36193,40862,40063,36506,14377,220,1940,3229,7701,14112,22667,35227,39625,44127,44509,24521,8806,1220,70,1328,5982,22908,29126,30738,32753,35097,30939,26745,18987,10456,2600,95,0,0,7,180,5228,16327,30990,45662,65675,49217,26478,7820,170,0,0,9,534,5761,12807,33707,51885,52821,55405,29468,5195,162,408,1217,9663,22920,28622,29237,31024,30569,31964,27577,22587,11039,927,662,1029,1331,2372,5639,12573,24113,41879,54297,59696,37007,7024,132,2518,12356,19859,27630,32981,35456,37992,36589,27905,12091,2177,194,6,18,153,697,2164,5095,8771,14489,22373,30628,39661,51427,63187,9091,582,8201,30256,36862,36755,35209,31400,25387,19812,13217,6669,2856,548
77,3,2,3,2,2,3,0,24,3812,12404,23451,21893,42237,46958,46993,58372,38992,15717,1249,0,21,825,2853,7749,19111,31869,46597,80886,63516,43039,15355,281,0,262,2321,8140,21253,38367,48287,51442,57364,43162,31040,10356,108,1311,1348,3242,7304,13068,23393,31840,44250,64871,61007,43151,14920,2397,1201,3459,17517,29935,40274,51713,57533,44910,33030,20890,9416,2093,131,0,102,163,2051,29347,46792,48651,66537,70882,28006,13042,6333,196,0,109,173,5704,29569,38613,54160,74524,55831,33208,15511,4546,154,451,1152,7187,25564,42408,42706,41427,38307,39717,34593,27882,10012,696,717,736,853,1305,2981,8900,19680,40022,59418,78744,84491,14042,213,372,5298,12898,20225,29856,39171,49326,53344,48194,32848,15627,4384,559,10,169,1190,3466,9319,18206,29614,40377,50215,51970,54404,49025,4137,1247,11470,43634,59933,57162,47876,36604,23303,15727,9776,4102,1164,104
78,3,2,3,2,2,3,0,5,4073,10231,18997,28191,50421,49712,48316,32819,21823,11662,1139,0,1,1833,6968,19465,35477,53055,44814,42752,33708,24314,14595,407,0,1272,18634,29984,36711,42913,39669,39066,27426,17281,14402,9853,178,196,472,913,1804,2703,4858,7598,13340,22048,41057,69647,79900,32853,525,18119,36057,32917,39750,41343,37791,28002,17927,12864,8504,3329,261,0,169,1625,19520,89275,79988,40300,22639,14381,6607,2221,587,77,0,236,2171,34284,84883,64830,45097,23997,11558,7343,2459,465,66,231,15070,38010,48290,46876,36511,26731,19846,14165,11610,11391,7415,1243,85,155,373,595,968,2567,5002,11595,27474,65926,125658,36507,484,138,1879,5334,6670,8468,12011,18411,27653,39335,52317,58021,39500,7652,9,67,455,2091,7237,14999,23565,32125,40364,42448,46052,58304,9673,23416,58497,61558,49051,32886,19785,11424,7600,6252,4553,1878,468,21
79,3,2,3,2,2,3,0,5,1889,4431,14065,31497,69253,69376,85406,66900,76834,53276,16411,0,0,1396,11770,36953,49406,72384,52352,65495,68497,61479,59085,10526,0,1169,24511,44242,56097,72357,59142,63128,45245,36214,37473,43683,6082,669,513,552,613,882,1278,1895,3334,7454,22463,70477,215422,163791,980,13668,33661,27577,37982,63462,83746,71887,52613,41277,32350,24219,5921,0,21,4024,26876,80929,130632,100160,62635,47647,23976,9835,2449,159,0,32,5540,38103,78396,111139,111701,66549,37576,27392,10995,1781,139,559,12145,42936,65542,80356,68076,50471,41215,30146,25873,27114,30867,14043,281,332,453,491,573,1332,2363,6009,17127,73078,243242,132796,11266,891,9255,17133,15225,15000,17040,22905,33216,51892,83330,115629,95558,12269,29,146,1129,7321,26837,54428,79660,85818,79895,58910,47509,41777,5884,37581,83410,99147,82125,58112,38679,26398,19119,16301,15098,10213,3078,82
80,3,2,3,2,2,3,0,10,2247,10482,19910,19991,35882,46521,63002,83679,90038,91119,20108,0,0,401,2904,8749,20910,41952,51849,77143,81220,81964,102368,13529,0,125,2846,11672,24546,40972,49165,60418,69865,67385,67939,80970,7086,933,1276,3748,7813,11504,16391,21858,32044,58371,94587,129130,93067,12267,778,2355,10849,18381,33307,61843,86779,78211,63371,50402,40833,31333,4547,0,525,2532,12699,44984,68933,73042,77200,96914,54588,28130,17654,5788,0,653,3038,19775,42565,56429,79162,85862,82330,60957,31289,15195,5734,301,1055,9650,27625,40187,50718,56319,60372,62561,54353,52572,49986,17290,402,438,489,878,2583,8691,16545,29517,42514,81185,172187,117228,10332,1076,25722,46047,43025,45002,50625,58073,61672,59188,49751,32358,9705,745,8,104,911,4856,18192,37819,59108,85882,104968,88141,54058,25987,2955,1788,15113,42679,71221,84358,77109,61354,43063,34272,28341,17757,5650,284
81,3,2,3,2,2,2,0,5,604,3415,7481,7761,21918,40389,67974,128768,135619,105798,9486,0,8,153,553,1960,5454,11128,18862,45016,66766,131494,232801,15023,0,21,333,1833,4650,9203,15247,23298,40358,57919,115076,243472,17808,781,1048,1853,3245,5811,10370,14582,22429,50029,88223,169132,145668,16047,547,580,1716,3789,7295,14529,28116,37457,63705,111469,146911,99010,14094,0,2,44,505,2204,7377,19718,43848,92221,98828,103147,115935,45389,0,3,50,766,2133,5678,20830,52353,73362,106428,123534,99747,44334,192,281,856,2770,6077,10716,18071,26790,44182,75324,132907,165669,45383,421,484,531,691,1555,4102,6603,12004,17497,34504,145668,285189,19969,1167,53264,119463,99132,75692,60234,47553,34692,22397,11172,3705,719,28,19,1011,11133,46224,87331,105554,100144,75433,51530,29896,14778,5188,977,280,1639,6228,15437,31153,53927,83331,96226,94450,80813,48391,16451,892
82,3,3,3,3,2,3,0,4,910,4007,10377,9141,19098,22340,25861,39363,38790,25418,1934,0,4,284,1028,2554,6550,14077,21490,42431,40058,42074,26035,658,0,21,560,4623,11988,18306,22378,25757,32278,30341,31603,19014,374,1257,1757,4045,9870,17718,29043,31061,32197,36054,22838,10083,1235,85,1024,2624,11517,15454,18118,22852,29317,27499,27493,22165,14760,4275,145,0,2,2,37,1200,7809,18986,30229,61896,42053,24050,10002,977,0,2,1,99,1414,6412,20848,34768,48617,49295,27651,7245,891,395,668,4345,11551,15622,18095,22149,24054,28431,28038,26271,16268,1356,726,747,877,1734,4636,11742,20408,30662,32585,36633,42059,14184,250,1111,11066,19583,24108,27204,28466,29443,26523,19501,8599,1515,120,4,6,167,958,3365,6919,12271,19965,26108,32187,32693,31001,28340,3263,289,2564,13782,21374,26245,30314,30341,25759,20723,14888,7593,2998,373
83,3,3,3,3,2,3,0,2,764,3552,5846,6869,14054,22309,32498,49792,44041,35023,6771,0,9,300,1056,3088,8194,12531,16457,28979,34103,54067,59905,2832,0,63,808,3698,7358,10870,14222,17739,23575,31185,50017,59601,2385,1487,2025,4557,8486,14117,23438,28697,34670,44162,35487,20606,3543,246,1156,1730,6337,8671,10817,13932,19301,23181,32008,38655,43724,21201,808,0,1,44,360,1476,4583,9918,23206,45962,51044,45833,35231,3863,0,2,52,563,1387,3444,10692,27461,36414,55243,53814,28913,3536,518,641,2617,6269,8878,10755,13699,17707,24767,33053,46021,50461,6135,877,662,867,1534,3196,6780,11451,19205,26499,39956,67275,42161,1058,3314,33605,40078,34427,28820,24384,21013,16788,11779,5481,1566,236,30,59,1335,5739,13919,22559,28392,32962,31848,27864,23057,18399,12806,2582,341,1965,7422,11389,14724,19507,25895,30922,34227,33407,25679,14800,1243
84,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,2,1,5,3,8,9,16,5,4,0,1,1,0,0,2,0,5,1,0,0,18,29,6,10,9,17,11,3,6,30,1,0,0,0,0,0,0,0,0,0,0,18,21,12,11,0,0,0,0,0,0,0,0,2,12,32,14,16,0,0,0,0,0,0,9,60,31,25,54,44,78,0,52,37,19,7,7,7,10,7,16,23,48,96,36,0,0,0,0,0,0,0,0,0,0,0,10,190,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,22,13,3,2,0,150
85,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,3,1,10,0,0,0,0,0,0,0,0,0,2,6,7,27,0,0,0,0,0,0,0,0,3,8,7,15,23,23,7,7,6,6,3,0,0,1,2,8,10,4,0,6,18,4,6,10,9,8,1,6,19,4,0,0,0,0,0,0,0,0,0,0,2,6,22,2,0,0,0,0,0,0,0,1,7,7,14,7,4,0,0,0,0,1,5,11,18,20,22,22,38,38,5,22,12,8,10,6,4,6,4,9,15,27,47,66,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,3,7,14,53,13,3,1,1,21
