census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11
113,1,1,2,1,2,2,0,21,197,976,4055,9579,23469,60238,215880,820186,1436477,2,38,97,284,928,2896,7129,16399,51298,581797,1910210,2,64,170,419,1006,2154,4583,9322,27969,378833,2146556,797,1124,1696,2835,4001,6275,12538,27890,92478,521865,1899579,410,261,287,486,956,2320,5959,16595,54846,274917,2214041,0,1,14,82,271,815,3922,14647,54741,285877,2210708,0,1,7,65,270,834,3756,15259,53729,318567,2178590,215,128,243,445,972,2369,5425,12753,41281,244996,2262251,406,229,281,334,507,1015,1869,5645,19662,323202,2217928,687317,1383463,320554,91367,40040,21935,13253,8041,4021,1022,65,40379,347060,568925,626385,533308,322844,99491,20808,7178,2958,1742,123,620,2638,7734,17179,34900,74318,194755,614369,1228404,396038
114,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61,0,0,0,0,0,0,0,0,2,42,103,37,23,8,12,16,19,14,11,27,20,30,0,0,14,36,28,14,37,46,63,22,20,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,2,40,63,112,196,0,1,8,7,23,18,18,25,21,66,261,182,0,0,0,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,1,87,0,0,0,0,4,19,154,90,3,0,90
115,1,1,1,1,1,1,0,423,1033,1923,3054,4812,8689,18882,76706,920525,2132278,69,596,944,1741,1950,2916,4002,7843,20286,389306,2738672,56,514,778,974,1336,2217,3581,7155,22389,433489,2695836,9964,8306,6953,6947,8808,11204,19129,42737,121141,772438,2160698,2820,2689,3171,3783,5096,7411,12401,26569,95471,766370,2242544,0,281,249,689,1007,1596,5341,32313,245597,833253,2047999,0,246,231,586,1090,1692,5146,33605,242248,919113,1964368,1146,689,1375,1876,2906,4462,7274,14742,48512,406137,2679206,3707,3415,3228,2906,3113,3650,4636,8258,23136,316978,2795298,436250,2148003,468229,78916,21693,8869,4085,1627,562,87,4,1109,39416,240944,640152,1104934,785315,250446,62764,22947,13590,6708,847,480,1578,4686,13246,42112,154196,542094,1137968,1070927,200191
116,1,1,2,1,1,1,5,699,2211,4938,8796,29926,69247,150994,297956,404128,221306,76,1005,1998,2960,4799,12048,25939,61870,144902,558010,376599,49,800,2124,3489,5303,11091,18429,40667,109383,541325,457546,4021,3986,4131,4887,6501,10153,16475,36583,101529,384528,617412,2196,1284,1565,2084,3005,5149,11284,29535,97404,351534,685166,0,2,325,740,1138,1859,6377,20926,86069,332450,740320,0,2,196,753,1164,2072,6031,22494,84036,363493,709965,1624,764,1387,2197,3313,6637,13401,29356,86225,351876,693426,2599,1986,2310,2527,3003,4283,5774,13868,50492,480739,622625,46677,359261,282201,185776,124143,80713,54254,34484,17820,4648,229,96567,363274,331202,211240,110228,40199,15024,8686,6643,4105,3038,1276,958,4281,15187,34824,65465,112237,180358,250308,297110,228202
117,2,1,2,1,2,2,5902,22258,33092,58584,76771,105823,97566,83294,57577,21274,8514,7697,23529,30883,38380,53390,67352,73177,80230,88863,93685,13469,5518,19482,26897,34870,40039,49686,56502,72273,95545,142555,27288,18922,17810,16766,19072,23452,32273,43900,65127,101211,142250,89872,10493,9495,9156,11242,15403,25333,43147,70342,112444,156102,107498,299,4769,8138,12308,15183,23115,50637,84420,120929,127222,123635,347,4520,7292,11476,15852,24358,49454,87384,118322,133762,117888,7430,8489,11223,15252,21421,31568,45851,67797,110027,164958,86639,19398,15547,16385,16608,20832,28061,39913,63410,111983,194437,44081,6437,34261,80123,76233,72791,70687,69726,66912,56975,31355,5155,153238,178652,101114,51578,27531,17084,12051,9323,7218,5961,6905,3114,7821,18801,31739,45014,58143,69765,80163,82448,86852,86795
118,1,1,3,1,2,2,2807,23382,27806,36793,51719,81137,133076,230347,338167,350548,101322,6356,21404,21370,23643,33123,49211,73733,115961,251651,628758,151894,4098,16447,18503,20381,24904,35828,51084,86228,177074,714081,228476,17261,18736,19069,21334,28285,37962,66259,124638,281903,542219,219438,9371,7832,8069,9201,12215,18278,32148,66395,143549,376221,693825,1,1280,4896,7855,11434,17131,36036,74879,190964,441488,591140,2,1203,4323,7416,11865,17834,35267,76586,187789,466346,568473,7485,7867,10386,12427,15923,23055,35618,64135,156426,454660,589122,17001,14671,13928,15681,19519,24331,35964,66109,158527,710524,300849,21510,295047,406976,237977,142151,95716,70910,52550,37257,15668,1342,324125,565873,283779,98923,41442,21414,13156,9337,6609,5020,7426,3703,4103,10850,21146,35329,56859,89150,138492,204837,327443,485192
119,3,1,3,1,2,2,681,8078,10118,17777,47070,87053,160096,211388,223284,153527,34883,1964,7780,7472,11654,27210,62424,91802,125272,221078,357234,40065,1184,6420,7069,9879,17120,33367,68037,106932,185917,453737,64293,19115,23559,30214,36066,42362,51496,74250,111484,192231,280744,92434,10521,4606,4567,5524,8622,15491,32320,78446,179024,317256,297578,0,1243,5058,8963,11043,16691,42748,102876,244192,369571,151570,0,1178,4512,8276,11576,17347,41904,105146,238739,390310,134967,8304,4003,5374,6989,10763,17711,30774,61313,157925,416952,233847,13862,8943,11824,18195,28660,38368,55635,83887,154901,425981,113699,12695,117264,309124,213065,126639,77113,47865,29452,16396,4243,99,167974,359030,215631,95672,43496,23161,14476,10295,7319,4873,12028,6548,2341,5372,12908,25815,45516,76315,120592,169194,222492,266862
120,2,1,2,1,2,2,0,1587,4746,5419,8907,20603,74775,158634,235161,250652,50541,739,10552,3115,2922,5848,25795,66020,122013,220938,314551,38532,4639,8524,2869,4714,10001,21330,58979,121166,234926,295760,48117,29748,9866,14430,21660,28924,40998,58979,88338,157852,246755,113475,25153,2879,2519,3128,5294,10172,24462,84763,230585,257769,164301,0,606,11305,15003,9063,9666,22439,62285,171206,317006,192446,0,451,10358,14811,9973,10009,22074,62715,166013,329040,185581,22676,3004,3254,4196,6612,12041,21692,49737,158368,356637,172808,23089,4948,5879,8361,16549,24921,46294,78156,157730,360094,85004,27706,72989,172610,165526,142007,111385,71264,34179,11453,1867,39,63124,204093,194047,140522,85881,45563,24111,12276,7136,5436,28836,20936,2771,5758,14521,35595,73180,109930,131362,137195,147328,132447
121,2,1,2,1,2,2,16,1502,6751,12575,24635,49187,100339,145344,156053,108995,15519,603,7008,11423,13918,25963,56119,87952,105577,144404,156907,11042,376,6309,12125,20998,34551,43490,65078,92092,140218,183042,22637,17792,20000,19493,22935,27479,39817,59232,90469,139973,140938,42788,11042,4148,7266,12910,24808,45105,69947,102471,133220,130076,79923,13,1600,5444,11920,18686,29663,60738,101679,163713,170860,56600,19,1453,4711,10807,18780,30794,60656,102214,159712,180417,51353,9408,5208,8236,11774,21129,42221,63085,92252,149978,168011,49614,12188,7878,10077,13047,18402,27935,48866,81723,152611,217365,30824,12144,69249,100202,103095,94942,82075,70612,53484,28232,6623,258,77271,97322,90070,84281,74734,66464,53908,36180,19838,7785,13063,8106,5508,15568,33958,59511,83668,99791,98978,77381,58787,79660
122,2,1,3,1,2,2,15,1756,15765,47481,112126,158279,239270,250647,199304,113616,25733,239,3966,13998,42980,81641,126137,157663,199508,259770,252272,25818,225,3501,14399,33194,53687,80910,118409,161901,261881,395655,40230,21548,24454,30200,37867,49165,68846,117169,196437,298985,265211,54110,12500,3430,4176,7705,17133,37115,73108,131699,224371,363711,289044,188,7377,12325,16449,26580,44044,106755,203282,345102,322080,79810,236,6759,10904,15467,26377,46641,104951,208887,336709,336465,70596,10081,3154,5423,10865,22135,40710,73015,133308,268769,432494,164038,13426,10276,17229,26458,41177,62187,102732,168944,267398,394190,59975,17397,85855,248268,256195,192376,133395,96302,70791,45148,17310,955,331356,387458,199742,103455,54680,30978,18372,11012,7031,5206,14702,8077,5553,14644,29595,48636,71391,101751,141856,187026,243313,312150
123,2,1,3,1,2,2,9187,35815,59533,71314,83260,80649,77316,56311,33127,17325,9238,11698,23892,38861,50884,69939,74086,66096,74387,66564,47202,9466,6794,14965,22472,38315,45710,59818,66061,83646,97044,88171,10079,20109,22343,28592,33975,47263,53166,74532,89223,93714,55036,15122,11310,8544,8158,12080,19160,31457,49135,75970,113367,137411,66483,74,7242,11588,16211,25918,41438,97037,149083,144934,37800,1750,87,6599,10571,15390,26339,44333,93779,156331,139622,38584,1440,9006,7791,9723,13750,22316,34265,51313,79505,123644,141375,40387,20734,18604,24704,31122,48086,49996,66977,78426,94534,86191,13701,6625,23458,63797,90149,93998,81368,66425,52393,37465,16189,1208,155433,153415,90522,49715,28207,17414,11862,8296,5825,4963,7423,3527,5889,12630,20080,28317,39816,57307,79361,92835,98259,95054
124,2,1,2,1,1,1,0,763,12012,18676,35478,78569,112618,101649,45150,9626,965,303,7753,13281,20385,42059,74029,75286,89908,66271,25248,983,1042,9274,11983,17490,29642,46760,61487,77348,90123,68356,2001,14222,9445,15707,23574,34026,47915,66026,84257,78287,37732,4315,10623,3983,6722,11059,17809,26449,38738,56314,84633,106924,52252,0,786,4982,10057,17474,35051,84687,123256,109943,27212,2058,0,669,4130,9439,18240,37130,81857,129075,106097,27117,1752,8624,3222,6569,11088,18787,29197,41476,60873,93275,112018,30377,12302,6447,11997,19607,34839,43158,62052,74623,87457,60465,2559,8597,15863,55791,76354,75658,65570,52668,38818,20727,5412,48,115950,96749,59861,38063,26334,20160,16757,13795,9754,6326,11757,6682,3572,8960,16950,26537,37919,49515,59232,62034,64518,79585
125,2,1,1,1,1,1,0,890,12053,46804,85117,123025,112574,80877,27362,4328,493,199,6434,30215,54467,71282,84664,91624,85341,54426,14555,316,1058,9016,29467,41005,46598,53182,61197,79159,109538,62596,707,44893,64302,43977,38868,42331,47500,58107,64531,56780,28252,3982,12376,14024,28289,34484,44203,56520,62987,66269,72811,72664,28896,1,7721,11718,17701,28621,42642,78346,106721,125526,61872,12654,5,7305,10326,16500,29438,45443,76593,110162,122897,63356,11498,9493,5154,16715,29842,40202,49036,68477,89758,92613,74450,17783,16215,18024,30463,48349,58925,64564,70781,73191,74746,37579,686,46444,75058,56341,56512,53457,50665,51154,50070,38918,14099,805,75226,70570,54135,46896,44300,45003,45988,43821,34017,18675,14892,9050,15151,25677,32279,38019,42706,50904,64583,73762,70514,70877
126,2,1,3,1,2,2,81,21355,34704,84531,130914,147316,161946,131751,87400,40286,5811,17981,16039,44132,92109,126492,126323,114270,109059,112736,80844,6110,19169,12989,56696,83645,90261,92437,99040,111793,128539,141563,9963,35713,22101,30187,41424,55816,81267,117375,156761,163491,109889,32071,28505,5602,13071,27767,49603,74572,98425,119196,142203,176061,111090,535,65898,64153,64614,85835,98974,146277,148321,115628,45485,10375,830,62407,58862,63085,86077,106459,147516,152030,112714,46702,9413,26304,6521,17877,36782,57961,74037,96039,122320,162174,183410,62670,31767,12521,22648,37413,59190,86523,114938,150981,180196,141002,8916,27854,57004,99535,116260,109965,94712,88301,90874,92740,61429,7421,208307,191575,128248,94061,68630,49811,34835,22687,12605,6135,29201,28066,24373,43207,56696,65556,71770,78597,88040,97406,114628,177756
127,3,3,3,3,3,3,1,1121,5338,10851,20479,43073,103751,154878,154908,104438,12431,48,2982,9342,15811,34846,86489,116278,113060,115752,110571,6090,29,3125,16837,45363,82038,90383,87225,75763,84071,120422,6013,15129,31403,36957,42796,45786,59332,75310,97364,108220,75337,23635,8801,8748,30588,50015,72847,93588,90438,72735,57921,73138,52450,253,42552,52399,52873,59283,66602,91567,82881,80082,63972,18805,455,40694,47633,52101,61763,72057,88803,87128,78006,66324,16305,6884,8648,20534,34052,59182,87096,95589,86516,86006,95529,31233,7781,6258,17818,29567,41657,55380,78490,97862,131108,138009,7339,11736,55199,89127,76155,75800,77268,78996,73728,51984,20104,1172,50769,63764,38260,33205,40370,58579,81915,95378,81955,52835,14239,11453,29710,52465,73870,82510,76580,65099,51449,39067,41055,88011
128,2,1,2,1,2,2,0,0,141,2323,15958,65519,170278,215532,198688,82110,5229,0,408,5504,20350,65084,137555,156241,149725,128566,89964,2381,0,1486,14196,49143,102828,127048,117071,101662,115722,123993,2629,17105,33669,46638,61010,73885,87358,106516,130541,114577,62078,22401,8393,14762,35027,61529,93788,109936,102095,86308,75470,85832,82638,435,61662,105163,123400,116434,119195,117046,62346,31017,16699,2381,696,58854,96776,122408,122312,124893,116325,65246,29463,17054,1751,6555,8160,26001,46237,73039,108305,126664,109174,97576,115259,38808,7647,7924,20278,39483,67804,86235,120730,133088,152304,117477,2808,9157,47450,128497,109912,95849,95095,100457,91523,56806,19318,1714,98031,73744,54716,52549,59025,73836,94417,102725,80437,50755,15543,13344,31925,62681,86359,91599,79832,72032,75609,60447,55154,126795
129,2,1,3,1,1,2,0,447,7250,30123,87226,158047,183823,135783,68392,16817,1750,5,2457,26813,81598,131695,146401,123066,94226,60936,21692,769,9,6281,33275,90633,121130,108390,92513,89890,96712,50110,715,70046,96799,87564,86762,80918,75676,70049,60423,39167,16691,5563,18769,73805,82747,77616,80813,83655,89782,84642,56318,29806,11705,147,42895,70008,76846,83213,92260,127643,104816,60225,27703,3902,268,41042,64722,75428,86847,97882,126885,107182,57994,28301,3107,8723,17298,68654,89272,93152,99302,110657,106806,62709,28334,4751,24660,48601,66839,81365,98764,96813,99768,83306,62824,26088,630,13935,72614,124265,106753,89363,80748,76868,66406,43042,14249,1415,17311,30547,44352,56943,64631,70642,75912,83537,94519,112897,38367,15184,47199,63238,69370,75423,80958,96778,116517,69346,31353,24292
130,2,1,2,1,2,1,14991,126334,147395,171918,201560,197433,199836,146150,79465,24888,4612,33907,104443,127539,129951,181416,179878,164492,179143,142130,67407,4276,32543,80352,85626,108146,120312,146959,160178,194059,214485,165786,6136,55511,71144,79823,86729,113024,127730,177750,216284,218534,134707,33346,35870,35288,35506,44892,61258,89689,125437,176969,246269,302975,160429,176,36642,67857,82793,115436,162141,285802,301327,208174,49923,4311,225,35009,63166,78526,118949,173029,279193,315337,198173,49485,3490,30375,37350,44951,56826,76089,102884,136649,187196,263201,296753,82308,64143,64238,74442,81686,118272,122471,169307,200611,240812,168774,9826,13304,48192,133702,184214,190513,179207,167158,154428,128791,90274,24799,475639,292634,171333,106103,70944,51549,41121,33613,26385,21886,23375,12218,25788,52398,69974,92709,119123,148991,172448,179781,189907,251245
132,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,15,13,2,1,3,2,2,4,3,9,13,22,2,66,9,5,5,2,2,1,1,0,0,0,0,14,25,24,19,8,6,7,2,0,0,0,0,0,0,0,1,7,8,16,2,0,0,0,0,1,1,5,15,17,11,6,0,0,0,2,1,2,9,16,56,78,75,13,9,15,12,11,20,10,21,34,23,64,33,64,7,4,1,0,0,2,0,0,0,40,101,0,0,0,1,1,0,1,2,8,31,0,1,1,3,2,6,42,26,10,10,36
133,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,1,0,3,1,6,79,0,0,0,0,0,0,4,12,11,53,74,58,51,27,15,13,11,5,5,8,3,0,22,48,12,31,44,29,28,9,14,1,0,0,0,0,0,3,18,15,10,8,20,6,0,0,0,0,4,8,20,16,18,16,6,0,2,6,3,13,29,30,66,84,95,15,28,34,28,23,22,22,17,33,47,73,37,198,0,0,0,0,0,0,0,0,0,60,210,0,0,0,0,0,0,0,0,2,115,2,1,1,1,9,41,157,26,7,1,61
134,2,3,2,1,2,2,0,2897,8555,10639,33439,75941,123796,114256,87646,34299,5875,354,8348,12038,18960,52085,113672,125113,84142,54251,24511,3869,1131,16019,43567,96759,89358,84164,71192,50778,29653,13037,1685,4349,10864,24745,50239,77216,129919,111831,63269,21356,3409,146,5576,23227,40445,81229,91291,92414,74999,50240,25592,11210,1120,7148,28495,20012,66937,156946,107391,71843,27188,9103,2123,157,8504,25987,18518,56386,166547,112140,68843,29487,8728,2077,126,5430,27297,57871,73440,75385,76505,65122,52807,38732,20165,4589,1691,8682,20036,32727,54651,100007,124590,104415,38350,10655,1539,4616,10622,19785,32348,50224,72599,96154,110163,79424,19743,1665,429,3968,13048,24908,39338,57118,79760,98905,101472,68371,10026,3692,24368,67922,96502,95924,79377,56392,37302,20534,11077,4253
135,2,3,1,2,1,2,0,0,224,2812,11023,36408,60695,80100,108346,97242,18271,0,14,1361,6973,27370,58014,85527,88084,93466,49638,4674,0,597,15137,47910,69549,74459,78006,66611,46570,15288,994,2648,4509,6895,12847,25066,51123,71104,83577,88188,55970,13194,1029,5003,21117,50502,75129,89542,79649,57070,28300,7291,489,1,3216,16121,36416,107355,117772,83048,37288,12167,1645,92,2,2792,13086,31352,110308,124496,81422,38487,11471,1635,70,339,5022,33756,60497,72631,72557,63438,51670,38239,15055,1917,432,1627,5267,15758,27676,47432,69976,90644,111780,42287,2242,3008,8491,14151,24094,38829,58264,83923,100678,69153,13809,721,14,632,4461,13460,28387,50479,77221,97605,89788,45010,8064,617,20798,73792,98218,84737,59567,38713,23831,10973,3416,459
136,2,3,1,2,1,2,0,389,4243,11463,9906,22806,40877,67881,65174,42870,29021,60,3607,7530,15410,31843,49312,61045,49980,39132,22446,14265,628,7535,23100,42849,60049,50764,41632,28210,20054,16102,3707,3843,9223,16973,26271,38192,48534,53634,42298,26077,19967,9618,2642,14781,35922,59343,67174,52771,34688,18090,6507,2070,642,0,44844,101224,62338,36913,26086,15784,4870,2050,352,169,6,41869,90583,66593,43728,29207,14916,5313,1904,371,140,1222,12822,36428,56167,59597,48700,35203,23409,13932,5251,1899,1655,10435,27373,47711,47355,41920,37920,33030,26340,15474,5417,5838,9655,13435,18278,27088,41407,55106,60661,44713,16728,1721,7,150,982,3442,8013,18192,37816,67162,81098,54181,23587,1829,25692,62850,72200,58802,37131,20326,10359,3905,1242,294
137,2,1,1,2,1,2,0,0,6,297,1834,7948,21236,46286,87589,78976,16124,0,5,511,2283,8955,27741,54663,57528,72594,33123,2893,0,198,4524,30542,47747,52522,52233,40129,24164,7445,792,3933,3906,7529,13493,22775,49774,60471,55384,31802,10346,883,2824,5154,13895,34855,49364,57003,45409,31211,15709,4697,175,0,503,2827,11325,58877,67803,66022,35456,14515,2774,194,0,452,2404,8987,59967,70840,64296,36535,13829,2823,163,1540,6262,22623,35588,43763,47376,39298,30061,22138,10072,1575,726,2689,3908,6375,12380,31753,56444,73654,61905,9871,591,5142,5239,9448,16946,28988,46349,61047,57169,26868,3098,2,20,467,2574,6804,12920,22737,38374,56898,64357,45985,9160,1211,9857,36489,55845,56182,41159,26800,17916,9534,4069,1234
138,2,3,3,3,2,3,0,0,0,2,1,2,0,1,1,0,7,1,0,1,1,1,2,4,2,9,19,23,0,1,0,1,3,3,10,11,19,21,22,65,22,8,1,2,5,6,8,2,0,0,7,31,29,7,13,10,10,17,2,0,0,0,0,0,0,0,5,16,11,4,2,0,0,0,0,0,0,10,12,12,4,2,0,0,0,0,3,11,11,21,32,27,31,11,34,25,14,13,7,3,4,4,26,17,21,104,5,2,0,0,0,0,0,0,0,40,90,0,0,0,0,0,0,1,1,3,74,0,0,0,3,6,18,83,28,8,3,12
139,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,1,5,34,23,31,24,6,6,4,2,7,4,2,5,0,4,13,12,11,21,11,12,18,7,3,0,0,0,2,2,0,2,2,16,6,12,2,0,0,2,2,1,4,13,12,26,8,6,2,2,1,2,7,17,50,70,77,81,20,39,29,47,30,26,17,24,23,39,51,53,78,1,0,0,0,0,0,0,0,0,40,120,0,0,0,0,0,0,0,2,8,26,0,0,0,1,2,11,53,28,11,3,38
140,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,14,3,1,2,4,4,9,11,13,35,16,4,5,3,0,3,4,8,16,26,40,24,78,32,13,8,4,4,6,4,2,3,0,7,20,41,22,23,12,22,9,5,0,0,0,0,0,0,0,1,7,14,24,2,0,0,0,0,0,0,0,10,17,15,8,0,0,0,0,0,1,11,49,33,38,48,2,23,30,31,14,2,3,10,13,9,35,12,134,12,4,8,5,1,2,0,4,0,30,87,3,1,1,3,1,4,5,5,23,81,2,1,4,7,12,20,85,21,11,8,33
141,3,3,3,3,3,3,31,6,6,5,2,2,15,9,5,9,29,20,16,11,5,7,13,10,12,18,27,22,13,11,13,17,11,20,11,32,15,22,17,166,10,1,2,2,6,4,2,2,1,0,96,55,21,18,8,5,5,5,3,1,0,0,0,0,13,25,8,6,12,4,0,0,0,0,0,9,22,11,13,15,2,0,0,23,10,16,35,30,20,52,42,26,18,1,139,39,20,13,9,14,7,9,14,14,9,195,5,4,2,1,1,2,1,1,0,20,80,0,3,0,3,0,3,1,4,11,178,7,4,6,7,12,17,127,30,14,8,40
142,2,1,1,2,1,2,0,0,0,47,785,3902,15093,45145,147105,178476,15548,0,0,49,544,2959,12189,39485,96874,168375,81336,4290,0,26,2664,9867,22352,57395,95038,112903,83973,20071,1812,3780,2894,4082,7255,13564,39117,76536,130306,95376,30546,2645,3143,7664,17901,37529,57645,85344,89256,70418,30431,6255,515,0,423,1303,9404,46313,86939,132632,90573,33543,4473,498,0,396,1127,6982,47521,94198,126483,94395,30265,4297,437,2042,7140,26796,41014,55733,72460,70895,66035,46448,15258,2280,1537,1048,1647,3679,6003,13613,25098,70899,206053,74934,1590,6489,7032,20020,42030,68827,92573,93385,60561,14582,594,8,2,98,951,5194,15618,36522,67041,95420,96132,73563,15560,2005,18149,57921,84658,86438,70235,47543,26089,9160,2892,1011
143,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,1,0,3,4,4,1,3,11,3,42,0,0,0,0,0,0,0,0,0,0,13,17,7,4,1,0,6,1,0,0,0,0,0,0,3,8,5,0,0,0,0,0,0,0,0,2,11,3,4,0,0,0,0,0,0,4,2,5,9,13,15,16,12,1,10,13,10,8,3,4,3,5,11,9,15,45,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,21,7,1,4,30
144,2,1,2,2,1,2,0,0,6,164,882,1971,4372,11671,35216,101610,44427,0,0,45,234,634,1360,2758,8870,39736,130236,16446,0,16,307,997,2254,5061,10030,27380,61375,87282,5617,107,475,606,1043,2289,5445,13180,38307,74995,56542,7330,161,931,2519,4637,9060,17066,30940,43597,52113,37618,1677,1,156,834,4357,10857,13814,22897,35990,48097,44353,18963,1,150,661,3183,11441,14709,22297,37904,46757,46360,16856,80,805,2482,4643,8247,14001,22189,34027,46906,54768,12171,27,36,60,255,634,1873,4822,15516,59036,113318,4742,982,17437,40839,45387,40270,28430,16359,7722,2534,357,2,2,175,1815,8899,22922,36710,40275,36432,29502,19799,3788,282,3021,9642,20331,31343,37871,40333,34177,17815,5154,350
145,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,7,10,17,5,3,3,2,1,2,1,5,2,1,1,6,13,7,6,8,4,6,9,3,0,0,0,0,0,0,2,0,1,1,2,16,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,1,11,26,16,18,26,1,7,9,12,9,7,1,2,9,10,31,26,0,0,0,0,0,0,0,0,0,30,80,0,0,0,0,0,0,0,0,0,9,0,0,1,1,1,7,27,9,2,1,31
146,2,1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,9,0,0,0,0,0,2,3,3,6,9,12,30,9,4,3,5,1,3,1,0,2,5,0,20,15,7,4,8,6,9,2,4,2,0,0,0,0,0,0,0,0,8,17,1,0,0,0,0,0,0,0,0,16,25,1,0,0,0,0,3,23,37,25,29,45,27,26,24,31,7,3,8,10,11,12,39,39,44,1,0,0,0,0,0,0,0,0,40,80,0,0,0,0,0,0,1,1,1,24,0,0,0,2,1,7,41,15,8,4,22
147,2,1,2,2,1,2,0,0,33,127,1154,2336,4112,8559,25510,107496,121906,0,0,98,478,1348,2440,4025,7469,26842,201808,26725,0,91,1180,1871,2206,3997,8707,26470,84392,134857,7462,2086,1354,1358,1815,3528,8028,19233,43330,97824,86613,6064,1563,1137,1605,3296,6422,12717,27321,54297,81836,73557,7482,0,0,38,2890,9034,10462,19986,46114,76903,66170,39636,0,0,19,1975,9508,11046,19305,48495,74556,68914,37415,967,1330,2512,3281,5703,9732,19400,37840,72230,97569,20669,928,447,353,461,788,3250,8228,21747,69775,156667,8589,3581,28189,57946,65595,56827,33890,14962,6427,2477,1257,82,186,934,5774,21278,42526,53747,53984,45033,29150,14186,4435,1085,2371,6056,14093,28632,45332,57021,56701,39735,17769,2438
148,2,1,1,2,1,2,0,0,20,176,814,1767,4085,14166,45826,148527,89309,0,0,39,147,520,1216,3902,13017,54894,214792,16163,0,15,332,921,2834,7387,17305,55642,124205,92638,3411,1136,1659,2349,3652,8086,16412,39394,72281,110186,46013,3522,1332,1899,2645,5357,12838,28097,50141,75162,73538,47520,6161,0,0,3,5339,26020,29483,37250,45076,83683,64623,13213,0,0,0,2932,27218,32233,34603,48794,81694,66351,10865,662,1733,2704,4954,10881,19948,38152,58732,81980,73315,11629,134,530,617,1210,2211,12444,30884,60680,97733,93174,5073,803,18925,49642,73722,78348,50964,22177,7879,1815,391,24,2,324,4824,16955,32927,45634,54757,60195,53332,29343,6397,1027,2938,9628,24650,45413,59423,58947,48997,33172,17076,3419
149,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,6,9,0,0,1,2,0,2,3,5,11,10,8,34,11,4,0,1,2,3,1,0,0,0,7,29,7,8,11,3,5,6,1,0,0,0,0,0,0,4,11,7,4,0,0,0,0,0,0,0,1,15,11,5,0,0,0,0,0,0,1,8,29,34,10,29,25,4,34,33,12,9,1,4,7,9,14,23,22,51,0,0,1,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,25,0,1,0,1,4,9,39,11,3,1,30
