census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5
184,2,1,1,2,2,1,0,280,25081,219865,74647,61,10024,140318,151149,18321,2939,168801,108780,33925,5428,6735,15639,75666,171467,50366,75933,138361,77622,25273,2684,244909,67840,6847,277,0,254552,58307,6731,283,0,79362,141285,68736,26554,3936,3548,17651,87375,182061,29238,4645,15728,51471,186224,61805,364,6685,28326,91893,192605,138946,121430,47592,10412,1493
185,2,1,1,1,2,2,0,6,4524,110554,209265,0,1287,50823,230765,41474,220,75487,176443,57103,15096,12686,33575,85565,135942,56581,29792,134375,115802,36896,7484,193489,119353,11019,486,2,211686,101100,11050,513,0,26963,133599,110077,43125,10585,3466,15624,79232,200086,25941,17664,27476,89499,164677,25033,1299,8781,29085,108447,176737,77996,146606,74099,19528,6120
186,2,1,1,2,2,2,0,5,2941,97093,79813,13,3276,44796,122096,9671,1165,71984,84807,20004,1892,7304,19898,49298,74628,28724,37370,85332,46737,9424,989,114806,58638,5802,603,3,125852,47395,5960,643,2,35583,85713,43691,13119,1746,3904,9754,48412,103133,14649,2931,12587,40917,100929,22488,26,1170,7952,49378,121326,69491,77473,26685,5242,961
187,2,1,1,1,1,1,0,24351,124645,168502,9686,19842,69509,188625,45480,3728,54507,203829,59529,7494,1825,60115,49334,86462,104774,26499,151991,125956,40730,7261,1246,254196,70447,2312,229,0,268157,56452,2330,245,0,150554,120214,42454,11659,2303,42448,89797,131660,60893,2386,3910,12434,40906,174674,95260,309,3645,15665,72500,235065,176175,99376,38614,10676,2343
188,2,1,2,1,2,2,0,548,6247,187995,182874,1115,6340,91586,251787,26836,5007,158014,164151,43750,6742,26959,50768,138758,138894,22285,81035,184226,89164,19460,3779,212219,150007,13826,1597,15,246274,115456,14158,1764,12,69652,178136,93047,29985,6844,11669,28659,111700,206823,18813,15076,31012,98533,199533,33510,127,2361,14176,93752,267248,124040,170736,60512,17775,4601
189,2,1,1,2,1,1,0,13,11468,238581,74682,13,5987,160602,147079,11063,929,149894,149574,19260,5087,50277,106649,100788,60627,6403,85355,198645,34524,4132,2088,200784,107424,15785,749,2,214961,93310,15726,746,1,55779,188687,65951,10385,3942,11409,88021,167997,53449,3868,12921,36250,115155,149165,11253,8,311,2757,46603,275065,96540,159305,53984,10417,4498
190,2,1,1,1,2,2,0,7,7184,150909,128287,0,2913,76811,186933,19730,1533,98390,135305,46934,4225,14911,70072,140276,57615,3513,60816,151983,64064,7538,1986,119163,144557,21067,1532,68,148172,115159,21368,1627,61,40041,143929,81869,17206,3342,4221,24311,112047,139502,6306,10678,41060,100083,122472,12094,60,766,5307,61255,218999,80122,134626,57512,11108,3019
191,2,1,1,2,2,2,0,0,1965,62678,412658,0,106,15762,346699,114734,24,29425,266406,167576,13870,13778,52349,218498,177462,15214,36821,209910,179590,43644,7336,118004,330170,27228,1892,7,171857,275984,27466,1990,4,26964,201078,175493,61993,11773,3329,13585,89182,328755,42450,13441,79714,248414,131477,4255,78,2666,18737,138367,317453,73571,244805,121789,29579,7557
192,2,1,2,2,2,2,0,12,2481,78539,108310,4,616,32053,140470,16199,262,26312,118904,40582,3282,7513,30380,107340,42977,1132,21188,92644,61889,11471,2150,35420,145111,8183,606,22,61724,118548,8408,644,18,14027,86563,65970,19396,3386,3152,9315,63156,108041,5678,5742,22474,101763,57581,1782,29,935,7087,60275,121016,30742,99843,46201,10009,2547
193,2,1,1,2,2,2,0,13,11816,116252,207231,21,2631,51323,192701,88636,1196,32256,149678,126740,25442,30491,66299,144698,83510,10314,40564,127029,116888,37971,12860,40082,173208,90134,28147,3741,51124,161949,89822,29029,3388,28674,112509,113733,59679,20717,10638,18573,85304,195210,25587,38821,88227,138151,63580,6533,59,2317,19900,116931,196105,50506,133005,105963,30731,15107
194,2,1,1,2,2,2,0,3,913,47139,401437,0,457,17539,243338,188158,251,42126,195202,192704,19209,10650,29923,119096,231015,58808,44606,170834,164027,62499,7526,78926,288360,79374,2823,9,94249,274053,78287,2894,9,40357,162533,156964,76967,12671,3334,10389,64052,301724,69993,11057,81641,193742,143574,19478,45,2835,20600,126599,299413,106108,199722,110138,28741,4783
195,2,1,1,2,1,2,0,7,3530,158665,214473,3,736,42769,266264,66903,277,50859,199651,112019,13869,22017,48785,176382,122192,7299,46396,148596,132606,40227,8850,58020,247578,58792,11445,840,77217,227737,59198,11868,655,33779,138547,129020,60807,14522,7403,23401,108875,214506,22490,18733,64535,174860,114214,4333,129,3460,21697,122935,228454,59986,176679,104398,27034,8578
196,2,1,1,2,2,2,185,8781,72670,157756,41542,2669,30985,132557,98447,16276,3810,125777,91047,45448,14852,55642,49154,94238,76550,5350,57798,85385,56464,46241,35046,89839,98593,45359,45697,1446,107060,80296,44904,47680,994,53194,83257,56902,48890,38691,31155,47629,116293,74605,11252,20265,65336,64057,106879,24397,55445,23063,23577,55680,123169,69666,82267,38960,21541,68500
197,2,3,2,3,2,2,0,272,2872,54919,114214,5,1334,13639,96541,60758,661,18103,69714,72432,11367,10095,15500,57426,77939,11317,12588,58982,70374,24209,6124,25682,109634,33594,3315,52,29481,105628,33754,3373,41,9210,47701,68258,36847,10261,3279,5546,28209,118377,16866,14862,33333,74658,42058,7366,37,2399,11260,60535,98046,26133,72935,50337,17500,5372
198,2,1,1,2,2,2,0,353,2569,27882,81235,2,1086,11395,61375,38181,521,18600,46203,40180,6535,2704,5203,21798,60756,21578,10393,39838,41202,16465,4141,25102,64448,21550,934,5,29060,60940,21071,966,2,10101,37620,38274,19872,6172,1472,1962,16584,78282,13739,4928,14603,42222,39191,11095,22,1745,7996,38701,63575,28189,47861,25459,7786,2744
199,2,1,1,2,2,2,93,6998,73464,251122,168288,663,25874,143066,216277,114085,7016,96097,143785,141398,111669,63330,61849,118173,201164,55449,35977,96062,111113,113587,143226,48759,155716,143012,144477,8001,61538,142543,142514,146825,6545,33594,93208,105098,112232,155833,28524,45334,116452,217654,92001,110157,133970,101549,118754,35535,134593,67237,76046,122669,99420,66893,111711,84413,59461,177487
200,2,1,1,1,2,1,1008,39065,294443,321540,91910,9176,153037,234951,259244,91558,33309,140026,218219,234521,121891,254595,182263,163143,124688,23277,59854,83098,149035,266147,189832,47148,106750,202447,350677,40944,56359,95158,199128,364707,32614,50801,83006,144931,254472,214756,136037,158756,176190,209716,67267,174998,316648,165872,74093,16355,240830,170255,140820,115536,80525,57481,62936,101699,173152,352698
201,2,1,1,2,1,2,7,729,6873,44777,232025,7,731,5093,34630,243950,247,2378,14897,134513,132376,2559,6869,30237,165786,78960,3015,13198,53210,147033,67955,0,7446,46641,148772,81552,0,7286,45452,156332,75341,2753,11870,41234,125937,102617,698,1372,17502,117678,147161,28637,147697,92969,14267,841,1003,29206,91231,117925,45046,5791,43969,115166,96329,23156
203,2,1,1,2,1,1,11645,60354,35088,219792,259991,61527,40345,115205,267642,102775,85828,97658,247670,135455,21444,202421,205533,131680,43612,5274,160498,256798,126506,37378,8211,296723,248647,40663,3560,110,318282,228010,39736,3585,90,134562,217223,150914,66560,19849,106434,115347,232706,116513,15881,68097,145577,191936,134075,48315,604,6144,28601,139125,412746,133399,207481,148038,73309,26047
204,2,1,1,2,1,1,0,8,6311,204522,231719,44,1771,62010,239795,138756,358,18872,226403,189181,7385,25625,127364,214210,69631,5181,60872,235948,123176,20015,1466,102763,272358,58360,7439,298,115816,259855,57483,7804,260,41262,199447,149592,45581,5790,8166,24280,142026,255023,14092,20957,114872,259574,46276,332,5,524,6781,90726,343252,72462,232245,108098,24314,3944
205,2,1,1,2,1,1,0,0,804,22099,9428,0,62,7697,19564,5008,0,2020,21200,8373,738,905,8768,19629,2998,31,1468,14334,12313,3772,444,3950,23919,3561,859,42,5125,22669,3609,894,34,857,13621,11471,5001,1381,166,1471,12370,17917,407,1286,6600,18101,6335,9,0,370,2641,14526,14794,1674,16006,10149,3445,1057
206,2,1,1,2,1,1,86,397,15455,137215,105107,78,4428,65706,150897,36969,470,39299,150238,65366,2536,15644,96736,110452,32430,2485,25911,124236,85583,20246,1343,90488,134733,27728,4077,87,101344,123130,28164,4385,63,22063,115355,82053,33137,4861,2194,30275,133171,91576,1580,6641,63778,118073,66936,2244,117,1908,16252,88749,149884,31178,117855,79483,24060,4335
207,2,1,1,2,2,1,0,26,33211,265630,86576,7,15218,187844,155548,26826,2910,185933,136316,56428,3856,41514,160514,155929,26649,837,91311,189762,81866,20520,1984,104028,258727,22229,459,0,120520,242381,22064,478,0,89577,189261,78471,24415,3719,8519,102506,219835,52041,2542,10443,57367,133721,176679,7233,115,2619,16996,107219,258494,70947,201859,88422,20535,3680
208,2,1,1,2,1,1,4,2,1,1,6,12,0,6,6,18,11,18,19,29,35,117,14,2,0,0,102,31,19,2,0,27,21,0,0,0,19,21,0,0,0,12,32,53,39,18,121,29,10,7,22,140,0,0,0,30,160,0,0,0,52,0,1,93,66,34
209,2,1,1,2,1,1,10,14808,138409,146884,13915,722,74336,174180,60362,4426,13317,178753,91319,29666,971,65843,158089,77588,11783,723,65269,129897,80111,35109,3640,140694,163204,9518,609,1,165363,138354,9673,635,1,59964,118085,83909,43795,8273,28829,184803,89981,10083,330,9982,50103,100245,136141,17555,6012,21001,50490,116960,119563,45026,113155,91401,46882,17562
210,2,1,1,2,1,1,2441,49630,111668,43240,9507,12661,69661,94281,31778,8105,19220,69040,92511,29494,6221,60333,109625,37013,8505,1010,12706,35250,74261,77953,16316,62358,143325,8875,1928,0,63217,142477,8896,1896,0,11714,33683,70192,79237,21660,49501,107013,46371,9457,4144,15850,54164,85206,46479,14787,33454,85867,57929,26261,12975,8017,21696,53973,76187,56613
211,2,1,1,2,1,1,0,1136,62837,205135,92430,67,19685,153487,163274,25025,2139,130048,163646,60997,4708,86243,177365,79917,16435,1578,49944,133873,125403,46555,5763,137298,210629,12974,634,3,154054,193748,13054,680,2,43523,112757,123204,69130,12924,27413,151433,137953,41968,2771,21321,92977,147174,95495,4571,2459,18672,56325,138174,145908,32630,107180,132911,67851,20966
212,2,1,1,2,1,1,0,3315,73608,149745,113641,69,25762,135511,138844,40123,3440,117167,152274,58972,8456,127569,135535,57273,17203,2729,62514,111665,119835,40414,5881,209920,124578,5588,223,0,222335,111838,5885,251,0,52995,101428,115458,58524,11904,54047,137297,113486,30767,4712,56537,79483,121511,77132,5646,1094,17786,60385,118142,142902,43343,82014,117443,74226,23283
213,2,1,1,2,1,1,0,0,0,0,0,0,0,4,10,21,0,0,11,23,36,116,12,19,7,7,138,60,14,46,1,12,58,10,0,0,26,48,10,0,0,11,46,96,90,65,167,23,41,22,69,85,0,0,0,130,320,0,0,0,45,7,28,112,54,145
214,2,1,1,2,1,1,0,3018,31291,119162,34669,8,15011,98721,62901,11499,5199,111183,53440,16604,1714,36116,60900,62141,27371,1612,55103,92743,30799,7952,1543,29454,142615,15525,545,1,32560,141261,13788,531,0,54050,88119,31534,11167,3270,10191,49884,100037,27465,563,13446,18131,48072,92349,16142,262,3057,8945,48827,127049,50991,89852,34038,9972,3287
215,2,1,1,2,1,1,0,125,66926,160388,28241,33,38487,133881,71727,11552,10218,134272,79472,30458,1260,55926,99291,74679,24264,1520,83455,115635,47713,8563,314,52002,170537,32807,332,2,58483,164061,32782,352,2,78235,114264,47643,14459,1079,13572,65922,130848,44918,420,10302,42674,73290,112212,17202,209,1562,12451,75169,166289,63727,122081,56000,12414,1458
216,2,1,1,2,1,1,0,70,24959,213571,117362,13,8145,108130,193265,46409,591,61982,198134,89233,6022,37086,144675,145401,26154,2646,66472,199116,78441,11313,620,45598,239052,64646,6458,208,52466,232220,64239,6857,180,40344,174658,107609,29987,3364,7038,46496,164864,134193,3371,21357,82446,175944,73249,2966,3,447,6186,70528,278798,55219,200185,78227,19850,2481
217,2,1,1,2,1,1,0,0,1497,118434,108707,0,657,45657,157761,24563,13,29083,130460,64160,4922,26263,86140,97267,17377,1591,33761,128680,58738,6301,1158,53897,127032,43747,3802,160,59878,120653,43961,4010,136,15606,109602,81383,18913,3134,7540,23067,100263,93628,4140,17765,58346,110042,40809,1676,0,112,2166,51511,174849,31647,118699,60778,14337,3177
218,2,1,1,2,2,1,0,0,2092,114099,132470,0,446,34005,176071,38139,38,13119,128985,102846,3673,13194,70423,124799,34789,5456,20738,119646,95466,11367,1444,29062,143436,69879,6008,276,33430,138634,69930,6429,238,13062,101172,105256,26794,2377,3316,15506,85531,136294,8014,7692,68412,143500,26630,2427,5,489,6637,81456,160074,25930,124976,84312,11556,1887
219,2,1,1,2,1,1,0,0,2039,166351,126501,0,388,51303,195929,47271,8,9315,163864,106107,15597,28529,77400,151187,35304,2471,35283,134944,96591,20777,7296,14562,191673,70665,16737,1254,16774,192399,67257,17314,1147,22095,113703,111518,35486,12089,9331,22494,100508,149398,13160,28524,66774,182678,16867,48,34,1242,9442,95776,188397,27378,156925,78921,21803,9864
220,2,1,1,2,1,1,0,1,2895,77864,142711,0,1345,26375,133562,62189,31,16294,106361,86839,13946,30574,84209,79801,26423,2464,34474,102375,70617,11780,4225,16233,114412,74113,17199,1514,20672,109966,73539,17885,1409,19785,74053,88649,33160,7824,5576,27313,81015,96915,12652,25054,74542,102483,20837,555,4,225,2899,45923,174420,25440,110626,65727,15347,6331
221,2,1,1,2,1,1,0,76,27020,157440,139015,4,18925,90365,158744,55513,7852,98469,134745,73503,8982,53776,79601,110969,69603,9602,67757,155991,88201,9845,1757,40157,178008,96827,8444,115,49088,169048,96677,8628,110,59871,127387,105242,27299,3752,13462,35494,116614,148407,9574,26688,63901,110214,103357,19391,3,199,4690,79774,238885,66153,170440,73177,10821,2960
222,2,1,1,2,1,1,0,219,9913,99092,106197,74,6677,52823,96447,59400,1584,46248,85543,67574,14472,54282,54279,57742,41616,7502,36385,100113,68281,8111,2531,26993,115189,64733,8081,425,30408,113249,62981,8455,328,26261,76921,85714,21456,5069,9027,26174,78821,93500,7899,39251,49308,65474,54010,7378,9,99,3735,67094,144484,30814,102778,65232,12420,4177
223,2,1,1,2,1,1,0,2080,16873,75391,71342,124,12543,51005,69783,32231,4276,62470,55484,38976,4480,63892,40604,32694,22760,5736,50252,72013,37286,5797,338,29912,104987,27935,2764,88,34109,101039,27588,2887,63,44114,62798,43126,14118,1530,13976,29837,72352,48015,1506,30265,38315,42943,42354,11809,13,192,3896,40193,121392,42004,63366,47344,11117,1855
224,2,1,1,2,1,1,0,4,2,1,7,0,3,14,24,64,0,2,19,43,55,107,17,2,0,0,64,40,21,1,0,3,15,20,0,0,0,20,18,0,0,0,5,47,76,5,64,35,17,24,0,143,0,0,0,10,30,0,0,0,132,1,6,94,48,4
225,2,1,1,2,1,1,0,0,0,0,0,0,0,1,2,74,0,0,2,28,47,59,6,7,11,8,30,21,15,18,7,0,0,26,2,0,0,6,28,2,0,0,0,48,70,71,88,42,14,37,99,97,0,0,0,20,20,0,0,0,99,0,2,88,22,1
226,2,1,1,2,1,1,800,24178,31870,56469,45473,4252,24207,32156,55775,42400,6347,30339,43094,57857,21153,40985,41910,42630,28736,4529,28170,47521,47464,29998,5637,10122,101468,39172,7928,100,12867,99794,38283,7762,84,27608,43320,48017,32032,7813,11327,32950,46956,57934,9623,41052,39279,37529,30846,10084,1148,10075,31082,56628,59857,22424,42125,56302,29656,8283
227,2,1,1,2,1,1,8,9730,11932,77699,41076,192,13595,18121,79959,28578,358,18308,38552,73608,9619,33077,37044,40508,27614,2202,13232,42123,57953,24371,2766,7521,86541,43112,3271,0,9865,87121,40307,3152,0,8110,45142,56598,27097,3498,6926,25070,39293,65177,3979,27376,46391,50190,15121,1367,372,3953,19381,61837,54902,6662,39368,63121,27348,3945
228,2,1,1,2,1,1,0,3,112,35770,34949,0,192,9622,37680,23340,58,6255,19031,41350,4140,9847,24372,22537,13111,967,2258,18454,35631,13404,1087,3831,37610,26273,3083,37,6289,35177,26156,3182,30,1614,16245,35304,16085,1586,244,4823,33056,31577,1134,13610,28596,18495,8112,2021,207,1863,7562,30741,30461,3899,17112,29050,17855,2918
229,2,1,1,2,1,1,0,108,11946,170759,76219,3,811,33121,190147,34950,68,9001,121670,120834,7459,40340,86726,87269,42416,2281,5596,86928,114345,45398,6765,10717,129860,80355,32744,5356,15899,124793,79826,33723,4791,5084,70372,114907,57392,11277,3321,33916,121594,96549,3652,27579,105274,95325,30309,545,1835,12596,37372,108858,98371,12809,71023,100023,58782,16395
230,2,3,2,2,2,2,0,7,17785,253639,84858,0,751,81708,224754,49076,40,18469,169466,147330,20984,104920,124299,103103,20936,3031,31283,154060,128076,31861,11009,13567,155452,139220,44039,4011,16296,153950,137148,45393,3502,21364,124962,135457,57013,17493,15937,86297,161535,80448,12072,81932,125858,125953,21470,1076,1334,8122,28665,142075,176093,22664,109648,136915,65040,22022
231,2,1,1,2,1,1,0,5,16051,192881,54776,0,1916,46775,168405,46617,41,10377,122848,112449,17998,14821,66193,126793,51929,3977,17143,108288,89386,35712,13184,22805,104464,95000,37047,4397,28266,99406,93906,38012,4123,13971,89870,88073,52277,19522,2591,11140,100742,135129,14111,22976,81614,124086,34822,215,1908,11597,25238,98113,126857,25546,107406,83691,30840,16230
232,2,1,1,2,1,1,0,0,6330,107010,76615,0,423,39879,127146,22507,14,19453,111476,54023,4989,5080,26788,89860,64416,3811,21125,90497,56993,18259,3081,33707,97308,43957,13642,1341,43231,87934,43472,14149,1169,20277,81235,55945,26645,5853,1294,4108,72329,105586,6638,6027,32210,85877,64318,1523,239,2800,12342,58740,115834,39300,89365,44603,13015,3672
233,2,1,1,2,1,1,1748,38121,102232,184340,44378,9777,65508,144068,134450,17016,9526,120070,142584,82662,15977,82281,77764,114645,85756,10373,36161,110705,87730,81668,54555,74398,146890,72968,70326,6237,88242,133105,71969,72001,5502,31664,107300,89210,81454,61191,49372,67166,137011,103205,14065,13523,108275,115713,115199,18109,99079,36537,38047,83379,113777,47859,108076,67837,39502,107545
234,2,1,1,2,1,2,167,14073,119426,227607,66678,3108,47105,195565,144482,37691,5026,160981,163770,65559,32615,65905,82047,152231,109846,17922,74378,156495,79765,68449,48864,108242,173871,69341,61002,15495,140471,141674,68770,62641,14395,67469,152261,81010,70488,56723,37036,50350,190872,121025,28668,37499,82363,115936,163296,28857,58766,44964,38463,93137,192621,97671,140334,61543,38856,89547
235,2,1,1,2,1,1,0,999,34467,219138,107928,271,12906,58605,251188,39562,454,33354,170819,133822,24083,35914,152751,127990,42533,3344,6926,66057,135609,120277,33663,11773,115231,115371,104327,15830,16455,109227,115325,106562,14963,4381,60300,125949,126680,45222,14522,37235,194554,100058,16163,28584,138223,149652,45112,961,14522,58215,102989,136764,50042,6541,63851,113359,110283,68498
236,2,1,1,2,1,1,0,791,44439,293329,210058,259,22101,73410,313475,139372,380,33932,191634,223575,99096,68068,149533,196056,118296,16664,6834,74137,155391,184371,127884,5168,125926,183424,182805,51294,7601,122420,182322,188126,48148,3702,60762,140662,186451,157040,30000,40593,187925,224068,66031,96890,231918,157838,61023,948,85332,124915,119912,150222,68236,12215,80225,119998,134784,201395
237,2,1,1,2,1,1,22,7131,37205,90631,139584,106,22210,38780,130912,82565,1046,42198,88998,113285,29046,30538,52798,83345,87518,20374,12339,57988,95122,78953,30171,20778,121518,71352,46069,14856,29691,112214,71020,47569,14079,12548,55477,88803,80932,36813,11103,28563,65589,150301,19017,23081,91772,93802,61183,4735,14328,40821,54457,88396,76571,21963,69819,79239,57516,46036
238,2,1,1,2,1,1,41,18820,47020,162562,108647,509,26257,35324,105249,169751,1265,31612,45645,143154,115414,13587,47911,112926,135046,27620,13171,33569,65179,114692,110479,4374,95870,155734,80040,1072,5422,96550,155329,78646,1143,13360,42020,63533,111266,106911,7301,26980,48524,178324,75961,45252,168219,83920,38432,1267,47780,84660,84665,84326,35659,9720,48808,82071,93277,103214
239,2,1,1,2,1,1,0,4,5464,81345,16400,0,296,13477,72089,17351,1,1321,42510,53117,6264,10792,44468,39955,7415,583,1042,24731,42843,26235,8362,1502,31356,36728,27951,5676,2577,30072,36556,28805,5203,671,19206,37819,31408,14109,759,10608,54269,34613,2964,13273,46516,37792,5611,21,2630,9932,21079,45534,24038,1868,22425,34625,26437,17858
241,3,3,3,1,2,2,0,0,0,0,0,4,0,0,0,11,16,0,0,0,40,24,0,0,0,65,32,0,0,0,80,42,0,0,0,0,56,0,0,0,0,61,9,2,1,140,75,3,3,3,221,49,0,0,0,49,147,0,0,0,10,6,21,48,18,47
242,3,3,3,1,1,2,116643,2363,1286,1463,10364,112710,5416,2037,1255,10352,104257,10886,3591,2689,10006,80053,10434,8220,11000,21373,76050,17577,15050,12544,8773,128719,613,69,3,0,128887,436,76,5,0,77622,21013,11348,9023,11409,97895,9960,11156,4960,9530,23211,7314,7489,14506,78560,55858,12568,8732,10641,41933,66088,24795,11566,6377,20526
