census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8
562,3,1,3,1,1,2,38909,113545,128259,84695,46294,17497,4961,11857,24452,96133,126416,87849,53457,32028,15537,10145,1961,52015,109759,120893,76778,46916,29174,8521,158628,91044,44965,40617,44313,36459,19683,10308,2636,7757,10237,74998,150258,82784,69984,47363,0,176,2396,6487,8606,33678,126682,267992,0,185,2314,6807,8897,36048,121854,269912,807,6095,15864,77145,156438,92046,71609,26013,115740,107913,60440,43058,42383,42411,25062,9010,2459,55267,142339,102408,65101,42503,32590,3350,152844,110352,106153,45220,11757,9901,7490,2300,383,2348,8891,24651,41123,56459,81491,230671
563,1,1,3,1,1,1,254960,379340,188099,96005,63116,43359,22859,12511,285680,392594,170571,72279,54980,44096,30624,9425,334226,278758,191631,108672,57925,46099,36211,6727,115764,163495,202057,183576,185154,114520,74672,21011,167660,230334,123631,124607,127057,130746,106387,49827,0,7327,230158,243546,210117,158899,144112,66090,0,10075,251392,239514,207504,153722,133903,64139,286134,187446,144654,111917,105361,113704,79007,32026,166172,386372,235620,102980,76957,55652,28341,8155,20842,39765,80049,99261,112310,146655,204318,357049,230992,167329,117916,88007,84030,132081,201469,38425,218275,178209,117069,103738,87096,70025,64480,221356
564,3,1,3,1,2,1,4232,39360,120776,148228,124517,55821,6388,968,1575,13854,50155,91970,128883,139830,72756,1267,835,8568,24372,60405,102638,133809,165340,4323,45094,75604,66601,77281,98879,88505,41645,6681,3696,3463,4068,13982,51317,96624,164644,162496,0,52,3127,5954,14996,52536,243091,180534,0,55,3159,6339,15882,57545,240121,177189,3264,4722,7389,17858,55507,102616,187911,121023,18894,48263,51507,56283,82047,115424,124724,3148,3350,115735,200512,98737,39985,22063,15275,4633,289595,117411,55181,20712,6259,3326,3992,3814,2683,7355,10123,14018,18752,28945,61233,357181
565,3,1,3,1,1,1,42843,122021,129300,169109,191637,153224,69241,2288,29198,81780,88018,119318,148956,182616,221208,8569,26259,57917,60057,91571,133783,169417,258271,82388,78791,99055,81763,90369,117592,155069,188210,68814,28004,37148,28180,45474,87701,155970,195342,301844,0,510,39282,40938,57216,101349,252939,387429,0,573,38948,43216,57245,104579,250935,384167,39241,34404,31927,45272,84984,158089,227936,257810,47077,68383,86349,107276,119686,134679,244101,72112,16097,214930,267964,144650,82437,55616,51569,46400,422226,177254,127256,53972,25037,25063,32826,16029,40163,36112,33192,41438,53292,68496,105597,501373
566,3,1,3,1,1,1,22977,129590,190622,195147,164485,114802,55826,3233,6218,45646,89565,124754,160763,195548,235798,18390,6575,21673,41626,79011,120539,170084,322139,115035,45928,66071,73094,90159,110054,148488,234951,107937,17842,10815,13226,24923,55382,124958,219811,409725,0,6403,13591,29923,91426,203826,387296,144217,0,6664,13489,31682,93258,211852,378946,140791,16826,13359,17638,30703,62019,125070,257614,353453,27206,45481,57580,75219,103953,144732,320605,101906,16338,199499,289306,170214,101928,57832,33249,8316,579349,168430,61704,22219,10889,8249,7958,17884,11245,22222,25695,36826,53800,75571,111706,539617
567,3,1,3,1,1,1,91532,133536,134256,111232,79999,45487,20509,1044,16593,105097,80041,95060,109339,114196,92163,5106,20719,84078,44056,53133,82515,125590,180631,26873,28107,46898,61045,79496,106849,138213,125881,31106,42543,36753,19483,24001,39888,78140,151795,224992,0,570,50427,49376,50151,95277,223629,148165,0,599,48151,51903,49220,99228,220508,147986,50023,36836,22471,27204,42322,80198,171287,187254,21063,51238,70851,85247,91206,111917,159289,26784,4697,91728,190936,95497,60642,49775,60477,63843,384886,83535,35668,18239,13197,17467,39560,25043,59677,34823,23303,28150,32726,38538,54513,345865
568,3,2,3,1,2,2,276525,249035,121169,86707,70861,47825,22296,1241,176910,258248,119769,87837,83717,75970,69238,3970,203559,201987,114902,85791,84043,90847,88913,5617,48426,73497,123575,154304,184636,158679,111077,21465,92170,118049,92918,92961,95224,111355,148134,124848,6,38354,168797,164961,154175,130949,171264,47153,6,43169,169019,170739,152186,131137,163406,45997,140804,142488,98337,85281,87564,94972,137872,88341,80503,173549,167149,138741,117337,95494,92310,10576,24316,41625,81172,98260,102633,118114,168579,240960,309658,159004,102828,73409,57651,62594,79464,31051,115246,135131,93707,84557,73536,67706,71852,233924
569,1,2,2,1,1,2,73059,107870,90521,61774,37550,17602,9342,2243,74293,99236,93749,61510,37277,21871,10509,1516,86547,104912,85963,54032,36819,21532,9210,946,10300,13344,45243,97132,124135,75182,29769,4856,53800,65470,57299,58826,57397,55618,40883,10668,51,20077,94508,104151,107184,57076,16539,375,52,23378,98408,107437,104175,52266,13896,349,85683,86139,70187,54978,43345,32375,23843,3411,23808,71515,129346,96712,48240,21528,7483,1329,4884,4686,12112,25184,47636,78276,113107,114076,48170,68756,61088,50151,45580,53194,59032,13990,68205,79298,67655,54575,40315,29883,23943,36087
570,3,2,3,1,1,1,476000,113695,58318,37384,27360,19727,12212,1466,384933,109892,62665,49201,44561,43032,47635,4243,321325,129445,66918,52103,47837,50187,62605,15742,26428,35285,68035,109129,142723,166116,157163,41283,91448,145875,104995,84934,76359,75923,79693,86935,85,88761,278650,151858,114314,66205,45090,1199,83,87942,273732,160506,112716,67051,43004,1128,157330,160249,93360,70868,64666,62627,79178,57884,121694,185058,127634,83898,62278,61470,84377,19753,11041,15669,36367,58481,69584,82220,126032,346768,265072,175810,122846,77513,48447,30647,12729,13098,130100,156618,118423,84063,61030,51785,52879,91264
571,3,1,3,1,2,1,1,0,0,2,2,1,1,0,4,4,6,7,1,4,12,18,8,13,9,4,11,11,20,8,76,8,5,2,1,1,0,5,62,20,7,6,4,2,2,2,0,0,25,5,2,1,1,0,0,0,26,8,2,0,2,0,22,31,26,20,20,10,14,4,91,15,7,2,4,5,12,11,92,6,3,1,0,0,2,20,70,0,0,1,1,1,1,68,2,5,19,63,17,6,1,11
572,3,3,3,3,1,3,0,0,0,0,0,0,0,0,7,0,1,2,1,0,0,3,10,9,3,5,4,0,8,3,37,6,4,1,1,0,0,0,43,6,6,3,5,0,0,0,0,14,4,0,0,0,0,0,19,16,1,0,0,0,0,0,40,55,18,22,9,10,23,5,262,11,1,4,2,14,26,9,48,2,0,0,0,0,0,10,70,1,0,0,1,0,1,15,0,0,6,24,20,5,2,20
573,3,1,3,1,1,1,103632,155096,104027,74416,47251,21863,3479,283,51992,123661,82566,72035,72542,70396,36476,379,42516,104157,64704,56526,67529,88644,84434,1537,31100,39032,51325,72305,99844,124648,84755,7038,29706,55598,48853,43719,44813,61889,104909,120560,0,7947,62906,130202,143069,142659,22803,461,0,8290,62503,134494,142896,140486,20957,421,32084,66314,56475,46882,48637,66178,123452,70025,43221,63201,67651,75560,74716,85265,97133,3300,8587,3707,54895,118748,102159,85064,85759,51128,257875,64691,43359,35612,31240,31754,27085,18431,27567,57185,56843,52638,47021,47480,57634,163679
574,3,1,3,1,2,1,252000,204576,112090,65466,38493,18235,6449,6115,138098,135244,113713,99501,91434,78753,40697,5984,111174,108751,100157,97120,99306,104677,76240,5999,22213,19502,30969,62582,131253,207892,189587,39426,48958,72542,55716,62088,76437,105500,169909,112274,399,115652,175259,226263,143744,40755,1328,24,377,115620,168298,236883,141386,39684,1157,19,73193,73378,68517,74406,89251,118006,164643,42030,43313,72998,98596,106390,108650,120671,142038,10768,9123,3993,27690,73514,145530,165694,143328,134552,341032,117561,83491,58147,37509,28239,19567,17878,63419,89094,81806,91150,96840,100700,94088,86327
575,1,3,2,1,1,2,265296,95209,36653,22937,18227,11598,9423,14252,240194,107267,46699,27637,18714,12742,10442,9900,246708,110229,44213,27819,19572,11699,7985,5370,13497,20523,33553,61392,99263,128890,92295,24182,88121,128583,90815,69411,47551,29844,15237,4033,140,101811,264967,80134,18700,6714,1128,1,134,102183,262838,83868,17639,6061,871,1,166644,147518,74744,39592,22025,13377,7642,2053,67355,99142,122414,98147,45338,18401,12047,10751,4608,2837,5862,12538,23399,38655,88227,297469,26724,57175,71320,79463,84339,88861,51788,13925,122291,176439,89054,43108,19067,9868,6423,7345
576,1,2,2,1,1,1,385953,23753,6980,3228,1697,978,509,317,340916,47341,15269,8086,5073,4258,2168,304,298243,73305,25459,12049,6933,4850,2353,223,9328,27049,40315,64263,84773,114270,70971,12446,109631,126936,66652,46538,32450,23551,14167,3490,1436,190818,109815,65024,36913,14613,4550,246,1662,194246,110499,64696,34733,13402,3929,248,174294,111577,56775,33862,22229,14618,8732,1328,98624,149637,83792,50684,23324,11709,5287,358,914,564,1646,5029,11943,24903,66624,311792,70044,80220,78559,65729,50293,45974,29069,3527,161360,114326,55698,35324,21407,13906,10711,10683
577,3,1,3,1,1,1,169044,266181,126922,51428,24676,9030,1904,137,111245,161064,162517,103758,67286,32669,10574,209,70393,129445,107742,121224,117855,78088,24195,380,46906,105801,95420,126757,122011,101894,46565,3968,32768,44594,54356,76917,92690,133349,162239,52409,1,15864,80603,154704,196336,133210,53641,14963,1,16948,84720,161476,196436,125022,49474,15245,35614,64756,76943,77082,90031,129502,149701,25693,102154,85371,100766,115175,122310,81090,41666,790,14341,3217,26102,102531,172020,157166,127604,46341,349489,114384,59189,35012,23288,20313,22097,25550,25889,41193,61307,75568,92023,105333,108984,139025
578,3,1,2,1,3,1,0,0,0,0,0,0,1,20,5,5,2,5,9,7,30,28,3,7,11,13,28,28,46,18,130,23,15,12,5,9,2,0,61,70,50,25,23,9,0,0,0,7,41,14,16,2,0,0,0,6,40,27,9,6,0,0,0,6,25,83,65,89,73,2,118,43,27,39,36,32,55,14,166,10,6,4,3,1,2,60,212,1,1,2,3,3,7,98,0,3,21,84,91,21,9,74
579,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,6,14,11,6,12,63,0,0,2,29,15,14,32,62,134,30,27,15,13,12,21,42,122,49,44,44,37,36,36,24,0,0,18,84,26,0,0,0,0,0,8,114,26,0,0,0,0,6,80,102,39,78,110,131,180,23,17,25,26,35,90,157,187,1,0,0,0,0,0,200,400,0,0,0,0,0,6,138,0,3,20,219,118,5,1,142
581,3,1,3,1,3,1,74172,150870,103565,50064,20717,7824,3825,705,22222,60907,75360,81368,82619,63141,24138,1987,8951,38689,52354,67981,87974,98624,55269,1900,14491,11050,19680,36527,70026,113287,123628,23053,9617,9377,15539,25585,42361,78156,136845,94262,0,3566,16382,79715,180971,118602,12489,17,0,3636,15646,84419,178463,118683,10882,13,8757,13707,26356,39444,56756,85708,137272,43742,14360,19442,30494,42971,68044,107731,124436,4264,7544,4475,16292,67704,123327,108623,68393,15384,282926,65411,25020,11442,6369,5100,5403,10071,6832,13573,31569,52844,65343,73582,83429,84570
583,3,1,3,1,1,1,1,3,1,1,2,0,0,6,3,2,5,6,9,10,5,23,0,2,9,12,22,8,18,20,66,26,1,3,7,14,2,0,39,29,14,17,5,20,2,0,0,0,1,28,3,6,0,0,0,0,0,30,5,5,0,0,0,1,27,29,19,31,31,9,49,15,18,6,9,17,25,29,101,4,2,1,0,0,0,40,90,0,0,0,1,2,7,70,0,1,7,44,72,12,4,13
585,3,2,3,3,3,3,109565,45433,12522,5135,1970,512,235,32,90253,57592,16453,6892,2842,1064,280,28,63355,62620,26002,13590,7484,2017,302,34,27701,38966,38183,25911,18827,14501,8860,2455,25706,38315,33147,27761,21448,16532,10790,1705,0,0,10887,55390,62003,30431,15648,1045,0,0,11981,59532,59470,29445,14004,972,36644,49797,29193,20649,17543,13588,7642,348,48102,62208,38509,16854,7082,2290,338,21,6774,3558,6743,13050,19133,26565,39821,59760,38450,30866,29389,23455,17640,14986,9257,11361,23737,39134,31330,20098,13778,11214,10332,25781
586,3,2,3,3,2,3,42541,59374,50227,30412,13469,4932,1769,422,47648,74054,44844,21642,9151,3760,1696,351,52296,68733,42189,20645,11504,5490,2009,280,18883,38214,43325,36846,31876,18802,12112,3088,20418,46460,34977,32798,29087,22944,13408,3054,8,2,22273,59641,58918,37576,22576,2152,8,3,25988,60352,57746,36322,20739,1988,38204,53032,38054,26771,20909,15406,9611,1159,25622,71027,57165,26560,15110,5866,1563,233,5813,4210,9211,16552,24401,34588,48454,59917,26659,34053,33443,28848,24868,27130,21003,7142,26637,43214,32377,24900,18776,14477,13121,29644
587,1,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,3,2,1,2,1,56310,73581,32970,14264,8408,5991,4926,5961,58348,76881,30546,14553,8841,5436,3881,3925,64457,71165,30202,16851,9535,5073,2934,2194,9569,10109,14190,23480,34604,50428,41496,18535,15062,43048,46683,41015,30163,18866,6053,1521,3359,33001,101569,42529,16540,5016,397,0,3482,34211,103783,40973,15284,4368,310,0,33976,77194,41387,23752,15921,6788,2638,755,15005,26813,45441,60151,32084,12848,6051,4018,1805,1535,5282,9875,14713,22601,48586,98014,17410,35583,35040,31662,27771,26513,19653,8779,29735,79248,39931,20417,10994,7013,5471,9602
589,1,3,2,1,3,1,171748,89552,27097,6783,3064,1793,1341,1873,143272,120548,21736,8344,3725,2690,1647,1289,136764,116704,29131,10516,4987,2967,1444,738,13204,9221,15946,45357,61997,71610,51726,34190,34944,79375,82298,55507,28303,16426,5364,1034,90,26949,122973,117113,26632,7750,1737,7,118,29568,135035,106453,23628,6994,1448,7,70863,136639,51129,21866,13711,6393,2262,388,23844,56896,88642,78678,34847,14767,4179,1398,3690,1570,3865,7078,10850,20029,67706,188463,28090,54108,54893,47364,41840,40850,24574,11532,68435,130608,51414,22103,10850,6217,5014,8610
590,1,3,2,1,2,1,206027,8807,2849,878,202,68,20,12,191034,17611,5228,2825,1505,553,98,9,173097,31408,7655,3541,2111,899,145,7,5444,19573,25702,38073,40816,48262,33048,7945,41206,78079,47192,24379,14210,9252,4194,351,390,21675,94895,62441,27635,8968,2458,401,405,23663,94503,64217,25361,8175,2146,393,73732,87114,29233,13749,8492,4532,1889,122,63032,77629,38927,22661,11548,4377,682,7,50,68,243,1093,3248,8672,26455,179034,38160,45754,45864,37700,25656,16940,7703,1086,58403,82550,38769,18144,8682,5072,3502,3741
591,1,3,2,1,2,1,173674,55857,6625,1674,697,334,282,247,170615,58308,6143,2479,921,495,312,117,153488,71862,8995,2821,1279,583,298,64,10582,9101,17128,47586,65352,57959,22032,9650,72485,100719,38964,15371,6594,3658,1434,165,504,16916,49337,145519,24261,2544,303,6,516,17730,56268,143566,18904,2157,244,5,128117,81515,17357,6695,3471,1683,499,53,35048,89252,73071,30396,8137,2633,717,136,2570,645,872,1818,3833,8855,41817,178980,9139,15335,20610,27994,39262,60466,54651,11933,100142,101041,21168,7883,3937,2331,1502,1386
592,1,3,2,1,2,1,91794,201434,52959,13765,3255,1317,661,383,212188,124076,18847,6113,2396,871,656,421,251334,86858,16017,6484,2873,1053,565,384,20925,19793,33635,71462,92405,82078,36943,8327,104397,119437,68149,42438,18586,9240,2746,575,5825,33168,99175,196817,26610,3553,418,2,6151,34611,103753,193803,23701,3196,351,2,168272,131648,36898,15379,8073,3662,1115,521,56210,121967,123138,47686,12791,2575,813,388,2591,1076,1228,3055,6950,15878,60919,273871,17152,33830,42601,47219,50408,64661,82278,27419,121153,148781,53623,20009,9640,5358,3498,3506
593,1,3,2,1,3,1,248969,137080,52878,15962,3454,777,483,125,265240,132970,43144,11826,4338,1521,524,165,290011,122733,26573,11839,5771,2105,517,179,34997,43637,57428,97761,109081,76818,31780,8226,134766,132233,81160,49278,31887,21851,7918,635,5109,84567,145249,166971,45053,11365,1375,39,5849,88762,154306,159760,39888,9992,1131,40,193177,147677,55001,29438,19135,10794,3922,584,108095,138133,123062,61219,21851,6199,1001,168,4369,1078,1378,4768,12762,28151,98964,308258,40225,51809,58649,58391,61677,76613,82058,30306,132274,172071,73963,35230,19877,11559,7564,7190
594,1,3,3,1,2,2,138188,88458,33450,36195,11579,1225,569,70,177919,88015,31245,6840,3752,1517,370,76,197279,88863,10832,5719,4102,2424,439,76,20184,26311,33347,56402,85656,65292,18801,3741,123652,92812,46149,21317,12467,9498,3625,214,8,19698,103556,166062,18454,1859,97,0,10,22149,119561,151239,15144,1557,74,0,165598,93184,25743,10822,7971,5166,1030,220,67162,86154,104047,39373,9424,3038,454,82,4407,1001,1417,4386,7655,14644,52282,223942,14734,25103,30798,30298,32979,50487,87425,37910,129617,109133,34583,15691,8669,5661,3679,2701
595,1,3,3,1,2,2,91183,66874,43239,25187,8471,5662,5423,351,133078,78673,21243,6556,4160,1964,572,144,171356,61083,8565,3132,1284,574,309,87,24239,12012,19995,41170,63809,58898,21083,5184,68481,96181,51452,19229,6831,2985,1048,183,0,3915,55086,168629,16960,1551,244,5,0,4372,66317,161181,12964,1352,200,4,124441,93307,17924,6153,2930,1240,358,37,38539,70148,97812,30058,6910,2245,565,113,13560,1807,1820,2642,4348,9335,37557,175321,8410,23681,29924,30615,27798,32205,53372,40385,82362,118187,29378,8590,3725,1907,1106,1135
596,1,3,2,1,3,1,499122,8380,479,146,113,107,251,927,491610,15796,1230,258,157,139,294,667,468961,37000,3105,566,243,190,285,378,62590,69433,65131,73821,75056,77808,56485,30931,228207,136397,74136,37206,21036,10643,3306,551,28421,210129,172433,76895,19459,3463,651,31,31132,217155,170479,72693,16402,3047,544,30,303436,132907,42065,17258,9380,4171,1778,487,243363,143699,66155,30964,14130,7751,1981,675,8516,838,596,940,2415,9117,40050,448256,83678,80484,79617,71564,60462,58552,49529,26265,246121,162348,52307,23098,11654,6631,3962,5134
597,1,3,3,1,3,2,165364,48504,7141,2851,1265,402,80,31,195538,23954,5264,590,173,68,35,16,199710,23745,1586,367,132,63,29,6,12977,10206,15638,35805,62150,60269,23636,4957,46304,105931,55457,13101,3455,1136,232,22,0,1720,55906,160912,6730,330,36,4,0,1956,69214,149358,4813,265,28,4,127211,85457,9477,2277,869,275,66,6,36037,85372,76002,21603,4866,1460,278,20,4878,371,333,594,1336,3483,15648,198995,11398,36605,49519,41847,26615,20671,21249,17734,55719,143217,20753,3791,1178,534,245,201
598,1,3,3,1,2,2,0,0,0,0,0,0,0,0,4,2,1,0,0,4,22,2,15,4,6,3,18,24,13,8,110,9,4,5,0,2,3,0,64,50,17,9,4,4,3,3,3,11,6,27,3,0,0,0,8,6,5,33,4,0,0,0,24,0,14,60,51,32,29,14,133,36,25,32,11,15,19,23,83,7,2,4,0,1,2,63,174,0,0,2,2,0,1,35,0,3,22,54,44,8,8,39
599,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1,3,3,1,3,1,189174,34625,6497,2684,1538,1469,2421,6500,199897,28010,5332,2176,1632,1653,2478,5037,202210,29629,4858,2254,1649,1369,1867,3549,19889,13654,21351,40221,57487,52906,32452,10553,77121,110402,39875,12429,4842,2635,3294,927,9460,60602,163389,18563,523,23,0,0,9615,60989,160931,20541,461,23,0,0,145407,79017,13507,4589,2480,1880,2399,1265,56073,96562,57597,17782,5065,2688,3185,4759,8279,623,796,2567,4163,6926,23765,200266,2502,14765,34531,42648,41400,45521,41864,22984,93097,125566,23146,4495,1233,473,231,272
601,1,3,3,1,3,2,143805,25104,3700,1191,577,471,404,297,155929,18431,2729,836,545,393,532,211,159725,19103,2483,828,482,403,429,157,5805,9006,15147,26812,41771,51415,33481,4062,78396,84551,24763,6294,2028,729,448,166,1939,14732,159287,24025,1562,124,0,0,1985,14823,156840,26467,1444,110,0,0,135529,47793,6902,2034,681,446,360,140,25968,71992,52411,16405,3594,617,534,229,1360,363,484,727,1353,2989,14039,162295,1756,11171,22039,26602,27840,32848,44812,12538,99919,71222,11029,3116,1063,553,346,251
602,3,2,3,3,3,2,604,6185,16871,39469,68766,102175,91309,11250,746,11363,27833,43751,67900,91039,86199,7798,2439,25459,37027,52494,69325,82211,61612,6062,19944,23460,35755,50182,70119,78844,48412,9913,12923,12960,17694,27076,39923,63276,99764,63013,0,150,13316,58230,171138,91998,1797,0,0,163,12753,59949,168384,94030,1350,0,12717,18014,25758,36608,49776,68579,90771,34406,14287,17336,25800,41615,64880,85858,79560,7293,12045,24912,59498,76336,68584,54364,35623,5267,72655,85197,58454,37311,25161,22040,19391,16420,9911,17448,28493,41011,43165,41765,46854,107982
603,3,3,3,3,3,3,0,2,218,954,1822,3634,4777,1872,22,690,1286,1824,2591,3535,2052,1279,186,1218,1838,2407,3161,2606,970,893,4592,3789,2136,1034,506,352,315,555,1175,1550,2407,3408,2687,893,719,440,0,0,1267,3492,7537,979,4,0,0,0,1234,3474,7736,831,4,0,624,1097,1939,2587,2965,2673,895,499,2294,2425,2546,2431,1329,668,721,865,2796,3258,2513,2138,1445,807,309,13,34,103,225,455,966,3840,5674,1982,366,349,1432,2911,3288,2227,1341,1365
604,3,1,3,1,3,2,0,786,12728,56023,109527,158015,100814,39006,777,11512,37332,70666,108858,130125,87758,29871,2203,32599,62137,84111,102226,106720,64007,22896,31791,36160,57037,83129,104285,92989,47357,24151,19007,21871,30026,46526,67440,97325,129642,65062,0,1086,25028,95269,200597,140613,14305,1,0,1151,24569,99616,198565,141213,11785,0,17515,33535,47485,62848,75503,92338,109433,38242,24004,26658,39420,62839,101281,121752,74975,25970,12924,34169,87488,109319,101481,82403,44550,4565,67095,94650,82243,65860,51078,46212,44723,25038,10760,29023,50832,69827,69980,63082,62028,121367
605,3,1,3,1,3,1,211780,154220,86393,53815,47610,48233,22085,2168,172207,134569,105108,75322,64347,50188,21675,2888,146982,147163,107301,85134,67763,48026,21021,2914,18693,32612,60777,109540,160112,159358,73599,11613,44946,90043,98463,98635,94360,95235,78473,26149,1,14493,70913,164286,211304,138707,26511,89,1,14842,68227,172666,208197,137993,24258,120,60592,120251,109711,93739,86126,80411,61189,14285,67930,96561,112417,116337,109300,81158,38921,3680,1084,6123,12560,43295,83320,129669,175358,174895,130804,153501,115296,77555,54607,45286,37874,11381,41221,128421,133657,111019,80718,57333,40569,33366
606,3,1,3,1,3,1,120886,142032,109403,83527,73987,72101,33717,1669,96374,104304,112282,104809,100414,84294,33562,1283,86714,118919,116202,105882,96592,80712,31272,1029,20108,29792,63444,110533,159525,160583,83285,10052,43531,72683,80358,94922,106998,119447,99351,20032,0,15372,50216,144976,217962,156825,51202,769,0,15732,48262,151075,216326,159030,46231,666,59204,91760,100298,101138,99744,98685,76970,9523,55949,69987,83784,112355,136219,122863,53964,2201,2284,4188,30300,70489,112763,146383,160312,110603,75566,147552,143534,99110,64678,51351,38714,16817,36455,119759,116439,114285,93995,69121,49065,38203
607,3,1,3,1,3,1,62553,81561,109965,120599,121187,136761,101249,5369,45941,59824,106783,139366,155326,144937,83542,3525,43370,93190,128628,141332,140149,127879,61567,3129,20723,40218,65162,100489,166177,190313,138664,17498,26898,64001,81569,97870,127966,159510,142293,39137,29,1332,34021,143654,278260,229128,52718,102,29,1441,35558,154595,280835,222690,43993,103,38051,91102,100175,118860,129953,127864,108997,24242,26368,51373,82528,131710,150007,178510,114407,4341,4221,13385,53197,116452,166569,172882,141775,70763,75560,144239,156530,128671,90432,69180,50846,23786,29148,105399,118861,130931,122693,99735,75418,57059
